"","player_name","team","dk_pos","salary","dk_own","slate_size","week","year","dk_pts","fd_pts"
"1","Terry McLaurin","OSU","WR",3000,0.06,16,1,2018,31.1,26.1
"3","Zach Austin","TTU","WR",3000,0.09,16,1,2018,5.7,4.2
"4","Deebo Samuel","SCAR","WR",8000,0.09,16,1,2018,18.6,15.1
"5","Marcus Simms","WVU","WR",5500,0.03,16,1,2018,6,5
"6","Jaelan Austin","TCU","WR",3900,0.01,16,1,2018,5,3.5
"7","Jarrison Stewart","TCU","WR",3000,0.01,16,1,2018,1.6,1.1
"8","Austin Mack","OSU","WR",5100,0.03,16,1,2018,11.9,9.4
"10","Harrison Bryant","FAU","WR",3300,0.02,16,1,2018,4.5,3.5
"11","Kanawai Noa","CAL","WR",5400,0.15,16,1,2018,4.5,3
"12","Grant Calcaterra","OU","WR",4800,0.06,16,1,2018,1.3,0.8
"14","Willie Wright","FAU","WR",5400,0.06,16,1,2018,8,5.5
"15","Nate Brown","MIZZ","WR",4400,0.02,16,1,2018,4.9,3.4
"16","Riley Ridley","UGA","WR",3700,0.15,16,1,2018,12.3,10.8
"17","Antoine Wesley","TTU","WR",5200,0.01,16,1,2018,12.5,9.5
"18","Mecole Hardman","UGA","WR",4900,0.02,16,1,2018,14.3,13.3
"19","Brandon Johnson","TENN","WR",4100,0.03,16,1,2018,4.3,3.3
"20","Albert Okwuegbunam","MIZZ","WR",6600,0.02,16,1,2018,3.4,2.4
"22","DeAndre McNeal","FAU","WR",3100,0.01,16,1,2018,1.1,0.6
"23","Josh Palmer","TENN","WR",3000,0,16,1,2018,6.3,4.8
"24","Marquise Brown","OU","WR",8200,0.04,16,1,2018,28.3,22.3
"25","CeeDee Lamb","OU","WR",7200,0.04,16,1,2018,6.3,5.3
"26","Ryan Davis","AUB","WR",6200,0.03,16,1,2018,12.2,8.7
"27","DaMarkus Lodge","MISS","WR",5900,0.14,16,1,2018,14.4,10.4
"28","Vic Wharton III","CAL","WR",5800,0.26,16,1,2018,4.8,3.3
"29","Cole Tucker","NIU","WR",3000,0.01,16,1,2018,2.3,1.8
"30","A.J. Brown","MISS","WR",10800,0.1,16,1,2018,22.3,18.8
"31","Darius Slayton","AUB","WR",5000,0.02,16,1,2018,7.1,5.6
"33","Emanuel Hall","MIZZ","WR",8400,0.02,16,1,2018,36.1,31.1
"34","Anthony Ratliff-Williams","UNC","WR",6700,0.07,16,1,2018,15.2,13.7
"35","Kyle Sweet","WSU","WR",5500,0.01,16,1,2018,4.2,3.2
"37","Bryan Edwards","SCAR","WR",6900,0.03,16,1,2018,13.4,10.4
"38","Noah Fant","IOWA","WR",5500,0.03,16,1,2018,10,8.5
"39","Amari Rodgers","CLEM","WR",4800,0.01,16,1,2018,14.9,12.9
"40","Ja'Deion High","TTU","WR",4100,0.03,16,1,2018,16.2,14.2
"42","D.K. Metcalf","MISS","WR",6200,0.11,16,1,2018,18.1,16.1
"43","Jovon Durante","FAU","WR",3900,0.06,16,1,2018,9.2,7.2
"44","T.J. Hockenson","IOWA","WR",3500,0,16,1,2018,10.4,8.4
"45","Easop Winston Jr.","WSU","WR",3000,0.02,16,1,2018,10.3,8.8
"47","Austin Conway","WYO","WR",4800,0.01,16,1,2018,4.8,3.3
"49","Malik Williams","APPST","WR",3000,0,16,1,2018,22.6,20.6
"51","Tyler Vaughns","USC","WR",8800,0.01,16,1,2018,6.7,5.2
"53","Juwan Johnson","PSU","WR",7500,0.01,16,1,2018,12.7,9.7
"54","Lil'Jordan Humphrey","UT","WR",5100,0.21,16,1,2018,14.2,11.2
"55","Marquez Callaway","TENN","WR",4900,0.04,16,1,2018,12.3,9.3
"56","Malcolm Williams","C-C","WR",4800,0.04,16,1,2018,10.9,7.9
"57","Nate Craig-Myers","AUB","WR",4700,0.01,16,1,2018,6,5
"58","Jahrvis Davenport","UMD","WR",4100,0.01,16,1,2018,4.5,4
"61","Sal Cannella","AUB","WR",3100,0.01,16,1,2018,8.1,7.6
"62","Johnathon Johnson","MIZZ","WR",7000,0.01,16,1,2018,13.9,11.9
"63","Hunter Renfrow","CLEM","WR",6500,0.03,16,1,2018,5.4,3.9
"64","Taivon Jacobs","UMD","WR",6100,0.02,16,1,2018,18.2,15.7
"65","Velus Jones Jr.","USC","WR",5700,0,16,1,2018,3.6,2.6
"66","Brandon Presley","UNLV","WR",4600,0.01,16,1,2018,1.4,0.9
"68","Mekhi Stevenson","UNLV","WR",3000,0,16,1,2018,5.1,3.6
"69","T.J. Vasher","TTU","WR",9400,0.02,16,1,2018,10.6,8.6
"70","Tee Higgins","CLEM","WR",7900,0.01,16,1,2018,6.5,5
"71","Aaron Fuller","UW","WR",4500,0.01,16,1,2018,23.5,17
"73","Jalen Reagor","TCU","WR",7700,0.01,16,1,2018,14.5,12.5
"74","Shi Smith","SCAR","WR",5300,0.01,16,1,2018,10.1,8.1
"76","Thomas Hennigan","APPST","WR",4800,0,16,1,2018,5.8,2.8
"78","Dawson Knox","MISS","WR",3900,0.02,16,1,2018,1.6,1.1
"82","Jeremiah Miller","C-C","WR",3000,0,16,1,2018,3.9,2.9
"83","Parris Campbell","OSU","WR",5800,0.06,16,1,2018,12.2,10.2
"88","Collin Johnson","UT","WR",7400,0.03,16,1,2018,14.9,13.4
"89","Kendal Keys","UNLV","WR",4700,0.01,16,1,2018,10.1,9.6
"90","D.J. Brown","NIU","WR",4300,0.01,16,1,2018,8.8,6.3
"93","Trevon Wesco","WVU","WR",3000,0,16,1,2018,5.5,4.5
"95","Andrew Beck","UT","WR",3000,0,16,1,2018,2.5,2
"96","Michael Pittman Jr.","USC","WR",7100,0,16,1,2018,4.6,4.1
"97","Andre Baccellia","UW","WR",4200,0,16,1,2018,8.1,6.1
"98","Corey Sutton","APPST","WR",3000,0,16,1,2018,14.7,11.7
"102","Leon Payne","NIU","WR",3000,0.01,16,1,2018,1.1,0.6
"103","James Price","WYO","WR",4000,0,16,1,2018,4.3,3.3
"107","A.D. Miller","OU","WR",3000,0,16,1,2018,9.8,8.8
"109","Lee Morris","OU","WR",3000,0,16,1,2018,13.5,13
"112","DJ Turner","UMD","WR",3900,0.01,16,1,2018,7.4,4.9
"113","Timmy Hernandez","ORST","WR",3600,0.01,16,1,2018,2.6,1.6
"114","Ty Jones","UW","WR",3300,0.04,16,1,2018,10.7,9.2
"116","Mykel Jones","OU","WR",3800,0.01,16,1,2018,5.7,4.7
"117","Nick Basquine","OU","WR",3600,0.01,16,1,2018,1.2,0.7
"118","Devin Duvernay","UT","WR",3600,0.03,16,1,2018,15.8,13.8
"120","Cornell Powell","CLEM","WR",3000,0,16,1,2018,5.2,4.7
"121","Isaiah Hodgins","ORST","WR",4100,0,16,1,2018,6,5
"124","Jamire Calvin","WSU","WR",4300,0,16,1,2018,13.2,10.7
"125","Trevion Thompson","CLEM","WR",3800,0,16,1,2018,4.2,3.2
"127","Drew Sample","UW","WR",3500,0,16,1,2018,4.6,3.6
"130","Jordan Duncan","CAL","WR",3000,0.07,16,1,2018,6.4,4.9
"131","Trevon Sidney","USC","WR",3000,0,16,1,2018,10.2,8.7
"135","Johnnie Dixon","OSU","WR",4500,0.05,16,1,2018,2,1.5
"137","Braylon Sanders","MISS","WR",4000,0.01,16,1,2018,10,8
"138","Randrecous Davis","SCAR","WR",3200,0,16,1,2018,9.7,9.2
"140","Jeremiah Hawkins","CAL","WR",3000,0,16,1,2018,1.9,1.4
"141","Trevon Bradford","ORST","WR",3000,0,16,1,2018,31.4,25.4
"143","Will Swinney","CLEM","WR",3000,0,16,1,2018,1.6,1.1
"144","Seth Collins","TTU","WR",5800,0.02,16,1,2018,1.7,1.2
"145","Diondre Overton","CLEM","WR",4600,0.01,16,1,2018,9,8
"146","Brandon Polk","PSU","WR",4600,0,16,1,2018,3.9,2.9
"149","Ahkil Crumpton","UGA","WR",3000,0,16,1,2018,4,3
"150","Roscoe Johnson","UNC","WR",3000,0,16,1,2018,1.7,1.2
"151","Moe Ways","CAL","WR",3000,0,16,1,2018,3.3,2.8
"153","Dezmon Patmon","WSU","WR",6300,0,16,1,2018,8.9,6.9
"154","KaVontae Turpin","TCU","WR",5000,0.03,16,1,2018,8.7,6.7
"156","OrTre Smith","SCAR","WR",4300,0.01,16,1,2018,2.1,1.6
"157","Jerrod Heard","UT","WR",3900,0.01,16,1,2018,2.7,2.2
"166","Tavaris Harrison","FAU","WR",3000,0,16,1,2018,9.7,7.7
"171","Jauan Wesley","NIU","WR",3000,0,16,1,2018,14.3,12.3
"173","Dominique Heath","APPST","WR",3000,0,16,1,2018,5.5,4.5
"175","Jalen Virgil","APPST","WR",3500,0,16,1,2018,2.4,1.9
"177","Ky'Jon Tyler","C-C","WR",3300,0,16,1,2018,5.3,3.8
"187","Jonathan Holland","PSU","WR",3000,0,16,1,2018,5.6,4.6
"188","K.J. Hill","OSU","WR",6500,0.02,16,1,2018,14.2,11.2
"191","Chico McClatcher","UW","WR",5400,0,16,1,2018,1.4,0.9
"192","Dazz Newsome","UNC","WR",5000,0,16,1,2018,2.9,1.9
"195","Jauan Jennings","TENN","WR",5600,0.04,16,1,2018,4.9,3.9
"196","Chigoziem Okonkwo","UMD","WR",3000,0,16,1,2018,1.6,1.1
"198","Dominick Wood-Anderson","TENN","WR",3800,0,16,1,2018,7.1,6.6
"201","Deebo Samuel","SCAR","WR",6300,0.07,15,2,2018,9.3,6.3
"204","Marquise Brown","OU","WR",7700,0.12,15,2,2018,18.8,16.8
"206","Austin Mack","OSU","WR",5300,0.02,15,2,2018,5,3.5
"208","Jayden Reed","WMU","WR",3000,0.04,15,2,2018,3.7,2.7
"209","Deondre Farrier","ECU","WR",3900,0.03,15,2,2018,10.2,7.7
"211","Blake Proehl","ECU","WR",3600,0.15,15,2,2018,6.2,4.7
"213","Randall St. Felix","USF","WR",5000,0.17,15,2,2018,5.3,3.8
"214","CeeDee Lamb","OU","WR",6200,0.03,15,2,2018,30.6,24.1
"215","Bryan Edwards","SCAR","WR",5200,0.04,15,2,2018,33.1,26.6
"217","Trevon Brown","ECU","WR",6900,0.02,15,2,2018,19,17
"219","Tyre McCants","USF","WR",5600,0.04,15,2,2018,23.4,15.4
"220","Mike Williams","NEB","WR",4200,0.06,15,2,2018,7,5.5
"221","Laviska Shenault Jr.","COL","WR",5900,0.4,15,2,2018,36.7,28.7
"223","JD Spielman","NEB","WR",6800,0.02,15,2,2018,15.7,14.2
"224","Keith Corbin","UH","WR",5300,0.02,15,2,2018,13.4,11.9
"226","Zach Gentry","MICH","WR",3200,0,15,2,2018,2,1.5
"227","Osirus Mitchell","MSST","WR",3800,0.14,15,2,2018,1.5,1
"228","Omar Bayless","ARST","WR",3000,0,15,2,2018,6.6,5.1
"229","Stanley Morgan Jr.","NEB","WR",8500,0.02,15,2,2018,12.5,10
"230","Juwann Winfree","COL","WR",5400,0.01,15,2,2018,9.8,7.3
"232","D'Wayne Eskridge","WMU","WR",4400,0.15,15,2,2018,4,3
"233","Dalton Schoen","KSU","WR",4000,0.01,15,2,2018,11.4,10.4
"234","Cedric Peterson","ARIZ","WR",3800,0,15,2,2018,1.8,1.3
"236","Drake Harris","WMU","WR",3000,0,15,2,2018,4.6,3.1
"237","Justin McInnis","ARST","WR",4100,0.01,15,2,2018,4,3
"240","Austin Williams","MSST","WR",3000,0.01,15,2,2018,8.3,7.8
"241","Anthony Ratliff-Williams","UNC","WR",7600,0.05,15,2,2018,12.4,10.4
"242","Brendan O'Leary-Orange","NEV","WR",7300,0,15,2,2018,7.9,7.4
"243","Kalija Lipscomb","VAND","WR",7000,0.03,15,2,2018,29.5,23.5
"244","T.J. Rahming","DUKE","WR",5900,0.02,15,2,2018,13.2,11.2
"245","Miles Boykin","ND","WR",5600,0.01,15,2,2018,20.9,14.9
"246","Isaiah Zuber","KSU","WR",5200,0.03,15,2,2018,3.1,2.1
"247","Caleb Wilson","UCLA","WR",4800,0.01,15,2,2018,13.2,11.2
"248","Grant Calcaterra","OU","WR",4400,0.01,15,2,2018,5.6,4.1
"249","Shi Smith","SCAR","WR",4300,0,15,2,2018,3.1,2.1
"250","Tyler Simmons","UGA","WR",3000,0,15,2,2018,2.2,1.7
"252","Marquez Stevenson","UH","WR",6600,0.16,15,2,2018,12,11
"253","A.J. Taylor","WISC","WR",6200,0.04,15,2,2018,27.4,21.9
"254","Bennett Skowronek","NW","WR",5800,0.01,15,2,2018,7.7,5.7
"255","K.D. Nixon","COL","WR",4800,0.2,15,2,2018,8.9,6.4
"257","Riley Ridley","UGA","WR",4600,0.05,15,2,2018,7.7,5.7
"259","Thomas Jackson","UNC","WR",3400,0,15,2,2018,4.4,1.4
"260","Kirk Merritt","ARST","WR",3000,0.01,15,2,2018,6.9,4.9
"261","McLane Mannix","NEV","WR",8300,0.03,15,2,2018,14.6,11.6
"263","Mecole Hardman","UGA","WR",4700,0.02,15,2,2018,25.3,19.3
"264","Stephen Guidry","MSST","WR",4200,0.07,15,2,2018,6.2,5.2
"265","Irv Smith Jr.","BAMA","WR",3400,0,15,2,2018,14.1,12.1
"267","Dillon Mitchell","ORE","WR",7000,0.02,15,2,2018,7.5,6.5
"269","Flynn Nagel","NW","WR",4900,0.01,15,2,2018,29.3,19.8
"270","Kaleb Fossum","NEV","WR",4600,0.07,15,2,2018,11.6,8.6
"272","Alize Mack","ND","WR",3600,0,15,2,2018,4.3,3.3
"273","Ramaud Chiaokhiao-Bowman","NW","WR",3200,0,15,2,2018,3.9,2.9
"274","Daniel Helm","DUKE","WR",3100,0,15,2,2018,4.7,3.2
"275","Jared Pinkney","VAND","WR",4800,0,15,2,2018,13.8,11.8
"276","Jack Stoll","NEB","WR",3500,0,15,2,2018,1.4,0.9
"278","Tony Ellison","ARIZ","WR",7100,0.01,15,2,2018,12.5,10.5
"279","Parris Campbell","OSU","WR",6100,0.01,15,2,2018,17.4,14.9
"281","Jaylon Redd","ORE","WR",5600,0.08,15,2,2018,12.6,11.1
"282","Johnathan Lloyd","DUKE","WR",4500,0.01,15,2,2018,20.4,17.9
"284","Shun Brown","ARIZ","WR",6900,0.01,15,2,2018,16.3,11.8
"285","Courtney Lark","UH","WR",6700,0.07,15,2,2018,8.4,6.4
"286","Theo Howard","UCLA","WR",5800,0.01,15,2,2018,7.3,6.3
"287","Johnny Johnson III","ORE","WR",5700,0.03,15,2,2018,10.4,9.4
"288","Jay MacIntyre","COL","WR",5600,0,15,2,2018,24.5,20.5
"290","Christian Pabico","UCLA","WR",4400,0,15,2,2018,3.9,2.9
"291","Sean McKeon","MICH","WR",4100,0,15,2,2018,10.3,9.3
"292","Mitchell Wilcox","USF","WR",4000,0.01,15,2,2018,4.8,3.8
"294","Jerry Jeudy","BAMA","WR",7200,0.06,15,2,2018,24.7,22.7
"295","Chase Claypool","ND","WR",6400,0,15,2,2018,6.6,5.1
"296","Justin Hall","BALL","WR",5900,0,15,2,2018,13.1,10.1
"297","Henry Ruggs III","BAMA","WR",5700,0.02,15,2,2018,14.6,13.1
"299","Dyami Brown","UNC","WR",4800,0,15,2,2018,5.4,3.9
"300","Jay Griffin IV","UNM","WR",3000,0,15,2,2018,6.4,4.9
"302","Isaac Nauta","UGA","WR",3500,0,15,2,2018,2,1.5
"303","Zach Reuter","KSU","WR",3400,0,15,2,2018,2.5,2
"304","Dymond Lee","UCLA","WR",3300,0,15,2,2018,5.8,4.3
"309","Zander Neuville","WISC","WR",3000,0,15,2,2018,1.3,0.8
"310","Chris Finke","ND","WR",4700,0.02,15,2,2018,6,5
"311","Nico Collins","MICH","WR",4700,0.04,15,2,2018,11.4,10.9
"312","Riley Miller","BALL","WR",3900,0,15,2,2018,11.1,8.1
"313","Carl Tucker","UNC","WR",3700,0,15,2,2018,2.3,1.3
"316","A.D. Miller","OU","WR",3200,0,15,2,2018,10.5,9.5
"317","K.C. Crosby","SCAR","WR",3000,0,15,2,2018,4.5,3.5
"318","Shawn Poindexter","ARIZ","WR",5700,0.04,15,2,2018,23.4,16.9
"319","Bryce Wolma","ARIZ","WR",4000,0,15,2,2018,3.3,2.3
"321","Delane Hart-Johnson","UNM","WR",3100,0,15,2,2018,12.3,10.8
"322","Justin Johnson","MSST","WR",3000,0,15,2,2018,5.7,4.7
"323","Tahj Deans","ECU","WR",3000,0,15,2,2018,7.4,6.4
"327","Corey Lacanaria","BALL","WR",3800,0,15,2,2018,9.5,7
"328","Kendrick Edwards","ARST","WR",3400,0.01,15,2,2018,9.3,8.8
"329","Nolan Givan","BALL","WR",3400,0,15,2,2018,8.7,7.7
"330","Jalen Camp","GT","WR",3300,0,15,2,2018,1.8,1.3
"331","Bo Melton","RU","WR",3300,0.02,15,2,2018,1.7,1.2
"333","Donovan Peoples-Jones","MICH","WR",6900,0.03,15,2,2018,13.1,11.1
"334","Brad Stewart","GT","WR",4000,0.01,15,2,2018,1.6,1.1
"335","Elijah Cooks","NEV","WR",3200,0,15,2,2018,1.6,1.1
"336","Romello Brooker","UH","WR",3200,0,15,2,2018,15.6,14.6
"340","Elijah Lilly","UNM","WR",3000,0,15,2,2018,10.2,9.2
"341","Binjimen Victor","OSU","WR",4100,0,15,2,2018,6.1,4.6
"343","Johnnie Dixon","OSU","WR",4000,0,15,2,2018,24.9,22.9
"345","Donaven Tennyson","VAND","WR",3700,0,15,2,2018,2.2,1.7
"347","Jerome Washington","RU","WR",3100,0,15,2,2018,2.2,1.7
"349","Tony Brown","COL","WR",3000,0,15,2,2018,4.8,3.8
"354","Darnell Salomon","USF","WR",3000,0.01,15,2,2018,12.7,11.2
"357","Luke Farrell","OSU","WR",3000,0,15,2,2018,9.9,8.9
"359","C.J. Saunders","OSU","WR",3000,0,15,2,2018,4.7,3.7
"368","Derek Kief","BAMA","WR",3000,0,15,2,2018,8.4,7.9
"372","Riley Lees","NW","WR",4000,0,15,2,2018,1.9,1.4
"373","OrTre Smith","SCAR","WR",3400,0,15,2,2018,3.4,2.4
"374","Marcus Williams","UNM","WR",3300,0.01,15,2,2018,3.6,2.6
"383","Roscoe Johnson","UNC","WR",3000,0,15,2,2018,1.9,1.4
"391","Terrence Horne","USF","WR",3000,0,15,2,2018,9.1,8.1
"393","K.J. Hill","OSU","WR",6000,0.04,15,2,2018,7.5,5
"396","Jesse Jackson","MSST","WR",4500,0.01,15,2,2018,1.6,1.1
"398","Chris Taylor","DUKE","WR",3500,0,15,2,2018,1.9,1.4
"399","Keishawn Watson","WMU","WR",3400,0,15,2,2018,3.2,2.2
"401","Rontavius Groves","UNC","WR",3000,0,15,2,2018,6,5
"403","Tyron Arnett","WMU","WR",3000,0,15,2,2018,1.8,1.3
"405","Hunter Hayek","RU","WR",3000,0,15,2,2018,1.5,1
"406","Terry Godwin","UGA","WR",5700,0.01,15,2,2018,2.2,1.7
"407","Dazz Newsome","UNC","WR",5000,0.01,15,2,2018,4.3,2.8
"409","Brenden Schooler","ORE","WR",4500,0,15,2,2018,7,5
"410","Tabari Hines","ORE","WR",4300,0,15,2,2018,12.2,10.7
"411","Shameen Jones","RU","WR",3000,0,15,2,2018,1.2,0.7
"414","Tyron Johnson","OKST","WR",5400,0.05,10,3,2018,4.5,4
"415","John Ursua","HAW","WR",8100,0.28,10,3,2018,33.3,27.3
"418","Marquise Brown","OU","WR",7600,0.11,10,3,2018,37.1,29.6
"419","Ryan Davis","AUB","WR",5500,0.02,10,3,2018,5.3,3.8
"420","JoJo Ward","HAW","WR",4900,0.27,10,3,2018,3,2.5
"421","CeeDee Lamb","OU","WR",6700,0.11,10,3,2018,12.6,11.1
"423","Tamorrion Terry","FSU","WR",4000,0.17,10,3,2018,3.7,2.7
"424","Jalen McCleskey","OKST","WR",5900,0.08,10,3,2018,5.6,4.1
"425","Kalija Lipscomb","VAND","WR",5400,0.2,10,3,2018,19.9,14.4
"427","A.J. Taylor","WISC","WR",6100,0.08,10,3,2018,5.1,4.1
"428","Darius Slayton","AUB","WR",4800,0.01,10,3,2018,12.3,10.8
"429","Grant Calcaterra","OU","WR",4100,0.01,10,3,2018,5.1,3.1
"430","Mike Carrigan","KENT","WR",3100,0.05,10,3,2018,14.8,13.3
"431","Ravian Pierce","SYR","WR",3600,0.01,10,3,2018,12.4,10.9
"433","Taysir Mack","PITT","WR",4600,0,10,3,2018,13.5,11.5
"435","Zach Gentry","MICH","WR",3100,0,10,3,2018,13.5,11.5
"436","Sean Modster","BSU","WR",7000,0.1,10,3,2018,9.6,7.6
"437","Tylan Wallace","OKST","WR",6100,0.18,10,3,2018,18.5,13
"438","Jamal Custis","SYR","WR",6500,0.25,10,3,2018,9.6,7.6
"439","Kendric Pryor","WISC","WR",4900,0.06,10,3,2018,2.1,1.6
"442","Dillon Stoner","OKST","WR",6400,0.02,10,3,2018,17.8,15.3
"443","Miles Boykin","ND","WR",5600,0.05,10,3,2018,2.4,1.9
"444","Rafael Araujo-Lopes","PITT","WR",5500,0.01,10,3,2018,10.5,7.5
"446","Brandon Polk","PSU","WR",4000,0.01,10,3,2018,13.5,12.5
"447","Alize Mack","ND","WR",3300,0,10,3,2018,5.5,4
"448","Devin C. Butler","SYR","WR",5700,0.03,10,3,2018,4.5,3.5
"449","John Hightower","BSU","WR",3900,0.12,10,3,2018,13.4,11.9
"451","Sean Riley","SYR","WR",4800,0.02,10,3,2018,6.7,4.7
"454","CT Thomas","BSU","WR",5300,0.01,10,3,2018,13.2,9.2
"455","Dylan Collie","BYU","WR",4400,0,10,3,2018,4.5,3
"456","Jalen Harris","AUB","WR",3500,0,10,3,2018,2.2,1.7
"457","Hakeem Butler","ISU","WR",5700,0.01,10,3,2018,37.4,31.9
"458","Chase Claypool","ND","WR",5400,0.01,10,3,2018,2.7,2.2
"459","Grant Perry","MICH","WR",5200,0.03,10,3,2018,2.2,1.7
"460","Nico Collins","MICH","WR",5000,0.03,10,3,2018,1.3,0.8
"461","James Proche","SMU","WR",4700,0.03,10,3,2018,42.6,34.1
"462","Deshaunte Jones","ISU","WR",4500,0.01,10,3,2018,15.6,11.1
"463","Marcus Armstrong-Brown","HAW","WR",3900,0.01,10,3,2018,7.4,5.9
"465","Jonathan Giles","LSU","WR",5200,0,10,3,2018,3,2
"466","Jared Pinkney","VAND","WR",3800,0.02,10,3,2018,24.1,17.6
"467","Matthew Eaton","ISU","WR",3700,0,10,3,2018,7.2,5.2
"468","Brad Stewart","GT","WR",3400,0.01,10,3,2018,6.3,4.8
"470","Donovan Peoples-Jones","MICH","WR",6200,0.05,10,3,2018,31,29
"471","Chris Finke","ND","WR",4500,0.02,10,3,2018,5.6,3.1
"472","Keith Gavin","FSU","WR",4200,0.02,10,3,2018,12.9,8.9
"473","Judah Bell","SMU","WR",3100,0,10,3,2018,3.9,2.9
"475","Myles Tease","OU","WR",3000,0,10,3,2018,9.5,8.5
"482","A.D. Miller","OU","WR",3400,0.01,10,3,2018,2.7,2.2
"483","Khalil Shakir","BSU","WR",3400,0,10,3,2018,2.9,2.4
"484","Jalen Camp","GT","WR",3100,0,10,3,2018,3,2.5
"489","Kavious Price","KENT","WR",3000,0,10,3,2018,1.4,0.9
"492","Devan Stubblefield","HAW","WR",3800,0,10,3,2018,4.5,4
"493","DeAndre Thompkins","PSU","WR",3800,0,10,3,2018,23.1,18.1
"496","Justin Jefferson","LSU","WR",4800,0.01,10,3,2018,14.7,12.2
"497","Trey Harrell","KENT","WR",3700,0,10,3,2018,3.2,1.7
"499","Seth Williams","AUB","WR",3000,0,10,3,2018,5.5,4.5
"502","Akilian Butler","BSU","WR",4300,0.01,10,3,2018,11.5,8.5
"504","Chase Blakley","BSU","WR",3300,0,10,3,2018,15,12
"505","Donaven Tennyson","VAND","WR",3100,0,10,3,2018,2,0.5
"508","Trey Ellis","VAND","WR",3000,0,10,3,2018,1.6,1.1
"509","Chase Allen","ISU","WR",3000,0,10,3,2018,4.3,3.3
"511","Danny Davis III","WISC","WR",3000,0.16,10,3,2018,8,6
"512","A.J. Richardson","BSU","WR",6300,0.02,10,3,2018,19,16
"517","Aaron Mathews","PITT","WR",3000,0,10,3,2018,2.2,1.7
"518","Maurice Ffrench","PITT","WR",3000,0,10,3,2018,5.5,4
"522","Nykeim Johnson","SYR","WR",5100,0.03,10,3,2018,5,4
"524","Oliver Martin","MICH","WR",3300,0,10,3,2018,2.9,2.4
"527","Nyqwan Murray","FSU","WR",6000,0.03,10,3,2018,6.1,4.6
"534","Albert Okwuegbunam","MIZZ","WR",4300,0.05,10,4,2018,16.2,10.7
"535","Alex Bachman","WAKE","WR",3600,0.07,10,4,2018,2.2,1.7
"536","Rondale Moore","PUR","WR",6900,0.26,10,4,2018,34,27
"538","JD Spielman","NEB","WR",4100,0.12,10,4,2018,4.5,2.5
"539","Nate Brown","MIZZ","WR",3500,0.01,10,4,2018,6.5,5
"541","Marcus Simms","WVU","WR",6500,0.06,10,4,2018,27.6,22.1
"542","Darnell Mooney","TUL","WR",4400,0.2,10,4,2018,11.7,9.7
"543","Greg Dortch","WAKE","WR",7900,0.12,10,4,2018,11.6,8.6
"544","Jeremiah Booker","KU","WR",3200,0.01,10,4,2018,12.5,10.5
"545","Dalton Schoen","KSU","WR",3800,0.03,10,4,2018,9.4,7.9
"546","Anthony Ratliff-Williams","UNC","WR",5800,0.06,10,4,2018,11,8
"548","Jerry Jeudy","BAMA","WR",8400,0.12,10,4,2018,13.8,10.8
"549","Terren Encalade","TUL","WR",3700,0.03,10,4,2018,10.2,8.2
"550","Austin Mack","OSU","WR",4900,0.06,10,4,2018,12.2,10.7
"552","Isaac Zico","PUR","WR",4000,0.01,10,4,2018,12,8
"553","Kerr Johnson Jr.","KU","WR",4400,0.04,10,4,2018,5.1,3.1
"554","Quartney Davis","TA&M","WR",3400,0.01,10,4,2018,10.9,8.4
"558","Johnathon Johnson","MIZZ","WR",4800,0.06,10,4,2018,9.1,7.1
"559","Evan Fairs","KU","WR",3000,0,10,4,2018,3,2.5
"561","Isaiah Zuber","KSU","WR",5700,0.14,10,4,2018,26.3,18.3
"562","Mecole Hardman","UGA","WR",5900,0.24,10,4,2018,14,13
"563","Taysir Mack","PITT","WR",4500,0.01,10,4,2018,9.6,8.6
"564","Stanley Morgan Jr.","NEB","WR",5500,0.05,10,4,2018,9.1,7.6
"565","Tee Higgins","CLEM","WR",6300,0.03,10,4,2018,10,9.5
"567","Sean McKeon","MICH","WR",3200,0,10,4,2018,4.9,3.9
"568","Kobay White","BC","WR",5400,0.05,10,4,2018,3.5,2.5
"569","Miles Boykin","ND","WR",5000,0.06,10,4,2018,1.6,1.1
"570","Denzel Mims","BAY","WR",7200,0.02,10,4,2018,5.2,4.2
"571","Riley Ridley","UGA","WR",5200,0.04,10,4,2018,19.7,17.2
"572","Tommy Sweeney","BC","WR",4200,0.03,10,4,2018,11.6,10.1
"573","Tyler Simmons","UGA","WR",4000,0,10,4,2018,1.7,1.2
"574","Hunter Renfrow","CLEM","WR",5300,0.02,10,4,2018,11.8,10.3
"575","Irv Smith Jr.","BAMA","WR",4400,0.05,10,4,2018,11.4,9.4
"576","Chris Platt","BAY","WR",5100,0.01,10,4,2018,11.9,10.4
"577","Rafael Araujo-Lopes","PITT","WR",5100,0.02,10,4,2018,2.8,1.8
"578","Jhamon Ausbon","TA&M","WR",4300,0.02,10,4,2018,2.5,2
"579","Amari Rodgers","CLEM","WR",5400,0.03,10,4,2018,12,9
"580","Thomas Jackson","UNC","WR",3300,0,10,4,2018,4.1,3.1
"581","Alize Mack","ND","WR",3100,0,10,4,2018,12.1,9.1
"582","Jared Sparks","PUR","WR",4300,0.03,10,4,2018,1.8,1.3
"584","Donovan Peoples-Jones","MICH","WR",7000,0.08,10,4,2018,2,1.5
"585","Zach Gentry","MICH","WR",3400,0.02,10,4,2018,12.2,10.7
"586","Jalen Hurd","BAY","WR",7600,0.04,10,4,2018,10,8
