"","year","opp_team","week","L3_def_ppa","L3_def_success_rate","L3_def_explosiveness","L3_def_power_success","L3_def_stuff_rate","L3_def_line_yds","L3_def_second_lvl_yds","L3_def_open_field_yds","L3_def_pts_per_opp","L3def_field_pos_avg_predicted_points","L3_def_standard_downs_rate","L3_def_standard_downs_ppa","L3_def_standard_downs_success_rate","L3_def_standard_downs_explosiveness","L3_def_passing_downs_rate","L3_def_passing_downs_ppa","L3_def_passing_downs_success_rate","L3_def_passing_downs_explosiveness","L3_def_rushing_plays_rate","L3_def_rushing_plays_ppa","L3_def_rushing_plays_success_rate","L3_def_rushing_plays_explosiveness","L3_def_passing_plays_rate","L3_def_passing_plays_ppa","L3_def_passing_plays_success_rate","L3_def_passing_plays_explosiveness"
"563",2017,"UCLA",5,0.275859950509021,0.449155185887642,1.41671300099423,0.892857142857143,0.177258545694701,3.03472714695634,1.3322101808203,3.28687031723258,4.34444444444444,-1.35425,0.663975159369896,0.191162830152199,0.488193590035695,1.17796512887153,0.336024840630104,0.41821520358461,0.373011363636364,2.00292713718211,0.54502649579404,0.310968350433707,0.436441182163922,1.3116917947665,0.436662100697188,0.201115007105881,0.420833333333333,1.52058218906333
"564",2017,"UMass",5,0.132687490991719,0.375697470925418,1.3530001211543,0.8,0.273695971302819,2.31571525454661,0.940847170148979,1.35077091779239,3.36887254901961,-1.83525,0.60666135816247,-0.13585874622791,0.393007658316428,0.912557622609078,0.39333864183753,0.523481719122483,0.333701434940617,2.17286397362732,0.5307784290086,-0.024083660038233,0.321911832714361,1.23827574631271,0.449055466401649,0.295719464417425,0.399776724197327,1.64391050015225
"565",2017,"UNLV",5,0.264227269139022,0.456542325058311,1.27762238563421,0.740740740740741,0.153227319329014,3.13691817725716,1.18199507013066,0.80624740963724,3.65151515151515,-1.72766666666667,0.696181245279378,0.197635542681573,0.488332916651785,1.10540726159077,0.303818754720622,0.350466825259707,0.366911045943304,1.72896925143413,0.544286175355939,0.156732803575195,0.428283489300438,0.999519598787852,0.447002924706282,0.364837444969964,0.471998371998372,1.57250286853219
"566",2017,"USC",5,0.0980076658302229,0.367322361546499,1.39180960212728,0.75,0.161330359185541,2.76003689087165,0.994464939373141,1.61571436742164,2.9375,-1.4615,0.610776297457332,-0.0096826737975672,0.380335154699779,1.07449134588974,0.389223702542668,0.230548102179673,0.342169041529655,1.7809530762876,0.461365813305468,0.112677077756037,0.374336536261725,1.11197122766725,0.52153605015674,0.0362581258599073,0.335900673400673,1.72171025307555
"567",2017,"Utah State",5,0.130992159853761,0.384276443455678,1.27877243860286,0.666666666666667,0.175129592066712,2.94818148523777,0.975815584854631,0.943916215911652,3.27777777777778,-1.2985,0.700505848046084,-0.0163086856625831,0.401806794783802,0.990451618083716,0.299494151953916,0.465481336148046,0.33721633257237,2.06802974849501,0.586677658876755,0.0913519818683162,0.392907651566374,1.00057739230995,0.396926743411934,0.218198005835057,0.352408008658009,1.88423833383386
"568",2017,"UTEP",5,0.397114482068721,0.517721329623753,1.32909827112722,0.909722222222222,0.129123300318952,3.65590878145226,1.43668396657527,1.36657270624662,4.73333333333333,-1.5795,0.726969837879894,0.294049312048987,0.538760544414453,1.05440026102699,0.273030162120106,0.587413566334996,0.42249245852187,2.01947765658639,0.576267823099171,0.307842402419769,0.514732900602466,1.08427431944694,0.420000833617246,0.491115535614595,0.508591294783155,1.67512680181919
"569",2017,"Vanderbilt",5,-0.0032174787330056,0.338947858016079,1.09250784825756,NA,0.223656282654127,2.96678993599791,1.26701280041797,1.36322818704284,2.175,-1.31775,0.644364562453128,0.00294482154112692,0.420358422939068,0.951367693618505,0.355635437546872,0.0599255670251982,0.230447184394553,1.94355444867714,0.537847853858497,0.101390146240166,0.405613244514107,1.0285161878541,0.459492571673418,-0.112221046299156,0.255489417989418,1.2034562015044
"570",2017,"Virginia Tech",5,0.022639062937703,0.322297929646054,1.22852642707029,0.5375,0.248732145471276,2.51430819582994,0.88377564464521,0.591685488424619,1.10714285714286,-0.905,0.577767711667921,-0.130699014610899,0.3791077761666,0.848448196289326,0.422232288332079,0.245694276800049,0.250762518003897,1.91903252722417,0.488770075541167,-0.0526703781898895,0.355367860802643,0.728692604927533,0.504183647559195,0.112266957845003,0.297833170413816,1.87828704541859
"571",2017,"Wake Forest",5,-0.0617090417667424,0.316539748608689,1.34467073256984,0.666666666666667,0.300297619047619,1.95002976190476,0.895238095238095,0.906547619047619,1.72916666666667,-1.3675,0.564941799067885,-0.194816560940959,0.372686847523751,0.985455362264318,0.435058200932115,0.106186348190425,0.241327723235157,1.9889715043098,0.516159546060531,-0.13956615826176,0.31547619047619,1.08899319029924,0.46792731911198,-0.00655885549429283,0.273803939962477,1.88131005020101
"572",2017,"Washington",5,-0.0661030221268128,0.401201201201201,0.939382141985465,0.535984848484849,0.195527266676176,2.66106142728094,0.706781010792564,0.263821138211382,2.29166666666667,-1.57975,0.713406263406263,-0.0637360803351272,0.447061002259343,0.855875220127791,0.286593736593737,0.0285130862085,0.309695512820513,1.28136221190093,0.489092664092664,-0.0718315750530298,0.382904245709124,0.770827618144412,0.496814671814672,-0.0333874321621527,0.411770514356721,1.1586528856178
"573",2017,"Washington State",5,-0.0075717875324526,0.398201066679328,0.955025342547797,0.803571428571429,0.242729128856624,2.83974251361162,1.10444646098004,1.21517695099819,1.45,-1.5495,0.624839266143614,-0.0547269937844172,0.468806990881459,0.860687736222477,0.375160733856386,0.0645780334312207,0.278306068091685,1.24152944310635,0.492943289138941,0.127305547964657,0.438475499092559,0.897215422165645,0.496921575725924,-0.113297718994322,0.346802995391705,1.10057916274588
"574",2017,"Western Michigan",5,0.184509247089009,0.416847394152452,1.2418153255781,0.84375,0.201913547558753,2.59920336647694,1.0445502760159,2.46929230616761,4.34583333333333,-1.106,0.711335601617406,0.193059466200727,0.486020717826648,1.15161991688526,0.288664398382594,0.187511339431636,0.259959795321637,1.8067172924585,0.572856105453213,0.225396380688905,0.443676891285826,1.15557854381602,0.427143894546787,0.168258878147509,0.382492411802757,1.43144376234293
"575",2017,"Wisconsin",5,-0.0751020870148625,0.309355763410651,1.08098749562357,NA,0.155233494363929,2.66629092860977,0.808695652173913,0.573966720343532,1.42063492063492,-1.13366666666667,0.64815956875778,-0.0818976614487001,0.351867103086615,0.793482548614605,0.35184043124222,-0.0380787009218068,0.225563909774436,2.40267639803125,0.478740535169767,-0.0842482505682335,0.305743424584004,0.765915619360953,0.495151951211156,0.0147350213101994,0.286246612466125,1.6758798374592
"576",2017,"Wyoming",5,0.121520801580816,0.429965752356475,1.07340673763026,0.729545454545454,0.156455125910013,3.04988885905239,0.966538369733858,0.738087778971238,3.08611111111111,-1.18725,0.721997508884217,0.0492313058828355,0.468803458079063,0.870839929990603,0.278002491115783,0.290297848654435,0.322934173669468,1.74269629920149,0.661528480440166,0.130042600424062,0.454186060389068,0.872775065080137,0.333926065014379,0.108752741607815,0.360267857142857,1.77151018174963
"577",2017,"Air Force",6,0.187160681654785,0.35657302367853,1.42612946705083,NA,0.244918699186992,2.4667039295393,0.904815943992773,2.01712962962963,3.28571428571429,-1.302,0.659409091646786,0.145344143125281,0.393134643134643,1.13720718253297,0.340590908353214,0.233666991221717,0.261758563074353,2.2108436930883,0.668983153999708,0.112774529748443,0.33954945799458,1.25851713613898,0.312900903971307,0.428229702295699,0.340563725490196,2.47982169062771
"578",2017,"Akron",6,0.073306989928291,0.415651709401709,1.14269533577956,NA,0.219103313840156,2.48422636452242,1.17714424951267,1.59600389863548,2.98194444444444,-1.36775,0.655647130647131,-0.0385048162629623,0.460407239819004,0.983089888639247,0.344352869352869,0.296430229231228,0.330811036789298,1.59058282639663,0.481578144078144,0.103236561761995,0.402546296296296,1.10489910803024,0.500534188034188,0.0621032026618993,0.410636621843518,1.32656475205935
"579",2017,"Alabama",6,-0.0657076503128492,0.307980349811837,1.16443260116205,NA,0.195833333333333,2.3360119047619,0.7875,0.799107142857143,1.625,-0.804,0.635008560493133,-0.133726544064036,0.365786401753383,1.00843488248487,0.364991439506867,0.0744796388956659,0.209058704453441,1.71715414759575,0.403714879832364,-0.0427057410384673,0.323809523809524,0.814875652379641,0.584750027491325,-0.0432011784755349,0.284576749360031,1.66327610092304
"580",2017,"Appalachian State",6,0.0757552663502287,0.32701761864166,1.25671559857903,NA,0.261479889593244,2.6498032835366,1.08242572520958,1.03614738721348,2.925,-1.36125,0.614988551161825,-0.00820071476929204,0.344758213362864,1.08390076857956,0.385011448838175,0.172639465457022,0.288971991277089,1.39474491517747,0.566901381511356,0.0454584170256269,0.310502067707596,1.08132496773714,0.41363190482436,0.165064683215597,0.333494208494209,1.71722967718666
"581",2017,"Arizona",6,0.079841063075998,0.431859450130996,1.10541527599022,0.589285714285714,0.199748277689454,2.49718071012189,0.859287228404875,1.04032193958665,2.33829365079365,-1.30125,0.68684499580022,0.088765247052975,0.50163656693341,0.979719624090044,0.31315500419978,0.0913384254992145,0.283154121863799,1.55321438408058,0.421080865050533,0.0117021932125822,0.45882684154743,0.831911075432533,0.552374595393373,0.202742715919983,0.400173936835522,1.47355239265654
"582",2017,"Arkansas",6,0.177470385854489,0.397607765428908,1.27896718000884,0.9375,0.15725884712428,2.73201785598758,0.798230575143948,1.05866274179983,3.39444444444444,-1.1085,0.635923903678814,0.0753188800901919,0.418721762898708,0.967131108633492,0.364076096321185,0.344359079355756,0.353790544967016,1.74868560061417,0.464926158065535,0.04205944133806,0.364462702982467,0.856426766845043,0.519940194135723,0.251307071978912,0.37665518285478,1.74807431982299
"583",2017,"Arkansas State",6,0.0949511699435484,0.4152216842492,1.17635630987623,0.857142857142857,0.170276269610343,2.8442066372699,1.07464678885323,1.13221045684975,2.74404761904762,-1.38933333333333,0.677381022673595,0.00331101131429074,0.449591802532979,0.885923146945339,0.322618977326405,0.265127832999958,0.34010101010101,1.93155255038905,0.549098239122448,0.0564209278694434,0.441741408445071,0.745319353765876,0.423597169737049,0.271002859564593,0.367707244862417,2.01272710463565
"584",2017,"Army",6,0.280295832409297,0.502448819296645,1.2265925532856,0.875,0.145771756978654,3.41683908045977,1.1422619047619,3.21927339901478,3.91875,-1.45425,0.735153795479882,0.377918018258505,0.588527265745008,1.17292022099198,0.264846204520118,0.0968229166700079,0.267704517704518,1.86266285562972,0.535414766393027,0.43024426854347,0.5248973727422,1.31085627473002,0.454551788790919,0.116725068584161,0.45498982964658,1.25509002349012
"585",2017,"Auburn",6,0.0164077428495077,0.383607850617909,1.10142136830872,0.644444444444444,0.214390756302521,2.8562003968254,0.900210084033613,0.410721580298786,2.29166666666667,-1.32775,0.642630463306972,-0.0107246798412505,0.438523150062009,0.893298088239208,0.357369536693028,0.0451139342825253,0.278505291005291,1.70391222919623,0.485320441509604,0.0350880962668943,0.383301237161531,0.878312184077924,0.507972024730623,-0.0180052011807149,0.36730693488155,1.37502268518749
"586",2017,"Ball State",6,0.167533843060036,0.468853953064479,1.18831184768531,0.7375,0.194887716494341,2.66412233881452,1.02637159678118,1.17046264671758,3.1969246031746,-1.80425,0.685214341135394,0.0727557408765943,0.508928571428571,0.906257799594948,0.314785658864606,0.39154899762377,0.388500690131125,2.01304081890873,0.521103742156374,0.104815126032984,0.462364523584312,0.928618570985209,0.454220317378212,0.207022089591772,0.449322769974944,1.52623369066363
"587",2017,"Boise State",6,0.0901156817781701,0.419421925924,1.07887727873018,0.666666666666667,0.185106434918465,2.61934181232302,0.758652475344205,0.847453373693975,2.88333333333333,-1.484,0.710092649174815,0.0623668817444646,0.472822931785196,0.956371382674333,0.289907350825185,0.173476055180969,0.302786706194414,1.54901468067758,0.478838206868456,0.0577990530438981,0.367053510399375,0.936531386221356,0.50446294683101,0.126660588017523,0.435414847324541,1.22752213799204
"588",2017,"Boston College",6,0.172932953632826,0.42932632282343,1.20313548897492,0.8,0.146888755502201,3.15096838735494,1.19101890756303,2.1921568627451,4.36706349206349,-1.15725,0.676675400495894,0.10718707927397,0.483031020713305,0.995979817321852,0.323324599504106,0.249186505992074,0.28679354519169,1.84054203133663,0.60525766261628,0.266858812967954,0.444295218087235,1.18329896031475,0.387893022315227,0.054164149380587,0.401771336553945,1.20178247672412
"589",2017,"Bowling Green",6,0.331296132785346,0.523649409376154,1.26467548695675,0.836904761904762,0.182489706408879,3.42149503222342,1.41685463659148,1.33895229144289,3.93214285714286,-1.407,0.710915005537099,0.244664460305267,0.54514505183086,1.1134286476308,0.289084994462901,0.5601460486358,0.486051693404635,1.65311306748341,0.572124400147656,0.286943894766046,0.533950948800573,1.04471572359069,0.424542266519011,0.39582565620871,0.504907094594595,1.62999285325044
"590",2017,"Buffalo",6,0.127345458189168,0.445936548006842,1.04656033803626,0.928571428571429,0.141900666900667,3.35216065091065,1.16233424983425,1.34840343590344,3.6125,-1.753,0.733640447139484,0.0744627461445638,0.493383414311996,0.872060428759239,0.266359552860516,0.271650365833228,0.323233755744861,1.78335612862714,0.627721742565869,0.235748039091831,0.501429838929839,0.932203263666373,0.357570211641589,-0.128519607084632,0.281742610837438,1.49325197937332
"591",2017,"BYU",6,0.11638427687308,0.455244806444497,0.938096143135414,0.605555555555556,0.200144280826543,2.71412730783529,0.956948944711549,0.466548729507686,3.09027777777778,-1.625,0.701979511577035,0.0389872629775014,0.512335649525676,0.784846658460266,0.298020488422965,0.307152264653021,0.321642483184245,1.5493218849368,0.578130246667398,-0.0148069501094276,0.453750119570834,0.746084594556284,0.395248944010554,0.39237536996582,0.410918394471026,1.6170971371889
"592",2017,"California",6,0.107401715775062,0.464938273053265,1.06674714410965,0.95,0.188453907203907,2.89769536019536,1.0339590964591,0.502747252747253,2.72142857142857,-1.443,0.692436386246055,0.189127122817734,0.532476644141649,1.00939470309931,0.307563613753945,-0.0848657397388771,0.307327586206897,1.24163790744189,0.487700206864459,0.0752760920704937,0.464819902319902,0.751369965479255,0.490162421839256,0.119049108958373,0.423118201243201,1.44214529919314
"593",2017,"Central Michigan",6,0.194058816943537,0.426678048928217,1.15013568966606,0.666666666666667,0.12816074795726,3.04276414204903,0.973649041483344,1.42803563010685,4.11309523809524,-1.49475,0.713558215247767,0.143834769048957,0.464325022461815,1.05211260657749,0.286441784752233,0.290604186769689,0.321565934065934,1.41662585699504,0.548099374556373,0.187669929398534,0.446743793211816,1.04981975833405,0.432759960345434,0.276483618674425,0.39171918767507,1.5704543986125
"594",2017,"Charlotte",6,0.281381731729044,0.515349638919433,1.06712581479629,0.878472222222222,0.119246404002502,3.24792823639775,1.01937539086929,0.695109443402126,4.50595238095238,-1.3075,0.723224811039456,0.260533920130091,0.57390088593577,0.93556500999912,0.276775188960544,0.337476696053685,0.36072177726926,1.55403543857633,0.59062181144561,0.227279689560557,0.494211225766104,0.949936325706884,0.399176052780172,0.374273330734031,0.522866616616617,1.29760929990458
"595",2017,"Cincinnati",6,0.170290740333644,0.415280907701617,1.27057456384496,0.741666666666667,0.249343938530945,2.55164256590062,1.003068289448,1.52269648363315,4.24305555555556,-1.34275,0.67591740976769,0.0823761146333865,0.449650443749513,1.03190767606157,0.32408259023231,0.358401367657718,0.33758064516129,1.90285996925403,0.621563642610751,0.0551354878068424,0.400604912554719,0.923325635287585,0.363862292616957,0.427806569869144,0.425490196078431,1.92251143289897
"596",2017,"Clemson",6,-0.0624173911462873,0.338548733604704,1.2408591591076,0.736111111111111,0.211828886693017,2.80281859354414,0.929372529644269,0.724517045454545,2.6125,-1.191,0.631788357291277,-0.0683845354888538,0.391048388020878,1.06118109364196,0.368211642708723,-0.0475763339206689,0.248071928071928,1.58148631663282,0.414541873963516,0.0631940704423157,0.416396162714098,0.875703108868452,0.574523217247098,-0.158902433767208,0.26366930171278,1.68192231968381
"597",2017,"Coastal Carolina",6,0.353180030785419,0.455779786704939,1.32713904130135,0.854166666666667,0.19007170365866,2.781100089524,0.938300226343705,1.66841069558461,5.41458333333333,-1.628,0.686244025556038,0.309545510151549,0.515265877872977,1.15818310923683,0.313755974443962,0.460626156213741,0.333055555555556,1.89142788743899,0.578483490587919,0.235560591868591,0.41294001891828,1.20667606836763,0.413385890691827,0.561863228296911,0.514690658872245,1.58843715240529
"598",2017,"Colorado",6,0.0957888124568646,0.397277633496579,1.14644292435691,0.79375,0.166736880428564,2.71176155276434,0.737813036355126,0.952003042596349,2.58214285714286,-1.40175,0.650981353275063,0.0673614593827441,0.439999145591251,1.0055655184125,0.349018646724937,0.177991360452525,0.332228983830814,1.56641473946724,0.523218708898168,0.074402056254811,0.382228441774588,0.879780540282003,0.459009611894726,0.167182468100421,0.395911654135338,1.5696749214191
"599",2017,"Colorado State",6,0.192161749806876,0.446855942063874,1.22318602245233,0.678571428571429,0.145518074821354,3.3033685372005,1.01946090794451,1.42456389239176,2.5,-1.09025,0.693175587118173,0.127864456935394,0.492904118964659,1.00248110132712,0.306824412881827,0.314138458692875,0.318451837931202,2.10081454609143,0.424593263521104,0.156151376055185,0.432599831862127,0.907674912479537,0.558661664794308,0.273941355400935,0.436560614069865,1.6281221941928
"600",2017,"Connecticut",6,0.318025406513876,0.468896799318486,1.34497638964894,0.90625,0.163178040648606,3.07999503272557,1.10889172879604,1.29209880416328,4.09375,-1.507,0.672680114396982,0.177352745070808,0.514905462184874,1.0510083354928,0.327319885603018,0.610612584747288,0.373478084415584,2.19959856601996,0.429359863697213,0.0885629584030068,0.386215582785857,1.1157395087191,0.555461999513204,0.529646138271426,0.521788847117794,1.60422823672893
"601",2017,"Duke",6,0.00954935626844466,0.312307726846056,1.77825496452498,0.642857142857143,0.279148706896552,2.10258943965517,0.986228448275862,1.09075431034483,3.16964285714286,-1.30025,0.560924273485512,-0.0344170893702532,0.347698643410853,1.39022706152864,0.439075726514488,0.0717520510637981,0.258740054266739,2.26876129437373,0.418501434109628,-0.0629075498189357,0.321282327586207,1.11436610651124,0.572749326693781,0.0720100976391391,0.289272030651341,2.43559034659623
"602",2017,"East Carolina",6,0.424802036458497,0.542013101536911,1.33058857669916,0.738194444444444,0.138881430878491,3.22875629884161,1.18405821181124,1.58261606001939,4.90208333333333,-1.53825,0.76043862964289,0.290251869161747,0.544907379859107,1.08344358862974,0.23956137035711,0.852611699494459,0.531691919191919,2.0162556524553,0.585964746522391,0.21409184254642,0.515947767974675,0.956859126546079,0.396148274124465,0.759009088284094,0.558422459893048,1.94081847525523
"603",2017,"Eastern Michigan",6,-0.0355265555232653,0.362525755494505,1.10502559072997,NA,0.209713919467328,2.46330748721173,0.794268365288814,1.012672459357,2.19345238095238,-1.393,0.641111492673993,-0.0513500097179071,0.414495466197505,0.909664796855995,0.358888507326007,0.0011364623569538,0.260905575905576,1.73159195719707,0.493375114468865,-0.0618634775504887,0.365706103739885,0.773079940574121,0.489225618131868,-0.0141349001388855,0.336967300172945,1.5540944128221
"604",2017,"Florida",6,0.119956266447352,0.395901503886405,1.41008964788245,0.291666666666667,0.25257711038961,2.44055397727273,1.2664163961039,1.4635349025974,3.10277777777778,-1.36025,0.608535121180599,0.131040872589141,0.412818461384604,1.24614582485196,0.391464878819401,0.0962743403803372,0.366102144634753,1.76829422228247,0.447959895348586,0.0135014211584627,0.356310876623377,1.11727702439853,0.524289471255225,0.115141499722008,0.384811827956989,1.76232085614674
"605",2017,"Florida Atlantic",6,0.110695981523825,0.409761857436276,1.16632482942757,0.725,0.165811075716736,3.14587968635138,0.955262190639549,0.733931634403333,2.90625,-1.35475,0.669127599360158,-0.0105393551427331,0.43305417700579,0.96542446121938,0.330872400639842,0.399729275083279,0.369147157190635,1.67542632169608,0.517764266310778,0.0383250412345787,0.416959691252144,0.767328200110223,0.467035333314403,0.240055769870401,0.395198447784655,1.70935632339579
"606",2017,"Florida International",6,0.195202847359813,0.402125380465311,1.41643582887521,0.85,0.310552698270722,2.31029088401908,1.02806350626118,1.38330165474061,3.12405303030303,-1.49025,0.621910556361119,0.0726638535068949,0.434173498459213,1.12451589738174,0.378089443638881,0.390640530658574,0.339299895506792,2.02535935635033,0.536728455539444,0.0141208916855861,0.324407423971377,1.29939361453739,0.452650847147653,0.393649442945467,0.476513752052545,1.56119067782445
"607",2017,"Florida State",6,0.0756399546041028,0.373677248677249,1.18161697648125,0.888888888888889,0.297619047619048,2.23705357142857,0.812797619047619,1.08839285714286,2.56349206349206,-1.52466666666667,0.672354497354497,0.0229908283026186,0.413579862839445,0.974759484942495,0.327645502645503,0.197713073836453,0.296442687747036,1.60932539338719,0.526058201058201,-0.0391457215760588,0.318154761904762,1.04721201573882,0.434656084656085,0.244646995856423,0.371132897603486,1.89711319679867
"608",2017,"Fresno State",6,0.120893383747166,0.423816100850504,1.27069276172402,0.443452380952381,0.301777071990321,2.34448653962492,1.07187689050212,1.01942301875378,3.72261904761905,-1.10325,0.679818630416474,-0.00926605925076727,0.454916778623675,0.994515347164403,0.320181369583526,0.34370910662091,0.335622710622711,1.86011196408927,0.439413484692122,-0.0907480917948654,0.366772534785239,0.926050987497731,0.548847609219126,0.341056252427185,0.481358350701023,1.43139184251987
"609",2017,"Georgia",6,-0.0900129927474194,0.321734164703969,0.922841813849407,0.7875,0.216493180486989,2.62049397539955,0.729707137478035,0.757058823529412,1.64166666666667,-1.46825,0.631802632360899,-0.190882516720139,0.369360467105111,0.645254564622942,0.368197367639101,0.0693283320168866,0.230661881977671,1.67816313120234,0.446209960183039,-0.0171509576113953,0.369192117814409,0.794949408898948,0.537610685208296,-0.184302571059991,0.253171509705528,1.22609732873087
"610",2017,"Georgia Southern",6,0.18234866184578,0.406025228126677,1.4286885562138,0.866666666666667,0.227489196578182,2.69275362318841,1.1304347826087,2.54921068877326,3.09259259259259,-1.62266666666667,0.663553408480945,0.0452000921885199,0.413382594417077,1.25192115068798,0.336446591519055,0.471776275974032,0.368366013071895,1.90502872419775,0.613734567901235,0.106656917154433,0.414616221301114,1.27178965271942,0.366928341384863,0.345170567482182,0.368125701459035,1.87769200475449
"611",2017,"Georgia State",6,0.196001655052875,0.417828570107288,1.29069130621844,0.678571428571429,0.247514581124072,2.64638233474726,1.22120227995758,2.12054833863556,1.58730158730159,-1.88733333333333,0.659498705142434,0.107735279345701,0.448565323565324,0.978361590597773,0.340501294857566,0.371639955488248,0.343406593406593,2.17136845329391,0.512301146873844,0.0410677336050698,0.379175503711559,1.12116863513289,0.482796892341842,0.339018389182974,0.442788461538462,1.47055617934438
"612",2017,"Hawai'i",6,0.396796461775995,0.498579545454545,1.44160419275267,0.781944444444444,0.198264720416619,2.86085808910176,1.21678878245334,2.45069832490719,5.16666666666667,-1.65825,0.723863636363636,0.328618905435767,0.534772006086248,1.26106859743108,0.276136363636364,0.659637894973439,0.423863636363636,2.11707011182279,0.523579545454545,0.245350383695423,0.477449363920883,1.18802901519925,0.46467803030303,0.635027934912701,0.518127705627706,1.7285836407036
"613",2017,"Houston",6,0.0681170441218902,0.405346060483772,1.03808586373592,0.780357142857143,0.211979166666667,2.70977430555556,0.932291666666667,1.74704861111111,1.92559523809524,-1.0395,0.661072089267711,0.0478452496160425,0.446964360706037,0.957997786805012,0.338927910732289,0.102950496533173,0.322677638453501,1.22147465847679,0.455112872062025,0.0412327206723082,0.430902777777778,0.852703703653858,0.515239987309196,0.102513138135476,0.350208714781516,1.45420470029488
"614",2017,"Illinois",6,0.185628224363129,0.4347563075682,1.29539870335927,0.783333333333333,0.227775096525097,2.67243712462462,1.13768500643501,0.652918543543544,2.93846153846154,-1.41825,0.704562519771606,0.0999063096463152,0.468760404857473,1.05757524629172,0.295437480228394,0.376658846924128,0.351831896551724,2.02841750941857,0.517146718244245,0.082846457660611,0.421915218790219,1.08236360241867,0.47780277670525,0.318517999754279,0.435643196672608,1.69781395808758
"615",2017,"Indiana",6,0.149608199449356,0.418098601100519,1.10333044168522,0.665674603174603,0.180607993197279,2.78625892857143,0.807370323129252,0.62625,3.23958333333333,-1.295,0.707030244904286,0.167073709769295,0.49462211236091,1.02695444911388,0.292969755095714,0.079474201095002,0.249646904819319,1.45528117040552,0.494076571339998,0.0307588669942183,0.419124149659864,0.83024021660627,0.490514415252267,0.247597132415124,0.36236969912343,1.72533101584787
"616",2017,"Iowa",6,0.141016212292208,0.447127931065727,1.13736578932697,0.590277777777778,0.20268943635685,2.83197723030982,1.06013997760358,1.26587346024636,2.81420454545455,-1.393,0.719039199748412,0.128020400996331,0.484832270377134,0.983091462872296,0.280960800251588,0.197684410060205,0.35497491638796,1.68198117809043,0.423704525270388,-0.00514645510614249,0.412827547592385,0.83818747670119,0.560965034517553,0.322930376269257,0.474221175009876,1.41632144555737
"617",2017,"Iowa State",6,0.116596477279327,0.391023615268134,1.37741319272917,1,0.225128726287263,2.54639972899729,0.928570460704607,1.38329268292683,3.19345238095238,-1.10375,0.632107370212249,0.0737687032814139,0.459278184520826,1.08559094150024,0.367892629787751,0.193405347084441,0.272234848484848,2.26983305320208,0.440717599274779,0.12271401940189,0.359491869918699,1.2095468416664,0.548966863671584,0.159639649175723,0.400522648083624,1.58000068551414
"618",2017,"Kansas",6,0.272278110548407,0.459784168387576,1.27791590594831,0.786904761904762,0.260342261904762,2.63884672619048,0.980059523809524,1.43712797619048,4.57589285714286,-1.483,0.683193001452273,0.162361125343217,0.500925925925926,1.01118086928828,0.316806998547727,0.535687358491088,0.379345024493051,2.09047211704497,0.505654051928693,0.0282191385982571,0.409598214285714,0.886987574081106,0.479982229598,0.567162164762336,0.510049006516398,1.68816025540028
"619",2017,"Kansas State",6,0.10534293155537,0.359988740295344,1.30626497583791,0.483333333333333,0.220851094060813,2.58950175239178,0.798640712323577,1.1099981055224,1.8,-1.34375,0.643058723247403,-0.0145896519018085,0.396070384417842,0.865911119530087,0.356941276752598,0.281931294385274,0.283380681818182,2.11487601287855,0.491288127490958,0.061054347126334,0.306393861892583,1.23630136071535,0.496272922570092,0.185700935704433,0.401569696674619,1.46753778969399
"620",2017,"Kent State",6,0.276072693742141,0.412346714955577,1.52950092770936,0.660714285714286,0.258863636363636,2.52563636363636,1.11969696969697,2.07136363636364,4.5,-1.04125,0.661318773110961,0.220933922132504,0.448024237837724,1.34390936120443,0.338681226889039,0.43555775741288,0.344457417582418,2.00804561376142,0.554537927518809,0.120273367343846,0.387045454545455,1.28155443361022,0.438419818960064,0.536828295572837,0.452170542635659,1.99214282827285
"621",2017,"Kentucky",6,0.113543748821065,0.427645690803585,1.08951122442285,0.666666666666667,0.183471359558316,2.89415804002761,0.802743271221532,0.227777777777778,2.225,-2.06975,0.695051254261781,0.119461991091409,0.491937669376694,1.00633631148334,0.304948745738219,0.0785866297352134,0.263409961685824,1.53275184292618,0.366967531441216,-0.0568854093179329,0.37736369910283,0.687894857859396,0.62906421459053,0.222127216958167,0.439833450862863,1.39095806634435
"622",2017,"Louisiana",6,0.389256920909727,0.521985204338146,1.25836718098263,0.75,0.161251956181534,2.8110405681955,1.2296280245576,1.76170217888528,4.82407407407407,-1.54433333333333,0.76623141564318,0.260569108569595,0.54937343358396,1.01062181444353,0.23376858435682,0.63025248959512,0.424691358024691,2.09271448936996,0.629485024779142,0.213683378799603,0.515632599012881,1.01769747488069,0.362407527113409,0.655226845454844,0.500751879699248,1.8345522182413
"623",2017,"Louisiana Monroe",6,0.255697911710881,0.412165178571429,1.4687786718575,0.683333333333333,0.18024453024453,3.16570999571,1.25956670956671,2.13275418275418,4.10714285714286,-1.37125,0.670446428571429,0.163761055045637,0.463627761127761,1.1769873418089,0.329553571428571,0.431465150649081,0.307094594594595,2.3404938883789,0.52265625,0.315558948098605,0.479107679107679,1.24254791033525,0.4684375,0.186225012578302,0.3305567074435,1.8738415010709
