"","year","week","team","opp_team","implied_total","opp_implied_total"
"1",2013,1,"South Carolina","North Carolina",33.5,22.5
"2",2013,1,"Hawai'i","USC",14.25,37.75
"3",2013,1,"Bowling Green","Tulsa",26.75,23.75
"4",2013,1,"Minnesota","UNLV",32.75,19.25
"5",2013,1,"UCF","Akron",39.75,15.75
"6",2013,1,"Utah","Utah State",27,25
"7",2013,1,"Vanderbilt","Ole Miss",24.5,27.5
"8",2013,1,"Fresno State","Rutgers",32.25,22.25
"9",2013,1,"Michigan State","Western Michigan",35.75,8.25
"10",2013,1,"Miami","Florida Atlantic",42.75,11.75
"11",2013,1,"SMU","Texas Tech",27.75,31.75
"12",2013,1,"Ohio State","Buffalo",44.75,10.75
"13",2013,1,"Texas A&M","Rice",48.5,20.5
"14",2013,1,"Florida","Toledo",39.5,16
"15",2013,1,"Oklahoma State","Mississippi State",37.5,25.5
"16",2013,1,"Michigan","Central Michigan",42.5,11
"17",2013,1,"Wisconsin","UMass",49.5,5
"18",2013,1,"Cincinnati","Purdue",29.75,19.75
"19",2013,1,"Maryland","Florida International",35.25,14.25
"20",2013,1,"NC State","Louisiana Tech",38,24
"21",2013,1,"Troy","UAB",33.5,29
"22",2013,1,"North Texas","Idaho",35.75,19.25
"23",2013,1,"Marshall","Miami (OH)",44,23.5
"24",2013,1,"Western Kentucky","Kentucky",25.25,30.75
"25",2013,1,"Nebraska","Wyoming",48.25,17.25
"26",2013,1,"Texas","New Mexico State",49.25,4.75
"27",2013,1,"Clemson","Georgia",34.5,36
"28",2013,1,"New Mexico","UT San Antonio",28.75,25.25
"29",2013,1,"TCU","LSU",21.75,25.75
"30",2013,1,"Washington","Boise State",29,25
"31",2013,1,"UCLA","Nevada",44.25,23.75
"32",2013,1,"California","Northwestern",28.25,33.75
"33",2013,1,"Louisville","Ohio",39.25,18.75
"34",2013,1,"Colorado State","Colorado",26.5,23.5
"35",2013,1,"Pittsburgh","Florida State",17.75,29.25
"36",2013,1,"Notre Dame","Temple",40.25,12.75
"37",2013,1,"Penn State","Syracuse",21.25,29.25
"38",2013,1,"Iowa","Northern Illinois",28,25
"39",2013,1,"Virginia","BYU",23.25,25.75
"40",2013,1,"Arkansas","Louisiana",32.75,22.25
"41",2013,1,"Virginia Tech","Alabama",11.75,33.25
"42",2013,1,"Southern Mississippi","Texas State",32,24.5
"43",2013,1,"Auburn","Washington State",37.25,23.25
"44",2013,1,"Oklahoma","Louisiana Monroe",41.25,19.75
"45",2013,2,"East Carolina","Florida Atlantic",37.75,18.75
"46",2013,2,"Boston College","Wake Forest",25,22
"47",2013,2,"Florida International","UCF",14.5,38.5
"48",2013,2,"Miami","Florida",22,25
"49",2013,2,"UT San Antonio","Oklahoma State",15.75,43.75
"50",2013,2,"Kentucky","Miami (OH)",36,18.5
"51",2013,2,"Michigan State","South Florida",31.5,10
"52",2013,2,"Penn State","Eastern Michigan",38.25,10.25
"53",2013,2,"Temple","Houston",32,35
"54",2013,2,"Illinois","Cincinnati",24,31.5
"55",2013,2,"Kent State","Bowling Green",18.25,24.75
"56",2013,2,"Tennessee","Western Kentucky",36.75,22.75
"57",2013,2,"North Carolina","Middle Tennessee",43.25,23.75
"58",2013,2,"Ball State","Army",34.75,24.75
"59",2013,2,"Baylor","Buffalo",48,19.5
"60",2013,2,"Virginia","Oregon",16.75,43.25
"61",2013,2,"Ohio State","San Diego State",41.5,13.5
"62",2013,2,"Tulane","South Alabama",26.5,22
"63",2013,2,"Missouri","Toledo",39.5,25.5
"64",2013,2,"Air Force","Utah State",24.75,32.75
"65",2013,2,"Wyoming","Idaho",45.75,17.75
"66",2013,2,"Memphis","Duke",24.25,27.75
"67",2013,2,"Georgia","South Carolina",29,26
"68",2013,2,"Nebraska","Southern Mississippi",44,16
"69",2013,2,"Indiana","Navy",39.75,27.25
"70",2013,2,"Northwestern","Syracuse",35.75,18.75
"71",2013,2,"Kansas State","Louisiana",36.25,23.75
"72",2013,2,"BYU","Texas",24.75,31.75
"73",2013,2,"Ohio","North Texas",31,27.5
"74",2013,2,"Tulsa","Colorado State",34.25,20.75
"75",2013,2,"Oklahoma","West Virginia",37.25,16.25
"76",2013,2,"Auburn","Arkansas State",35.25,24.75
"77",2013,2,"LSU","UAB",46.75,12.25
"78",2013,2,"UTEP","New Mexico",28.5,21.5
"79",2013,2,"Oregon State","Hawai'i",40.5,14.5
"80",2013,2,"Michigan","Notre Dame",26.25,21.75
"81",2013,2,"New Mexico State","Minnesota",18,34
"82",2013,2,"USC","Washington State",35,19
"83",2013,2,"UNLV","Arizona",25,39
"84",2013,2,"Stanford","San José State",36.5,12
"85",2013,3,"Texas Tech","TCU",28.25,31.25
"86",2013,3,"Arkansas State","Troy",37,30.5
"87",2013,3,"Louisiana Tech","Tulane",32.75,25.75
"88",2013,3,"Boise State","Air Force",40.5,17.5
"89",2013,3,"Army","Stanford",9.75,40.25
"90",2013,3,"Kentucky","Louisville",23.25,35.25
"91",2013,3,"Oklahoma","Tulsa",36.5,13.5
"92",2013,3,"Nebraska","UCLA",36.5,35
"93",2013,3,"East Carolina","Virginia Tech",19.25,27.25
"94",2013,3,"West Virginia","Georgia State",48.75,7.75
"95",2013,3,"Michigan","Akron",47.5,12
"96",2013,3,"Indiana","Bowling Green",31.75,29.25
"97",2013,3,"Arkansas","Southern Mississippi",37,12.5
"98",2013,3,"Pittsburgh","New Mexico",34.25,12.75
"99",2013,3,"Wake Forest","Louisiana Monroe",25.75,24.25
"100",2013,3,"Rutgers","Eastern Michigan",41,13
"101",2013,3,"USC","Boston College",28.5,14
"102",2013,3,"Texas A&M","Alabama",27.25,35.75
"103",2013,3,"Oregon","Tennessee",48.75,20.75
"104",2013,3,"Florida State","Nevada",48.5,13
"105",2013,3,"Duke","Georgia Tech",23.25,31.75
"106",2013,3,"North Texas","Ball State",28,31
"107",2013,3,"Idaho","Northern Illinois",16.5,46.5
"108",2013,3,"Illinois","Washington",25.75,36.25
"109",2013,3,"Penn State","UCF",27.25,22.75
"110",2013,3,"Auburn","Mississippi State",28.25,21.75
"111",2013,3,"California","Ohio State",25,37.5
"112",2013,3,"Kansas State","UMass",46.75,9.25
"113",2013,3,"South Florida","Florida Atlantic",28.5,16.5
"114",2013,3,"LSU","Kent State",45,9.5
"115",2013,3,"South Carolina","Vanderbilt",29.5,19
"116",2013,3,"Connecticut","Maryland",21.25,25.75
"117",2013,3,"Rice","Kansas",33.25,26.75
"118",2013,3,"South Alabama","Western Kentucky",24.5,31.5
"119",2013,3,"Purdue","Notre Dame",15,32
"120",2013,3,"Ohio","Marshall",29.75,37.25
"121",2013,3,"New Mexico State","UTEP",26.5,30.5
"122",2013,3,"Texas","Ole Miss",32.75,30.25
"123",2013,3,"Northwestern","Western Michigan",42.75,14.75
"124",2013,3,"Utah","Oregon State",28.5,25
"125",2013,3,"UNLV","Central Michigan",29.5,22
"126",2013,3,"Arizona","UT San Antonio",43.25,19.25
"127",2013,3,"Arizona State","Wisconsin",30.75,24.25
"128",2013,4,"NC State","Clemson",26.25,38.75
"129",2013,4,"Fresno State","Boise State",36.5,33
"130",2013,4,"Georgia Tech","North Carolina",33,26.5
"131",2013,4,"Minnesota","San José State",27.5,23.5
"132",2013,4,"Louisville","Florida International",48.25,7.25
"133",2013,4,"Army","Wake Forest",22.75,25.25
"134",2013,4,"UMass","Vanderbilt",12.75,41.75
"135",2013,4,"Kansas","Louisiana Tech",30.75,20.75
"136",2013,4,"Iowa","Western Michigan",31.75,15.25
"137",2013,4,"Florida Atlantic","Middle Tennessee",23.25,26.25
"138",2013,4,"Central Michigan","Toledo",22,35.5
"139",2013,4,"Virginia Tech","Marshall",28.5,20
"140",2013,4,"Georgia","North Texas",48.75,15.25
"141",2013,4,"Syracuse","Tulane",34.75,17.75
"142",2013,4,"Duke","Pittsburgh",23.5,28
"143",2013,4,"Eastern Michigan","Ball State",24.75,34.75
"144",2013,4,"Rice","Houston",29.75,32.75
"145",2013,4,"USC","Utah State",28,21.5
"146",2013,4,"Penn State","Kent State",37.75,15.75
"147",2013,4,"Florida","Tennessee",31.75,15.75
"148",2013,4,"Notre Dame","Michigan State",23.25,19.25
"149",2013,4,"Wisconsin","Purdue",35,13.5
"150",2013,4,"Rutgers","Arkansas",22,20.5
"151",2013,4,"Maryland","West Virginia",28.75,25.25
"152",2013,4,"Miami (OH)","Cincinnati",15.25,39.75
"153",2013,4,"Baylor","Louisiana Monroe",52.25,22.25
"154",2013,4,"Memphis","Arkansas State",24.25,27.75
"155",2013,4,"Akron","Louisiana",28,35.5
"156",2013,4,"Texas Tech","Texas State",41.75,14.75
"157",2013,4,"Texas A&M","SMU",53.75,26.25
"158",2013,4,"Stanford","Arizona State",29.25,22.75
"159",2013,4,"Alabama","Colorado State",47.5,7.5
"160",2013,4,"Mississippi State","Troy",35.75,22.25
"161",2013,4,"San Diego State","Oregon State",24,31
"162",2013,4,"LSU","Auburn",35.75,18.25
"163",2013,4,"UTEP","UT San Antonio",28.25,30.75
"164",2013,4,"Texas","Kansas State",33.5,27.5
"165",2013,4,"Connecticut","Michigan",16,34.5
"166",2013,4,"Indiana","Missouri",33.75,36.75
"167",2013,4,"Nevada","Hawai'i",30,24
"168",2013,4,"BYU","Utah",33.75,26.75
"169",2013,4,"Air Force","Wyoming",30.75,34.75
"170",2013,4,"Washington State","Idaho",44.75,12.75
"171",2013,4,"UCLA","New Mexico State",55.25,11.25
"172",2013,5,"Tulsa","Iowa State",28.25,25.25
"173",2013,5,"Georgia Tech","Virginia Tech",25,18
"174",2013,5,"San José State","Utah State",26,36
"175",2013,5,"BYU","Middle Tennessee",41.25,17.75
"176",2013,5,"South Florida","Miami",15.5,32.5
"177",2013,5,"UCF","South Carolina",23.25,30.25
"178",2013,5,"West Virginia","Oklahoma State",20,39.5
"179",2013,5,"Illinois","Miami (OH)",38,10.5
"180",2013,5,"TCU","SMU",33.25,16.25
"181",2013,5,"Purdue","Northern Illinois",28,31.5
"182",2013,5,"Tennessee","South Alabama",35.75,19.75
"183",2013,5,"North Carolina","East Carolina",36.25,23.75
"184",2013,5,"Pittsburgh","Virginia",28,22
"185",2013,5,"Western Kentucky","Navy",28,31.5
"186",2013,5,"Bowling Green","Akron",33.75,19.75
"187",2013,5,"Ball State","Toledo",34,32.5
"188",2013,5,"Duke","Troy",40.25,26.75
"189",2013,5,"Oregon State","Colorado",33.75,21.75
"190",2013,5,"Minnesota","Iowa",21,23.5
"191",2013,5,"Colorado State","UTEP",33.25,19.25
"192",2013,5,"NC State","Central Michigan",38,14
"193",2013,5,"Buffalo","Connecticut",22.75,24.75
"194",2013,5,"Clemson","Wake Forest",43.25,14.75
"195",2013,5,"Notre Dame","Oklahoma",23.25,26.75
"196",2013,5,"Georgia","LSU",33,30
"197",2013,5,"Boston College","Florida State",15,38.5
"198",2013,5,"UT San Antonio","Houston",32.5,30
"199",2013,5,"Louisiana Tech","Army",28.5,25
"200",2013,5,"Idaho","Temple",24.75,32.25
"201",2013,5,"Alabama","Ole Miss",34.5,20.5
"202",2013,5,"Arkansas","Texas A&M",26,39.5
"203",2013,5,"Washington","Arizona",34.25,25.75
"204",2013,5,"Kentucky","Florida",17.75,28.75
"205",2013,5,"Western Michigan","Kent State",24.5,27
"206",2013,5,"Texas State","Wyoming",23.75,34.25
"207",2013,5,"Rice","Florida Atlantic",33.75,19.25
"208",2013,5,"Louisiana Monroe","Tulane",33,21.5
"209",2013,5,"Missouri","Arkansas State",42,20.5
"210",2013,5,"Vanderbilt","UAB",38.75,18.75
"211",2013,5,"Nevada","Air Force",34.75,23.75
"212",2013,5,"New Mexico","UNLV",27.25,25.75
"213",2013,5,"New Mexico State","San Diego State",19.5,35.5
"214",2013,5,"Ohio State","Wisconsin",31.5,24.5
"215",2013,5,"Washington State","Stanford",18.75,27.75
"216",2013,5,"Boise State","Southern Mississippi",43.25,14.25
"217",2013,5,"Arizona State","USC",26.25,22.25
"218",2013,5,"Oregon","California",59,21
"219",2013,6,"Iowa State","Texas",23.75,30.75
"220",2013,6,"Louisiana Monroe","Western Kentucky",20.75,28.25
"221",2013,6,"Utah","UCLA",29.75,34.75
"222",2013,6,"Utah State","BYU",30.75,24.75
"223",2013,6,"San Diego State","Nevada",33.25,27.25
"224",2013,6,"Navy","Air Force",34.75,21.25
"225",2013,6,"Buffalo","Eastern Michigan",33,20
"226",2013,6,"Indiana","Penn State",31.5,35
"227",2013,6,"Iowa","Michigan State",19.25,17.75
"228",2013,6,"Virginia","Ball State",26.25,22.75
"229",2013,6,"Nebraska","Illinois",36.25,27.75
"230",2013,6,"Kansas","Texas Tech",19.25,35.75
"231",2013,6,"SMU","Rutgers",25,28.5
"232",2013,6,"Temple","Louisville",13,45.5
"233",2013,6,"Florida State","Maryland",37,20
"234",2013,6,"Alabama","Georgia State",57,2.5
"235",2013,6,"Virginia Tech","North Carolina",27,18.5
"236",2013,6,"Miami (OH)","Central Michigan",22.75,25.25
"237",2013,6,"Troy","South Alabama",33,29.5
"238",2013,6,"Boston College","Army",30.75,19.75
"239",2013,6,"Akron","Ohio",27,30
"240",2013,6,"Marshall","UT San Antonio",40.75,24.25
"241",2013,6,"UAB","Florida Atlantic",28,25
"242",2013,6,"Toledo","Western Michigan",40.75,17.25
"243",2013,6,"Miami","Georgia Tech",31,25
"244",2013,6,"Michigan","Minnesota",34.75,16.25
"245",2013,6,"Oklahoma State","Kansas State",37,24.5
"246",2013,6,"Tulane","North Texas",25,28
"247",2013,6,"Tulsa","Rice",28.75,25.75
"248",2013,6,"Kent State","Northern Illinois",28.25,36.25
"249",2013,6,"Wake Forest","NC State",20,27.5
"250",2013,6,"Bowling Green","UMass",37.75,10.75
"251",2013,6,"Tennessee","Georgia",25.5,39
"252",2013,6,"Syracuse","Clemson",25.75,39.75
"253",2013,6,"Southern Mississippi","Florida International",32.5,16
"254",2013,6,"California","Washington State",32.25,33.75
"255",2013,6,"Memphis","UCF",19,28.5
"256",2013,6,"Idaho","Fresno State",20.5,48
"257",2013,6,"Colorado","Oregon",15.75,53.75
"258",2013,6,"Oklahoma","TCU",28.5,18.5
"259",2013,6,"Mississippi State","LSU",23.75,30.75
"260",2013,6,"New Mexico","New Mexico State",35.75,23.75
"261",2013,6,"Auburn","Ole Miss",27.5,30.5
"262",2013,6,"Louisiana","Texas State",32.75,21.75
"263",2013,6,"Florida","Arkansas",26.25,13.75
"264",2013,6,"South Florida","Cincinnati",18,28.5
"265",2013,6,"UTEP","Louisiana Tech",29.75,31.25
"266",2013,6,"South Carolina","Kentucky",37.75,16.25
"267",2013,6,"Vanderbilt","Missouri",26.75,29.25
"268",2013,6,"Notre Dame","Arizona State",28.5,35
"269",2013,6,"Baylor","West Virginia",49.25,19.25
"270",2013,6,"Northwestern","Ohio State",27.25,33.75
"271",2013,6,"Stanford","Washington",30.25,21.75
"272",2013,7,"Louisville","Rutgers",37.5,18
"273",2013,7,"Air Force","San Diego State",25,28.5
"274",2013,7,"USC","Arizona",26.75,21.25
"275",2013,7,"Cincinnati","Temple",37.5,17
"276",2013,7,"Texas","Oklahoma",21.75,35.25
"277",2013,7,"Georgia","Missouri",36.5,30
"278",2013,7,"Texas Tech","Iowa State",36,22
"279",2013,7,"Virginia Tech","Pittsburgh",25,18
"280",2013,7,"Connecticut","South Florida",22.25,18.25
"281",2013,7,"Michigan State","Indiana",32,22
"282",2013,7,"Houston","Memphis",30.5,23
"283",2013,7,"Army","Eastern Michigan",34,24
"284",2013,7,"Purdue","Nebraska",22.5,35.5
"285",2013,7,"TCU","Kansas",34.5,10.5
"286",2013,7,"Arkansas","South Carolina",22.5,27
"287",2013,7,"Duke","Navy",30.5,26.5
"288",2013,7,"Western Michigan","Buffalo",20.25,29.75
"289",2013,7,"Ohio","Central Michigan",35.75,15.75
"290",2013,7,"UMass","Miami (OH)",25.75,19.25
"291",2013,7,"Ball State","Kent State",38,25
"292",2013,7,"Colorado State","San José State",32,29
"293",2013,7,"Georgia State","Troy",23.5,38.5
"294",2013,7,"Wyoming","New Mexico",41.25,28.75
"295",2013,7,"Kansas State","Baylor",28,45
"296",2013,7,"Wisconsin","Northwestern",34.75,23.75
"297",2013,7,"Clemson","Boston College",44,20
"298",2013,7,"Tulane","East Carolina",19.75,33.25
"299",2013,7,"LSU","Florida",29.25,20.25
"300",2013,7,"Maryland","Virginia",23.25,17.25
"301",2013,7,"NC State","Syracuse",29.5,23
"302",2013,7,"UT San Antonio","Rice",25.75,26.75
"303",2013,7,"Washington","Oregon",32,43.5
"304",2013,7,"Penn State","Michigan",24.5,26.5
"305",2013,7,"Northern Illinois","Akron",44,19.5
"306",2013,7,"Florida Atlantic","Marshall",23,33
"307",2013,7,"Utah","Stanford",22.5,30
"308",2013,7,"Texas State","Louisiana Monroe",25.5,19.5
"309",2013,7,"Kentucky","Alabama",12.25,38.75
"310",2013,7,"Arkansas State","Idaho",44.25,17.25
"311",2013,7,"BYU","Georgia Tech",30.5,23.5
"312",2013,7,"North Texas","Middle Tennessee",30.25,23.75
"313",2013,7,"Mississippi State","Bowling Green",31.75,20.25
"314",2013,7,"Florida International","UAB",23.25,29.25
"315",2013,7,"UTEP","Tulsa",28,37.5
"316",2013,7,"UNLV","Hawai'i",32.75,25.25
"317",2013,7,"Utah State","Boise State",22.75,27.75
"318",2013,7,"Ole Miss","Texas A&M",35.25,42.25
"319",2013,7,"Arizona State","Colorado",48.5,20
"320",2013,7,"Washington State","Oregon State",30.25,32.25
"321",2013,7,"UCLA","California",49.75,23.75
"322",2013,8,"Western Kentucky","Louisiana",32.5,29.5
"323",2013,8,"North Carolina","Miami",28.5,37.5
"324",2013,8,"Louisville","UCF",34.75,20.75
"325",2013,8,"Toledo","Navy",32,22.5
"326",2013,8,"Tennessee","South Carolina",24.25,31.25
"327",2013,8,"Vanderbilt","Georgia",29,35.5
"328",2013,8,"West Virginia","Texas Tech",26.75,31.25
"329",2013,8,"Northwestern","Minnesota",32.25,19.75
"330",2013,8,"Michigan State","Purdue",36.25,8.25
"331",2013,8,"East Carolina","Southern Mississippi",39,15.5
"332",2013,8,"Memphis","SMU",25.5,22.5
"333",2013,8,"Cincinnati","Connecticut",30,15.5
"334",2013,8,"Oklahoma State","TCU",29.25,22.75
"335",2013,8,"Missouri","Florida",20.5,23.5
"336",2013,8,"Georgia Tech","Syracuse",31,23
"337",2013,8,"Eastern Michigan","Ohio",20.25,34.75
"338",2013,8,"Temple","Army",29.75,30.75
"339",2013,8,"Miami (OH)","Akron",19.5,25.5
"340",2013,8,"Wyoming","Colorado State",36.25,29.75
"341",2013,8,"Western Michigan","Ball State",20.25,39.25
"342",2013,8,"Central Michigan","Northern Illinois",22.25,36.75
"343",2013,8,"South Alabama","Kent State",31.25,23.75
"344",2013,8,"Ohio State","Iowa",36.5,18
"345",2013,8,"Texas A&M","Auburn",42.75,30.25
"346",2013,8,"Wake Forest","Maryland",24,28.5
"347",2013,8,"Michigan","Indiana",38,29.5
"348",2013,8,"Houston","BYU",27.25,37.25
"349",2013,8,"Virginia","Duke",27.75,25.25
"350",2013,8,"Buffalo","UMass",33.5,13.5
"351",2013,8,"Stanford","UCLA",29.75,25.25
"352",2013,8,"Louisiana Tech","North Texas",24.25,27.75
"353",2013,8,"Kansas","Oklahoma",14.25,35.25
"354",2013,8,"Arizona State","Washington",35.75,32.25
"355",2013,8,"Alabama","Arkansas",38.5,9.5
"356",2013,8,"Baylor","Iowa State",54.5,22.5
"357",2013,8,"Texas State","Georgia State",33.25,16.75
"358",2013,8,"Ole Miss","LSU",25.25,34.75
"359",2013,8,"Notre Dame","USC",26.75,24.25
"360",2013,8,"Clemson","Florida State",29,34
"361",2013,8,"Illinois","Wisconsin",20.25,34.75
"362",2013,8,"New Mexico State","Rice",19.25,37.25
"363",2013,8,"Boise State","Nevada",46,22.5
"364",2013,8,"New Mexico","Utah State",18.5,32.5
"365",2013,8,"Arizona","Utah",32.75,29.25
"366",2013,8,"Oregon","Washington State",55.75,15.75
"367",2013,8,"Fresno State","UNLV",50,25
"368",2013,8,"California","Oregon State",30,41.5
"369",2013,9,"Mississippi State","Kentucky",33,21
"370",2013,9,"BYU","Boise State",33.5,27
"371",2013,9,"UCF","Connecticut",38.25,14.25
"372",2013,9,"Miami","Wake Forest",40.75,14.75
"373",2013,9,"Iowa State","Oklahoma State",21.5,35
"374",2013,9,"Iowa","Northwestern",28.5,25
"375",2013,9,"Akron","Ball State",23,33
"376",2013,9,"Rutgers","Houston",32.5,27
"377",2013,9,"Minnesota","Nebraska",21,31.5
"378",2013,9,"South Florida","Louisville",12.5,32.5
"379",2013,9,"Texas A&M","Vanderbilt",43.75,26.25
"380",2013,9,"Virginia","Georgia Tech",19.75,29.75
"381",2013,9,"Navy","Pittsburgh",23.5,27.5
"382",2013,9,"Ohio","Miami (OH)",38,12
"383",2013,9,"Bowling Green","Toledo",28.75,24.75
"384",2013,9,"SMU","Temple",36.5,22.5
"385",2013,9,"UMass","Western Michigan",25.25,21.25
"386",2013,9,"Florida State","NC State",46.5,12.5
"387",2013,9,"Alabama","Tennessee",39,11
"388",2013,9,"Maryland","Clemson",21,37.5
"389",2013,9,"Virginia Tech","Duke",29.5,17.5
"390",2013,9,"Northern Illinois","Eastern Michigan",50.25,17.25
"391",2013,9,"Tulane","Tulsa",23.25,26.25
"392",2013,9,"Kent State","Buffalo",23,26
"393",2013,9,"North Carolina","Boston College",31.75,26.25
"394",2013,9,"Rice","UTEP",39.5,20
"395",2013,9,"Illinois","Michigan State",20.5,28
"396",2013,9,"Kansas State","West Virginia",33,19.5
"397",2013,9,"USC","Utah",28,23
"398",2013,9,"Western Kentucky","Troy",36.75,26.25
"399",2013,9,"Oklahoma","Texas Tech",33,26
"400",2013,9,"UT San Antonio","UAB",34,26.5
"401",2013,9,"Air Force","Notre Dame",18,37.5
"402",2013,9,"Florida International","Louisiana Tech",22.25,26.75
"403",2013,9,"Nevada","UNLV",37.5,31
"404",2013,9,"Oregon","UCLA",49.25,25.75
"405",2013,9,"Missouri","South Carolina",28.5,25.5
"406",2013,9,"Kansas","Baylor",15.75,50.25
"407",2013,9,"Louisiana Monroe","Georgia State",33.75,18.25
"408",2013,9,"Texas State","South Alabama",23.25,25.75
"409",2013,9,"Southern Mississippi","North Texas",18.75,30.75
"410",2013,9,"San José State","Wyoming",41.25,31.25
"411",2013,9,"TCU","Texas",26,23
"412",2013,9,"Ole Miss","Idaho",49.5,8.5
"413",2013,9,"Auburn","Florida Atlantic",37.25,14.25
"414",2013,9,"Ohio State","Penn State",36,21
"415",2013,9,"Colorado","Arizona",23.75,35.75
"416",2013,9,"San Diego State","Fresno State",29.5,36
"417",2013,9,"Oregon State","Stanford",26.5,30
"418",2013,9,"Washington","California",47,19
"419",2013,10,"Memphis","Cincinnati",21.25,23.25
"420",2013,10,"Houston","South Florida",35.75,17.25
"421",2013,10,"Troy","Louisiana Monroe",32.25,28.75
"422",2013,10,"North Texas","Rice",27.75,25.25
"423",2013,10,"Washington State","Arizona State",29.25,40.25
"424",2013,10,"Oregon State","USC",28.5,23
"425",2013,10,"UMass","Northern Illinois",16,44
"426",2013,10,"Purdue","Ohio State",13.5,45
"427",2013,10,"Iowa","Wisconsin",20,29
"428",2013,10,"Boston College","Virginia Tech",18,22
"429",2013,10,"Rutgers","Temple",34.5,23
"430",2013,10,"Penn State","Illinois",35,22
"431",2013,10,"Marshall","Southern Mississippi",45.25,13.75
"432",2013,10,"Air Force","Army",26.75,27.75
"433",2013,10,"South Carolina","Mississippi State",33.25,19.75
"434",2013,10,"NC State","North Carolina",26,31
"435",2013,10,"Syracuse","Wake Forest",27.75,24.25
"436",2013,10,"UAB","Middle Tennessee",30.5,34
"437",2013,10,"Georgia State","Western Kentucky",18.75,37.25
"438",2013,10,"Florida","Georgia",21.75,25.25
"439",2013,10,"Nebraska","Northwestern",31.25,27.25
"440",2013,10,"Indiana","Minnesota",37.25,29.75
"441",2013,10,"Tulsa","UT San Antonio",29,25.5
"442",2013,10,"Texas","Kansas",39.5,12.5
"443",2013,10,"Notre Dame","Navy",32.5,16
"444",2013,10,"Michigan State","Michigan",24.25,20.25
"445",2013,10,"Akron","Kent State",27.25,25.25
"446",2013,10,"Kansas State","Iowa State",35,18
"447",2013,10,"TCU","West Virginia",28.25,17.25
"448",2013,10,"California","Arizona",26.75,40.75
"449",2013,10,"Virginia","Clemson",19.25,36.75
"450",2013,10,"UNLV","San José State",30.75,35.75
"451",2013,10,"Utah State","Hawai'i",38,14
"452",2013,10,"Florida Atlantic","Tulane",25.25,22.25
"453",2013,10,"Idaho","Texas State",19.5,29.5
"454",2013,10,"Louisiana","New Mexico State",50,17.5
"455",2013,10,"Florida International","East Carolina",11.75,38.75
"456",2013,10,"Arkansas","Auburn",22.5,32
"457",2013,10,"Missouri","Tennessee",33,22
"458",2013,10,"Georgia Tech","Pittsburgh",32,20.5
"459",2013,10,"Toledo","Eastern Michigan",48.5,18
"460",2013,10,"Texas Tech","Oklahoma State",33.75,35.75
"461",2013,10,"South Alabama","Arkansas State",33.25,30.25
"462",2013,10,"UCLA","Colorado",44.75,15.25
"463",2013,10,"Colorado State","Boise State",26.25,33.25
"464",2013,10,"San Diego State","New Mexico",35.5,21.5
"465",2013,10,"Florida State","Miami",42.75,21.25
"466",2013,10,"Texas A&M","UTEP",63,15.5
"467",2013,10,"Fresno State","Nevada",47.75,26.25
"468",2013,11,"Miami (OH)","Bowling Green",12,35.5
"469",2013,11,"Buffalo","Ohio",29,25
"470",2013,11,"Ball State","Central Michigan",39.75,18.75
"471",2013,11,"Louisiana","Troy",40.75,27.25
"472",2013,11,"Baylor","Oklahoma",45.75,28.75
"473",2013,11,"Stanford","Oregon",25.25,35.25
"474",2013,11,"Connecticut","Louisville",11.5,39
"475",2013,11,"New Mexico","Air Force",32,29
"476",2013,11,"Texas Tech","Kansas State",32.75,30.25
"477",2013,11,"Wake Forest","Florida State",11,45
"478",2013,11,"Kentucky","Missouri",20.5,34.5
"479",2013,11,"Tennessee","Auburn",24.5,32
"480",2013,11,"Florida","Vanderbilt",26.5,14.5
"481",2013,11,"Iowa State","TCU",18.25,25.25
"482",2013,11,"Minnesota","Penn State",25,22.5
"483",2013,11,"Marshall","UAB",46,22
"484",2013,11,"Cincinnati","SMU",36.75,29.75
"485",2013,11,"Army","Western Kentucky",25.5,31.5
"486",2013,11,"Purdue","Iowa",13.75,30.25
"487",2013,11,"Ole Miss","Arkansas",35.75,18.75
"488",2013,11,"North Carolina","Virginia",32,20.5
"489",2013,11,"Eastern Michigan","Western Michigan",28.25,31.25
"490",2013,11,"UT San Antonio","Tulane",29.75,21.25
"491",2013,11,"California","USC",18.75,38.25
"492",2013,11,"New Mexico State","Boston College",18.75,43.75
"493",2013,11,"Navy","Hawai'i",35.75,18.75
"494",2013,11,"Texas A&M","Mississippi State",45.5,26
"495",2013,11,"Colorado State","Nevada",37.75,28.75
"496",2013,11,"Maryland","Syracuse",29.75,23.75
"497",2013,11,"Michigan","Nebraska",30.5,25
"498",2013,11,"North Texas","UTEP",40.25,13.75
"499",2013,11,"Indiana","Illinois",44.5,35
"500",2013,11,"Wisconsin","BYU",32,23
"501",2013,11,"East Carolina","Tulsa",34.75,18.75
"502",2013,11,"Duke","NC State",33.5,23
"503",2013,11,"Utah","Arizona State",28,35
"504",2013,11,"Oklahoma State","Kansas",43.75,12.25
"505",2013,11,"Louisiana Tech","Southern Mississippi",34.5,17.5
"506",2013,11,"West Virginia","Texas",24.25,30.75
"507",2013,11,"UCF","Houston",40.25,26.75
"508",2013,11,"Miami","Virginia Tech",24,19.5
"509",2013,11,"Louisiana Monroe","Arkansas State",29.25,25.75
"510",2013,11,"Pittsburgh","Notre Dame",23.5,28
