"","year","week","team","opp_team","implied_total","opp_implied_total"
"3174",2017,7,"Idaho","Appalachian State",20,31.5
"3175",2017,7,"USC","Utah",32.5,19
"3176",2017,7,"Stanford","Oregon",33.5,24
"3177",2017,7,"Nebraska","Ohio State",17,40.5
"3178",2017,7,"South Florida","Cincinnati",43.5,19.5
"3179",2017,7,"Army","Eastern Michigan",27.75,23.25
"3180",2017,7,"Duke","Florida State",19.25,26.25
"3181",2017,7,"North Texas","UT San Antonio",28.25,30.75
"3182",2017,7,"Kansas State","TCU",21,28.5
"3183",2017,7,"Ole Miss","Vanderbilt",29.5,26.5
"3184",2017,7,"California","Washington State",19.5,35.5
"3185",2017,7,"Arizona State","Washington",21,38.5
"3186",2017,7,"Utah State","Wyoming",24.5,25.5
"3187",2017,7,"Wisconsin","Purdue",33.25,16.25
"3188",2017,8,"Nevada","Air Force",29.25,35.25
"3189",2017,8,"New Mexico","Colorado State",25.75,35.25
"3190",2017,8,"Ohio","Kent State",32,15
"3191",2017,8,"Bowling Green","Northern Illinois",20.25,34.25
"3192",2017,8,"Eastern Michigan","Western Michigan",25,27.5
"3193",2017,8,"Miami (OH)","Buffalo",25.25,22.25
"3194",2017,8,"Ball State","Central Michigan",22.5,26
"3195",2017,8,"UMass","Georgia Southern",31,23.5
"3196",2017,8,"UCLA","Oregon",37,31
"3197",2017,8,"UNLV","Utah State",31.25,27.75
"3198",2017,8,"Boise State","Wyoming",30.25,14.75
"3199",2017,8,"San Diego State","Fresno State",28,21.5
"3200",2017,8,"Georgia State","Troy",22.25,29.75
"3201",2017,8,"Minnesota","Illinois",31.75,17.25
"3202",2017,8,"East Carolina","BYU",24.5,29.5
"3203",2017,8,"Virginia","Boston College",27.75,20.75
"3204",2017,8,"Northwestern","Iowa",24.5,21.5
"3205",2017,8,"Georgia Tech","Wake Forest",26.25,22.75
"3206",2017,8,"Michigan State","Indiana",27,20.5
"3207",2017,8,"Navy","UCF",27.25,37.25
"3208",2017,8,"UT San Antonio","Rice",35.5,16
"3209",2017,8,"Wisconsin","Maryland",37,13
"3210",2017,8,"Notre Dame","USC",32.75,28.75
"3211",2017,8,"Texas Tech","Iowa State",36.5,30
"3212",2017,8,"South Alabama","Louisiana Monroe",29.5,26
"3213",2017,8,"Old Dominion","Western Kentucky",21.5,28
"3214",2017,8,"TCU","Kansas",49.25,11.75
"3215",2017,8,"Alabama","Tennessee",43.75,7.25
"3216",2017,8,"Cincinnati","SMU",29.75,35.25
"3217",2017,8,"Ole Miss","LSU",26.25,32.75
"3218",2017,8,"Miami","Syracuse",39,21.5
"3219",2017,8,"Army","Temple",27.5,20.5
"3220",2017,8,"Utah","Arizona State",31.75,22.25
"3221",2017,8,"California","Arizona",30.5,35.5
"3222",2017,8,"Middle Tennessee","Marshall",23.75,25.25
"3223",2017,8,"Tulane","South Florida",22,32
"3224",2017,8,"Louisiana Tech","Southern Mississippi",27.25,28.25
"3225",2017,8,"Washington State","Colorado",30.5,21.5
"3226",2017,8,"Connecticut","Tulsa",36.5,40.5
"3227",2017,8,"Appalachian State","Coastal Carolina",35.5,15.5
"3228",2017,8,"Rutgers","Purdue",19.75,29.25
"3229",2017,8,"Virginia Tech","North Carolina",37,16.5
"3230",2017,8,"Florida State","Louisville",32.5,25.5
"3231",2017,8,"Arkansas State","Louisiana",39.25,27.25
"3232",2017,8,"Mississippi State","Kentucky",34.25,20.25
"3233",2017,8,"Arkansas","Auburn",17,34
"3234",2017,8,"Toledo","Akron",36.75,21.75
"3235",2017,8,"Missouri","Idaho",39.5,25
"3236",2017,8,"Florida Atlantic","North Texas",35.5,32
"3237",2017,8,"Penn State","Michigan",24.75,17.25
"3238",2017,8,"Kansas State","Oklahoma",20.25,34.75
"3239",2017,8,"Texas","Oklahoma State",28.75,35.75
"3240",2017,8,"Baylor","West Virginia",28.25,38.75
"3241",2017,8,"Duke","Pittsburgh",29.25,19.75
"3242",2017,8,"Charlotte","UAB",21,30.5
"3243",2017,9,"Northern Illinois","Eastern Michigan",27.5,20
"3244",2017,9,"Akron","Buffalo",22.75,25.75
"3245",2017,9,"Colorado State","Air Force",39,29.5
"3246",2017,9,"Rice","Louisiana Tech",20,31.5
"3247",2017,9,"UMass","Appalachian State",26,30.5
"3248",2017,9,"Western Kentucky","Florida Atlantic",30.25,36.75
"3249",2017,9,"Coastal Carolina","Texas State",31.75,22.25
"3250",2017,9,"North Texas","Old Dominion",35,24
"3251",2017,9,"Southern Mississippi","UAB",31.5,20
"3252",2017,9,"UTEP","UT San Antonio",15.5,31.5
"3253",2017,9,"Utah State","Boise State",19.5,32.5
"3254",2017,9,"Fresno State","UNLV",40.25,18.25
"3255",2017,9,"Hawai'i","San Diego State",23,30.5
"3256",2017,9,"West Virginia","Oklahoma State",34.75,43.25
"3257",2017,9,"Memphis","Tulane",36.25,25.75
"3258",2017,9,"Ole Miss","Arkansas",32.5,29.5
"3259",2017,9,"Wake Forest","Louisville",32,34.5
"3260",2017,9,"Colorado","California",30,26
"3261",2017,9,"Troy","Georgia Southern",36.5,13
"3262",2017,9,"Oregon","Utah",23.25,26.25
"3263",2017,9,"Texas A&M","Mississippi State",26,29.5
"3264",2017,9,"North Carolina","Miami",17.25,38.25
"3265",2017,9,"Iowa","Minnesota",25.25,18.25
"3266",2017,9,"Wyoming","New Mexico",24.5,22
"3267",2017,9,"Boston College","Florida State",20.25,26.25
"3268",2017,9,"Pittsburgh","Virginia",25,24
"3269",2017,9,"South Carolina","Vanderbilt",25,18
"3270",2017,9,"SMU","Tulsa",44.5,33
"3271",2017,9,"Kentucky","Tennessee",25,21
"3272",2017,9,"Purdue","Nebraska",29.25,25.25
"3273",2017,9,"Ohio State","Penn State",31.75,24.75
"3274",2017,9,"BYU","San José State",29.75,20.75
"3275",2017,9,"Ball State","Toledo",14.25,40.75
"3276",2017,9,"Florida","Georgia",15.5,28
"3277",2017,9,"Illinois","Wisconsin",11.5,40
"3278",2017,9,"Michigan","Rutgers",32.5,10.5
"3279",2017,9,"Maryland","Indiana",22.75,29.25
"3280",2017,9,"Idaho","Louisiana Monroe",31.75,29.75
"3281",2017,9,"Marshall","Florida International",31,16.5
"3282",2017,9,"Kansas","Kansas State",15.5,40
"3283",2017,9,"Clemson","Georgia Tech",31.5,17.5
"3284",2017,9,"Washington","UCLA",38.75,20.75
"3285",2017,9,"Oregon State","Stanford",19,37.5
"3286",2017,9,"Iowa State","TCU",20.25,27.75
"3287",2017,9,"Georgia State","South Alabama",25.75,24.75
"3288",2017,9,"South Florida","Houston",32,22
"3289",2017,9,"Oklahoma","Texas Tech",48.5,29
"3290",2017,9,"Virginia Tech","Duke",32.75,15.25
"3291",2017,9,"Baylor","Texas",21.5,31.5
"3292",2017,9,"Connecticut","Missouri",30.75,44.25
"3293",2017,9,"Notre Dame","NC State",33.75,26.75
"3294",2017,9,"Arizona State","USC",26,31.5
"3295",2017,9,"New Mexico State","Arkansas State",34,37.5
"3296",2017,9,"Northwestern","Michigan State",20,21.5
"3297",2017,10,"Kent State","Bowling Green",23.25,24.75
"3298",2017,10,"Ohio","Miami (OH)",30.25,23.75
"3299",2017,10,"Eastern Michigan","Ball State",36.25,11.25
"3300",2017,10,"Troy","Idaho",34,16
"3301",2017,10,"Louisiana Monroe","Appalachian State",27.25,35.25
"3302",2017,10,"San José State","San Diego State",13.75,37.25
"3303",2017,10,"Georgia Southern","Georgia State",22.25,27.25
"3304",2017,10,"South Alabama","Louisiana",29,23
"3305",2017,10,"New Mexico","Utah State",27.25,24.25
"3306",2017,10,"UNLV","Hawai'i",33,26
"3307",2017,10,"Boise State","Nevada",41.5,21.5
"3308",2017,10,"Tulsa","Memphis",33,47
"3309",2017,10,"Michigan State","Penn State",18.25,27.75
"3310",2017,10,"TCU","Texas",26.25,18.75
"3311",2017,10,"Washington","Oregon",35.25,17.75
"3312",2017,10,"Texas A&M","Auburn",18.5,33
"3313",2017,10,"USC","Arizona",41.25,34.75
"3314",2017,10,"Kansas","Baylor",26.5,33.5
"3315",2017,10,"Purdue","Illinois",31.75,17.75
"3316",2017,10,"Virginia","Georgia Tech",21.5,29
"3317",2017,10,"UAB","Rice",29,20.5
"3318",2017,10,"Texas State","New Mexico State",24,33
"3319",2017,10,"Air Force","Army",30.5,24
"3320",2017,10,"Old Dominion","Charlotte",29.75,19.75
"3321",2017,10,"Louisiana Tech","North Texas",35.25,31.75
"3322",2017,10,"Connecticut","South Florida",20.5,43.5
"3323",2017,10,"Arkansas","Coastal Carolina",41.75,17.25
"3324",2017,10,"Kentucky","Ole Miss",33.25,29.75
"3325",2017,10,"Tulane","Cincinnati",28.75,23.25
"3326",2017,10,"Florida International","UT San Antonio",22.75,29.25
"3327",2017,10,"Michigan","Minnesota",27.5,11
"3328",2017,10,"Fresno State","BYU",29.25,19.25
"3329",2017,10,"Georgia","South Carolina",34.25,10.75
"3330",2017,10,"Notre Dame","Wake Forest",35.25,19.75
"3331",2017,10,"NC State","Clemson",21,31
"3332",2017,10,"Vanderbilt","Western Kentucky",33.5,21
"3333",2017,10,"Texas Tech","Kansas State",32.75,29.25
"3334",2017,10,"Tennessee","Southern Mississippi",27.75,20.75
"3335",2017,10,"Toledo","Northern Illinois",32,24.5
"3336",2017,10,"Missouri","Florida",31.5,30
"3337",2017,10,"Wyoming","Colorado State",22.25,26.25
"3338",2017,10,"Arizona State","Colorado",32.75,26.25
"3339",2017,10,"Temple","Navy",22.5,29
"3340",2017,10,"Florida Atlantic","Marshall",35,28.5
"3341",2017,10,"Florida State","Syracuse",29.5,22
"3342",2017,10,"Rutgers","Maryland",22.25,27.25
"3343",2017,10,"Washington State","Stanford",27,28.5
"3344",2017,10,"Nebraska","Northwestern",28,27
"3345",2017,10,"Oklahoma State","Oklahoma",38.75,37.75
"3346",2017,10,"West Virginia","Iowa State",31.25,27.75
"3347",2017,10,"Houston","East Carolina",42.5,19.5
"3348",2017,10,"Miami","Virginia Tech",26,24
"3349",2017,10,"Mississippi State","UMass",46.25,11.75
"3350",2017,10,"Middle Tennessee","UTEP",35.5,15
"3351",2017,10,"Western Michigan","Central Michigan",25.5,22
"3352",2017,10,"SMU","UCF",31,45
"3353",2017,10,"California","Oregon State",30.5,23.5
"3354",2017,10,"Iowa","Ohio State",17,38
"3355",2017,10,"Utah","UCLA",31.5,22
"3356",2017,10,"Alabama","LSU",32.75,12.25
"3357",2017,11,"Miami (OH)","Akron",31,20
"3358",2017,11,"Buffalo","Bowling Green",34.25,27.25
"3359",2017,11,"Western Michigan","Kent State",32.75,12.25
"3360",2017,11,"Northern Illinois","Ball State",40,10.5
"3361",2017,11,"Appalachian State","Georgia Southern",34.75,17.25
"3362",2017,11,"Charlotte","Middle Tennessee",17,33
"3363",2017,11,"Rice","Southern Mississippi",19.25,29.75
"3364",2017,11,"Nevada","San José State",42.25,24.75
"3365",2017,11,"North Texas","UTEP",39,15.5
"3366",2017,11,"South Alabama","Arkansas State",21.75,34.25
"3367",2017,11,"Florida International","Old Dominion",28.75,18.75
"3368",2017,11,"UT San Antonio","UAB",28.5,21.5
"3369",2017,11,"Colorado State","Boise State",26.5,33
"3370",2017,11,"Texas State","Georgia State",23,28.5
"3371",2017,11,"Hawai'i","Fresno State",21.5,31
"3372",2017,11,"Ohio","Toledo",30.25,33.25
"3373",2017,11,"Pittsburgh","North Carolina",30,20.5
"3374",2017,11,"Stanford","Washington",21.5,28.5
"3375",2017,11,"Mississippi State","Alabama",17.25,31.75
"3376",2017,11,"Clemson","Florida State",30.75,14.25
"3377",2017,11,"Wisconsin","Iowa",28.75,16.25
"3378",2017,11,"Colorado","USC",23.75,37.75
"3379",2017,11,"Ohio State","Michigan State",36.75,19.25
"3380",2017,11,"Utah","Washington State",24.5,25.5
"3381",2017,11,"Boston College","NC State",25.75,28.75
"3382",2017,11,"Maryland","Michigan",16.75,31.25
"3383",2017,11,"Louisiana Tech","Florida Atlantic",32.5,35.5
"3384",2017,11,"Navy","SMU",33.75,32.25
"3385",2017,11,"Texas","Kansas",42.25,10.25
"3386",2017,11,"Marshall","Western Kentucky",32.25,22.25
"3387",2017,11,"East Carolina","Tulane",28.5,35.5
"3388",2017,11,"UCLA","Arizona State",34.25,31.25
"3389",2017,11,"Arizona","Oregon State",44.5,24
"3390",2017,11,"Vanderbilt","Kentucky",27.75,25.25
"3391",2017,11,"Cincinnati","Temple",23.25,26.25
"3392",2017,11,"UCF","Connecticut",51,12
"3393",2017,11,"Baylor","Texas Tech",28.5,38.5
"3394",2017,11,"Army","Duke",23.75,27.25
"3395",2017,11,"Georgia Tech","Virginia Tech",22.75,25.25
"3396",2017,11,"Illinois","Indiana",20.5,31
"3397",2017,11,"Northwestern","Purdue",28.75,22.25
"3398",2017,11,"South Carolina","Florida",22.5,18
"3399",2017,11,"Auburn","Georgia",22.75,25.25
"3400",2017,11,"Oklahoma","TCU",34.75,28.75
"3401",2017,11,"Air Force","Wyoming",26.25,23.75
"3402",2017,11,"Ole Miss","Louisiana",45,22
"3403",2017,11,"Coastal Carolina","Troy",17.5,35
"3404",2017,11,"Texas A&M","New Mexico",36,17
"3405",2017,11,"LSU","Arkansas",36.5,18.5
"3406",2017,11,"Penn State","Rutgers",44,13
"3407",2017,11,"Louisville","Virginia",39.75,26.25
"3408",2017,11,"Missouri","Tennessee",38,26
"3409",2017,11,"Syracuse","Wake Forest",31,33.5
"3410",2017,11,"Miami","Notre Dame",28,31.5
"3411",2017,11,"Iowa State","Oklahoma State",26.5,34
"3412",2017,11,"Kansas State","West Virginia",27.5,30.5
"3413",2017,11,"Central Michigan","Eastern Michigan",25,26.5
"3414",2017,12,"Boise State","Air Force",38.75,21.25
"3415",2017,12,"Southern Mississippi","Charlotte",33,15.5
"3416",2017,12,"UTEP","Louisiana Tech",15.75,32.75
"3417",2017,12,"Georgia Southern","South Alabama",19.5,25.5
"3418",2017,12,"Utah State","Hawai'i",33.25,22.75
"3419",2017,12,"Colorado State","San José State",50,17.5
"3420",2017,12,"Florida","UAB",29.25,18.75
"3421",2017,12,"Idaho","Coastal Carolina",28.75,21.75
"3422",2017,12,"Louisiana","New Mexico State",30.5,34
"3423",2017,12,"San Diego State","Nevada",36.25,19.25
"3424",2017,12,"Kent State","Central Michigan",13.75,30.75
"3425",2017,12,"Akron","Ohio",18.25,32.75
"3426",2017,12,"Miami (OH)","Eastern Michigan",26.25,24.75
"3427",2017,12,"Ball State","Buffalo",19,36.5
"3428",2017,12,"Western Kentucky","Middle Tennessee",27.25,28.75
"3429",2017,12,"New Mexico","UNLV",28.75,26.25
"3430",2017,12,"Arkansas","Mississippi State",21,35
"3431",2017,12,"Old Dominion","Rice",29.25,22.25
"3432",2017,12,"Northern Illinois","Western Michigan",29,20.5
"3433",2017,12,"South Florida","Tulsa",44.5,20.5
"3434",2017,12,"Kansas","Oklahoma",14,54
"3435",2017,12,"Wisconsin","Michigan",23.75,17.25
"3436",2017,12,"Auburn","Louisiana Monroe",53,15
"3437",2017,12,"Notre Dame","Navy",39.75,18.75
"3438",2017,12,"USC","UCLA",42,27.5
"3439",2017,12,"Temple","UCF",22.5,36
"3440",2017,12,"Wake Forest","NC State",32.75,29.75
"3441",2017,12,"Memphis","SMU",41,30.5
"3442",2017,12,"Stanford","California",35.5,21.5
"3443",2017,12,"West Virginia","Texas",28.25,25.25
"3444",2017,12,"East Carolina","Cincinnati",31,35.5
"3445",2017,12,"Wyoming","Fresno State",18.75,20.75
"3446",2017,12,"Baylor","Iowa State",21,28.5
"3447",2017,12,"Arkansas State","Texas State",43.25,16.25
"3448",2017,12,"Iowa","Purdue",24.25,18.25
"3449",2017,12,"Duke","Georgia Tech",21.25,27.75
"3450",2017,12,"Tulane","Houston",19.25,28.75
"3451",2017,12,"Ole Miss","Texas A&M",33.25,35.75
"3452",2017,12,"Oregon","Arizona",40,37
"3453",2017,12,"Connecticut","Boston College",15,36
"3454",2017,12,"North Texas","Army",30.75,28.75
"3455",2017,12,"Texas Tech","TCU",22.75,29.25
"3456",2017,12,"Miami","Virginia",34.75,14.75
"3457",2017,12,"Georgia","Kentucky",37.25,13.75
"3458",2017,12,"Tennessee","LSU",12.75,29.75
"3459",2017,12,"Florida Atlantic","Florida International",40,25.5
"3460",2017,12,"Bowling Green","Toledo",24.75,41.75
"3461",2017,12,"Oregon State","Arizona State",25.75,32.75
"3462",2017,12,"Washington","Utah",32.25,14.75
"3463",2017,12,"Michigan State","Maryland",29.25,15.25
"3464",2017,12,"Vanderbilt","Missouri",28.5,36
"3465",2017,12,"Oklahoma State","Kansas State",41.25,21.75
"3466",2017,12,"BYU","UMass",27.5,24
"3467",2017,12,"Louisville","Syracuse",43,27.5
"3468",2017,12,"Penn State","Nebraska",42.75,15.75
"3469",2017,12,"Virginia Tech","Pittsburgh",31.75,17.75
"3470",2017,12,"Ohio State","Illinois",47.5,6.5
"3471",2017,12,"UT San Antonio","Marshall",24,21
"3472",2017,12,"Northwestern","Minnesota",23.75,16.75
"3473",2017,13,"Eastern Michigan","Bowling Green",38.25,24.25
"3474",2017,13,"Akron","Kent State",30.25,15.75
"3475",2017,13,"Ball State","Miami (OH)",18,35
"3476",2017,13,"Toledo","Western Michigan",36,25.5
"3477",2017,13,"Buffalo","Ohio",24.25,30.75
"3478",2017,13,"San Diego State","New Mexico",33.75,12.75
"3479",2017,13,"Florida International","Western Kentucky",26.75,29.75
"3480",2017,13,"Fresno State","Boise State",21.75,28.25
"3481",2017,13,"Florida","Florida State",19,24
"3482",2017,13,"Rice","North Texas",25.25,37.75
"3483",2017,13,"UAB","UTEP",34.25,13.25
"3484",2017,13,"Middle Tennessee","Old Dominion",32.5,19
"3485",2017,13,"Nevada","UNLV",36.75,33.25
"3486",2017,13,"Tennessee","Vanderbilt",24.25,21.75
"3487",2017,13,"New Mexico State","Idaho",32.75,22.75
"3488",2017,13,"Louisiana","Georgia Southern",30.25,25.75
"3489",2017,13,"Hawai'i","BYU",22,25
"3490",2017,13,"Air Force","Utah State",29.75,27.25
"3491",2017,13,"UCF","South Florida",37.5,27.5
"3492",2017,13,"Virginia","Virginia Tech",20.75,27.75
"3493",2017,13,"Central Michigan","Northern Illinois",24.5,27
"3494",2017,13,"Arkansas","Missouri",29.75,39.75
"3495",2017,13,"Texas","Texas Tech",33,25.5
"3496",2017,13,"Auburn","Alabama",21.25,26.25
"3497",2017,13,"South Carolina","Clemson",17,29.5
"3498",2017,13,"Oklahoma","West Virginia",46,23
"3499",2017,13,"Minnesota","Wisconsin",12.25,31.75
"3500",2017,13,"Georgia Tech","Georgia",19.75,31.25
"3501",2017,13,"Michigan","Ohio State",18.5,31
"3502",2017,13,"Washington","Washington State",29.75,20.25
"3503",2017,13,"LSU","Texas A&M",31,20
"3504",2017,13,"Oklahoma State","Kansas",53.75,13.25
"3505",2017,13,"Illinois","Northwestern",14.75,31.25
"3506",2017,13,"Kentucky","Louisville",28.75,38.75
"3507",2017,13,"Purdue","Indiana",26,25
"3508",2017,13,"Cincinnati","Connecticut",32.5,26
"3509",2017,13,"SMU","Tulane",36.5,29.5
"3510",2017,13,"Syracuse","Boston College",25.75,30.25
"3511",2017,13,"Wake Forest","Duke",34.25,23.75
"3512",2017,13,"Charlotte","Florida Atlantic",20.25,44.75
"3513",2017,13,"Marshall","Southern Mississippi",25,23
"3514",2017,13,"Louisiana Monroe","Arkansas State",30.25,38.75
"3515",2017,13,"Kansas State","Iowa State",26.5,24
"3516",2017,13,"NC State","North Carolina",36,21
"3517",2017,13,"Tulsa","Temple",26,30.5
"3518",2017,13,"San José State","Wyoming",14.75,33.25
"3519",2017,13,"Utah","Colorado",33.25,23.75
"3520",2017,13,"Pittsburgh","Miami",21,33
"3521",2017,13,"TCU","Baylor",38.5,14
"3522",2017,13,"Arizona State","Arizona",36.75,38.75
"3523",2017,13,"Mississippi State","Ole Miss",39.25,25.25
"3524",2017,13,"Maryland","Penn State",16.25,39.75
"3525",2017,13,"Troy","Texas State",38.5,15
"3526",2017,13,"Rutgers","Michigan State",14.75,28.25
"3527",2017,13,"Houston","Navy",30.75,24.25
"3528",2017,13,"UCLA","California",36.5,29.5
"3529",2017,13,"Georgia State","Appalachian State",22.25,28.75
"3530",2017,13,"Oregon","Oregon State",43.75,18.25
"3531",2017,13,"Nebraska","Iowa",23,27.5
"3532",2017,13,"Stanford","Notre Dame",27.75,30.75
"3533",2017,13,"Memphis","East Carolina",55.5,26
"3534",2017,14,"Florida International","UMass",27,29.5
"3535",2017,14,"Coastal Carolina","Georgia Southern",23.25,26.25
"3536",2017,14,"Georgia State","Idaho",26.25,18.75
"3537",2017,14,"Appalachian State","Louisiana",35.25,21.25
"3538",2017,14,"New Mexico State","South Alabama",33.5,21.5
"3539",2017,14,"USC","Stanford",30.75,27.25
"3540",2017,14,"Auburn","Georgia",23,25
"3541",2017,14,"Oklahoma","TCU",35.25,28.25
"3542",2017,14,"Wisconsin","Ohio State",23.75,27.25
"3543",2017,14,"UCF","Memphis",43.25,36.75
"3544",2017,14,"Toledo","Akron",40.5,20
"3545",2017,14,"Florida State","Louisiana Monroe",44.5,18.5
"3546",2017,14,"Arkansas State","Troy",29.5,30.5
"3547",2017,14,"Florida Atlantic","North Texas",41,30
"3548",2017,14,"Boise State","Fresno State",30.25,20.25
"3549",2017,14,"Clemson","Miami",30.25,17.75
"3550",2017,15,"Navy","Army",23,20.5
"3551",2018,1,"Kentucky","Central Michigan",33.25,15.75
"3552",2018,1,"Liberty","Old Dominion",27,32
"3553",2018,1,"South Alabama","Louisiana Tech",21.25,31.75
"3554",2018,1,"Vanderbilt","Middle Tennessee",30.25,27.25
"3555",2018,1,"Michigan State","Utah State",38,14.5
"3556",2018,1,"Stanford","San Diego State",31.5,18
"3557",2018,1,"Western Michigan","Syracuse",30.25,35.25
"3558",2018,1,"Duke","Army",30.25,16.25
"3559",2018,1,"Colorado State","Colorado",29.25,36.25
"3560",2018,1,"Maryland","Texas",20.75,33.25
"3561",2018,1,"Rutgers","Texas State",32.25,15.75
"3562",2018,1,"Wyoming","Washington State",21,24.5
"3563",2018,1,"Notre Dame","Michigan",22,24.5
"3564",2018,1,"Oregon","Bowling Green",52.75,18.25
"3565",2018,1,"South Carolina","Coastal Carolina",43.25,12.25
"3566",2018,1,"Rice","Houston",15,40.5
"3567",2018,1,"Florida International","Indiana",21,34
"3568",2018,1,"Penn State","Appalachian State",39,15
"3569",2018,1,"Texas Tech","Ole Miss",34.5,37
"3570",2018,1,"Auburn","Washington",26,24.5
"3571",2018,1,"Oklahoma","Florida Atlantic",42.75,24.25
"3572",2018,1,"North Texas","SMU",37,33.5
"3573",2018,1,"Illinois","Kent State",37.75,19.75
"3574",2018,1,"California","North Carolina",32.25,25.25
"3575",2018,1,"Ohio State","Oregon State",51,11
"3576",2018,1,"Arizona State","UT San Antonio",35.25,18.25
"3577",2018,1,"Arizona","BYU",35.25,25.25
"3578",2018,1,"UCLA","Cincinnati",38,24
"3579",2018,1,"USC","UNLV",41.25,17.25
"3580",2018,1,"Florida State","Virginia Tech",30.5,23.5
"3581",2018,1,"Tennessee","West Virginia",24.75,34.75
"3582",2018,1,"LSU","Miami",22.25,25.25
"3583",2018,1,"Hawai'i","Navy",25,37.5
"3584",2018,1,"Boston College","UMass",41.5,21
"3585",2018,1,"Iowa","Northern Illinois",27.75,18.25
"3586",2018,1,"Troy","Boise State",19.75,28.75
"3587",2018,1,"Miami (OH)","Marshall",26.25,25.25
"3588",2018,1,"Alabama","Louisville",42,18.5
"3589",2018,1,"Tulane","Wake Forest",24.75,31.75
"3590",2018,1,"Purdue","Northwestern",26.75,25.75
"3591",2018,1,"Wisconsin","Western Kentucky",44.25,7.75
"3592",2018,1,"Colorado State","Hawai'i",37.5,20.5
"3593",2018,1,"New Mexico State","Wyoming",21,26
"3594",2018,1,"Connecticut","UCF",23,47
"3595",2018,1,"Minnesota","New Mexico State",35.25,13.75
"3596",2018,2,"Bowling Green","Maryland",26,39.5
"3597",2018,2,"Coastal Carolina","UAB",23,31.5
"3598",2018,2,"Alabama","Arkansas State",49.75,13.25
"3599",2018,2,"Texas A&M","Clemson",19.25,31.25
"3600",2018,2,"Wisconsin","New Mexico",46.75,11.25
"3601",2018,2,"Stanford","USC",29.5,25
"3602",2018,2,"Boise State","Connecticut",48.75,14.75
"3603",2018,2,"Purdue","Eastern Michigan",32.5,17.5
"3604",2018,2,"Army","Liberty",32.25,24.75
"3605",2018,2,"NC State","Georgia State",40.75,15.75
"3606",2018,2,"Central Michigan","Kansas",25.75,22.75
"3607",2018,2,"Charlotte","Appalachian State",17,31.5
"3608",2018,2,"UT San Antonio","Baylor",19,36
"3609",2018,2,"Northern Illinois","Utah",17.5,30
"3610",2018,2,"Utah State","New Mexico State",42.5,19.5
"3611",2018,2,"UNLV","UTEP",38,15.5
"3612",2018,2,"Washington State","San José State",47.75,15.75
"3613",2018,2,"Vanderbilt","Nevada",34.75,24.75
"3614",2018,2,"Hawai'i","Rice",43.5,26.5
"3615",2018,2,"Missouri","Wyoming",36,17
"3616",2018,2,"Michigan","Western Michigan",41,13.5
"3617",2018,2,"Navy","Memphis",30,37
"3618",2018,2,"Colorado State","Arkansas",28.25,42.25
"3619",2018,2,"Nebraska","Colorado",32.5,29.5
"3620",2018,2,"Old Dominion","Florida International",24.25,27.25
"3621",2018,2,"Southern Mississippi","Louisiana Monroe",36.25,31.25
"3622",2018,2,"Ohio State","Rutgers",46.25,11.75
"3623",2018,2,"Oklahoma","UCLA",48.5,17.5
"3624",2018,2,"Georgia Southern","UMass",31.25,29.75
"3625",2018,2,"Florida","Kentucky",33,19.5
"3626",2018,2,"South Florida","Georgia Tech",29,32
"3627",2018,2,"Iowa","Iowa State",25.25,21.75
"3628",2018,2,"Temple","Buffalo",28.25,24.25
"3629",2018,2,"Kansas State","Mississippi State",22.5,29
"3630",2018,2,"Houston","Arizona",37,34
"3631",2018,2,"South Carolina","Georgia",23,31.5
"3632",2018,2,"East Carolina","North Carolina",21.25,37.75
"3633",2018,2,"Pittsburgh","Penn State",21.75,29.25
"3634",2018,2,"Notre Dame","Ball State",47.25,13.25
"3635",2018,2,"Oklahoma State","South Alabama",47.25,16.75
"3636",2018,2,"Texas","Tulsa",41.5,19
"3637",2018,2,"Miami (OH)","Cincinnati",24.75,23.25
"3638",2018,2,"Northwestern","Duke",25,22.5
"3639",2018,2,"Florida Atlantic","Air Force",34.5,26.5
"3640",2018,2,"Arizona State","Michigan State",24.75,29.25
"3641",2018,2,"BYU","California",25,22.5
"3642",2018,2,"SMU","TCU",18,41.5
"3643",2018,3,"Tennessee","UTEP",42.25,8.75
"3644",2018,3,"Northern Illinois","Central Michigan",30.75,17.25
"3645",2018,3,"Mississippi State","Louisiana",48.25,14.25
"3646",2018,3,"Buffalo","Eastern Michigan",28.5,25.5
"3647",2018,3,"South Alabama","Texas State",29.5,19.5
"3648",2018,3,"Purdue","Missouri",31.5,36.5
"3649",2018,3,"TCU","Ohio State",22.75,35.75
"3650",2018,3,"Ole Miss","Alabama",24.5,47
"3651",2018,3,"Georgia","Middle Tennessee",47.25,12.75
"3652",2018,3,"Wisconsin","BYU",37.25,13.75
"3653",2018,3,"Auburn","LSU",27.75,17.75
"3654",2018,3,"Oklahoma State","Boise State",31.75,33.75
"3655",2018,3,"San Diego State","Arizona State",22,26.5
"3656",2018,3,"Syracuse","Florida State",32.75,36.25
"3657",2018,3,"Army","Hawai'i",34.75,27.75
"3658",2018,3,"Pittsburgh","Georgia Tech",25.5,28.5
"3659",2018,3,"Illinois","South Florida",22.5,36.5
"3660",2018,3,"Baylor","Duke",26.25,24.25
"3661",2018,3,"Arkansas","North Texas",35,29.5
"3662",2018,3,"Florida","Colorado State",40.75,19.25
"3663",2018,3,"Northwestern","Akron",33.5,12
