"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_wr_share","est_tar","est_dkpts","value"
"1","Nathaniel Dell",7900,"UH","MEM",1,27.5,30,0.306841492815013,9.92822506940101,17.7242946624756,2.24358160284501
"2","Ricky White",7000,"UNLV","SJSU",1,22.5,29,0.289267358177893,8.63713507122176,13.6352252960205,1.94788932800293
"3","Trey Palmer",6900,"NEB","RU",1,26.75,23.75,0.291005415294411,8.361302016173,16.7419452667236,2.42636887923531
"4","Tory Horton",6200,"CSU","NEV",1,20.5,24,0.346865951936814,9.42167708440116,12.772011756897,2.06000189627371
"5","Javon Ivory",6000,"MEM","UH",1,30,27.5,0.237921108590949,8.09235904964723,16.9368324279785,2.82280540466309
"6","Jamaal Bell",5600,"NEV","CSU",1,24,20.5,0.260378873848109,6.7122655935525,12.1329793930054,2.16660346303667
"7","Elijah Cooks",5200,"SJSU","UNLV",1,29,22.5,0.290613425548513,8.26972317065371,16.2633895874023,3.1275749206543
"8","Johnny Langan",4300,"RU","NEB",1,23.75,26.75,0.326737274994178,9.45196291723217,12.3046436309814,2.8615450304608
"9","Justin Lockhart",5700,"SJSU","UNLV",2,29,22.5,0.20526911335245,5.84115733712698,10.9647636413574,1.92364274409779
"10","Matthew Golden",5500,"UH","MEM",2,27.5,30,0.171590218571835,5.5520076312363,8.49725914001465,1.54495620727539
"11","Eddie Lewis",5400,"MEM","UH",2,30,27.5,0.184026159474992,6.25924183784643,11.7887754440308,2.1831065637094
"12","B.J. Casteel",5200,"NEV","CSU",2,24,20.5,0.208279626851872,5.36920738804372,9.41463088989258,1.81050594036396
"13","Aron Cruickshank",4800,"RU","NEB",2,23.75,26.75,0.183290420678591,5.30228532807834,9.56524848937988,1.99276010195414
"14","Marcus Washington",4500,"NEB","RU",2,26.75,23.75,0.17174687623166,4.93471058280603,9.02343559265137,2.00520790947808
"15","Justus Ross-Simmons",3000,"CSU","NEV",2,20.5,24,0.186920692120897,5.07719593613115,7.80857515335083,2.60285838445028
"16","Gabriel Rogers",4600,"MEM","UH",3,30,27.5,0.155929266570938,5.30358831510668,8.90903663635254,1.93674709485925
"17","Joseph Manjack IV",3900,"UH","MEM",3,27.5,30,0.164438282196258,5.32059813909967,7.68659973144531,1.9709230080629
