"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","DeWayne McBride",8500,"UAB","FAU",1,25.25,20.75,25.5313321911408,1.82509005409781,28.6854915618896,3.37476371316349
"2","Blake Corum",7900,"MICH","MSU",1,38.25,16.25,28.0511316627572,2.43991968822823,25.5900020599365,3.23924076708057
"3","Travis Dye",7800,"USC","ARIZ",1,44.75,30.25,21.9939956560712,2.79066663355744,23.2444095611572,2.98005250784067
"4","Israel Abanikanda",7700,"PITT","UNC",1,31.25,34.25,25.5858634962057,2.93836600134145,29.6927394866943,3.85619993333693
"5","Chris Rodriguez Jr.",7100,"UK","TENN",1,25,36.5,24.2715885293794,1.75865873370806,22.643461227417,3.18921989118549
"6","Xazavian Valladay",6700,"ASU","COL",1,30.5,17,21.2798053679416,2.84737766117635,22.1623954772949,3.30782022049178
"7","Jabari Small",6400,"TENN","UK",1,36.5,25,15.3805796089886,2.29783989070163,18.6255722045898,2.91024565696716
"8","Khalan Laborn",6300,"MRSHL","C-C",1,28,25.5,30.5136990305769,2.93216414084986,25.6734409332275,4.07514935448056
"9","Zach Evans",6100,"MISS","TA&M",1,28,26,20.3808953956624,2.28062522705708,19.645191192627,3.22052314633229
"10","Devon Achane",6000,"TA&M","MISS",1,26,28,26.1644393773198,4.37183794485897,25.0221385955811,4.17035643259684
"11","Richard Reese",5900,"BAY","TTU",1,29.5,31.5,22.7042541339583,2.35917069985534,20.1411838531494,3.41375997511007
"12","Jalen Berger",5800,"MSU","MICH",1,16.25,38.25,11.8447448311962,3.06097524178562,8.95551109313965,1.54405363674822
"13","Tahj Brooks",5600,"TTU","BAY",1,31.5,29.5,16.4229148394913,4.0453917771222,18.4410953521729,3.29305274145944
"14","Reese White",5400,"C-C","MRSHL",1,25.5,28,16.3867930120614,2.65686754760709,15.5292167663574,2.87578088265878
"15","Larry McCammon III",4900,"FAU","UAB",1,20.75,25.25,14.9338417671734,2.4239296262871,15.1381988525391,3.08942833725287
"16","D.J. Jones",4800,"UNC","PITT",1,34.25,31.25,14.5936098564875,3.01448252104494,15.6895179748535,3.26864957809448
"17","Jonah Coleman",4600,"ARIZ","USC",1,30.25,44.75,17.2200459197679,3.26423176991941,16.0503730773926,3.4892115385636
"18","Alex Fontenot",3300,"COL","ASU",1,17,30.5,15.9144230288773,2.36633610294475,13.0581531524658,3.95701610680782
"19","Jermaine Brown Jr.",6900,"UAB","FAU",2,25.25,20.75,9.91090301732051,2.35551579109653,9.99992275238037,1.44926416701165
"20","Quinshon Judkins",6800,"MISS","TA&M",2,28,26,10.6545525037972,2.13721551124001,17.7672576904297,2.61283201329848
"21","Donovan Edwards",5500,"MICH","MSU",2,38.25,16.25,7.10732103637734,2.5668603411513,11.3253116607666,2.05914757468484
"22","Jarek Broussard",5300,"MSU","MICH",2,16.25,38.25,8.1625539403747,2.13948975423518,6.43113994598389,1.21342263131771
"23","Austin Jones",5200,"USC","ARIZ",2,44.75,30.25,6.23594102642992,2.66495089719307,7.47557497024536,1.43761057120103
"24","Elijah Green",5100,"UNC","PITT",2,34.25,31.25,7.66686165910179,1.95490747943633,10.4449739456177,2.04803410698386
"25","Michael Wiley",5000,"ARIZ","USC",2,30.25,44.75,8.52473032456925,3.37169893369463,9.69481563568115,1.93896312713623
"26","SaRodorick Thompson",4900,"TTU","BAY",2,31.5,29.5,8.87973234848437,2.93785563121285,12.9077262878418,2.63422985466159
"27","Kavosiey Smoke",4300,"UK","TENN",2,25,36.5,8.15165935246836,1.44569843658041,9.0808687210083,2.11182993511821
"28","Jaylen Wright",4200,"TENN","UK",2,36.5,25,10.8543894937882,2.48834076204184,10.7724885940552,2.5648782366798
"29","CJ Beasley",4100,"C-C","MRSHL",2,25.5,28,7.11727421606161,2.48074486177375,11.5188474655151,2.80947499158906
"30","Daniyel Ngata",3900,"ASU","COL",2,30.5,17,6.00216737893406,1.89539278155549,7.47557497024536,1.91681409493471
"31","Ethan Payne",3600,"MRSHL","C-C",2,28,25.5,3.566164677031,1.94998197785095,6.72275972366333,1.86743325657315
"32","Amari Daniels",3400,"TA&M","MISS",2,26,28,4.22030626592104,1.98810634878149,6.76158666610718,1.98870196061976
"33","Vincent Davis",3400,"PITT","UNC",2,31.25,34.25,7.49522855746391,2.47953239042056,8.77742767333984,2.58159637451172
"34","Deion Smith",3000,"COL","ASU",2,17,30.5,9.89784619960943,2.53999171723867,7.881751537323,2.627250512441
"35","Taye McWilliams",3000,"BAY","TTU",2,29.5,31.5,10.5243005355589,2.92242232197308,9.46609210968018,3.15536403656006
"36","Ulysses Bentley IV",4700,"MISS","TA&M",3,28,26,3.25652263275678,2.29909411320294,6.4982795715332,1.3826126747943
"37","Jayle Stacks",3600,"COL","ASU",3,17,30.5,3.7631975809221,2.02103872180191,5.12628936767578,1.42396926879883
"38","Qualan Jones",3600,"BAY","TTU",3,29.5,31.5,3.4139102644485,3.34320441614339,5.96444845199585,1.65679123666551
"39","JuTahn McClain",3500,"UK","TENN",3,25,36.5,3.61091344222877,1.76786605570839,6.64190769195557,1.8976879119873
"40","Bryson Donnell",3500,"TTU","BAY",3,31.5,29.5,5.26213693214537,2.58712984436862,7.72393226623535,2.20683779035296
"41","Raleek Brown",3200,"USC","ARIZ",3,44.75,30.25,3.20392406703026,2.10193165679958,6.72939729690552,2.10293665528297
"42","CJ Stokes",3200,"MICH","MSU",3,38.25,16.25,3.47066895958103,1.72457631278946,6.639319896698,2.07478746771812
"43","George Hart III",3000,"ASU","COL",3,30.5,17,2.83031618203847,1.9704175847801,6.72939729690552,2.24313243230184
"44","C'Bo Flemister",3000,"PITT","UNC",3,31.25,34.25,3.41108656858376,1.71283996528481,5.5922908782959,1.86409695943197
"45","George Pettaway",3000,"UNC","PITT",3,34.25,31.25,4.11327849315466,2.14273445100999,7.75765514373779,2.5858850479126
"46","Harold Joiner",3000,"MSU","MICH",3,16.25,38.25,3.17283066010745,1.98836159101523,3.2460081577301,1.08200271924337
"47","Max Balthazar",3000,"C-C","MRSHL",3,25.5,28,4.3946575724429,1.52618992407134,6.85235691070557,2.28411897023519
"48","Maurice Jones",3000,"MRSHL","C-C",3,28,25.5,1.9339481283925,1.60894903396653,6.97111701965332,2.32370567321777
"49","Zuberi Mobley",3000,"FAU","UAB",3,20.75,25.25,4.54062529400149,1.79279017076432,4.5296516418457,1.50988388061523
"50","Lee Witherspoon",3000,"UAB","FAU",3,25.25,20.75,7.34423316274567,1.75371406269838,11.1842699050903,3.72808996836344
"51","DJ Williams",2800,"ARIZ","USC",3,30.25,44.75,5.18508503856149,2.30218247778803,7.1320686340332,2.54716736929757
"52","Elijah Collins",4000,"MSU","MICH",4,16.25,38.25,1.8670462445918,2.00452855115652,3.2460081577301,0.811502039432526
"53","Stevie Rocker Jr.",3000,"ARIZ","USC",4,30.25,44.75,2.00485387179903,2.57983562166672,6.01304006576538,2.00434668858846
