"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_wr_share","est_tar","est_dkpts","value"
"1","Josh Downs",8000,"UNC","PITT",1,34.25,31.25,0.256111833250722,9.17678738998493,18.2735748291016,2.2841968536377
"2","Jacob Cowing",7800,"ARIZ","USC",1,30.25,44.75,0.276618192908805,10.8948898609488,19.7933902740479,2.53761413769844
"3","Monaray Baldwin",7100,"BAY","TTU",1,29.5,31.5,0.218908608045014,6.90450922169235,17.0419368743896,2.40027279920981
"4","Elijhah Badger",6900,"ASU","COL",1,30.5,17,0.295318899817122,8.40640742928391,16.9596519470215,2.4579205720321
"5","Mario Williams",6800,"USC","ARIZ",1,44.75,30.25,0.265106642406283,8.9365333107724,19.1701412200928,2.81913841471953
"6","Sam Pinckney",6600,"C-C","MRSHL",1,25.5,28,0.31311527214829,8.68844176234674,16.656946182251,2.52377972458348
"7","Cedric Tillman",6500,"TENN","UK",1,36.5,25,0.257503144388542,7.3116796068689,18.506217956543,2.84711045485276
"8","Konata Mumpfield",6300,"PITT","UNC",1,31.25,34.25,0.274701700745971,8.23908620270408,16.8505973815918,2.67469799707806
"9","Corey Gammage",6200,"MRSHL","C-C",1,28,25.5,0.246509403497819,6.46476186085603,12.8317470550537,2.06963662178286
"10","LaJohntay Wester",6100,"FAU","UAB",1,20.75,25.25,0.35185577087757,11.464790460473,16.3643264770508,2.68267647164767
"11","Jonathan Mingo",6000,"MISS","TA&M",1,28,26,0.310863998058852,8.78157887122052,15.5000429153442,2.58334048589071
"12","Ronnie Bell",5800,"MICH","MSU",1,38.25,16.25,0.308752786156762,8.46688830217645,18.0616836547852,3.11408338875606
"13","Jayden Reed",5800,"MSU","MICH",1,16.25,38.25,0.274898977433906,9.23151294694736,14.3822069168091,2.4796908477257
"14","Myles Price",5600,"TTU","BAY",1,31.5,29.5,0.238193287546133,10.9081111419708,19.7464199066162,3.52614641189575
"15","Tayvion Robinson",5400,"UK","TENN",1,25,36.5,0.260020591991483,5.80079839880575,9.7096700668335,1.79808704941361
"16","Trea Shropshire",4900,"UAB","FAU",1,25.25,20.75,0.315698416675352,7.87353614274578,13.9908542633057,2.85527638026646
"17","Chase Lane",4000,"TA&M","MISS",1,26,28,0.317264443448475,9.96349097529367,11.9132194519043,2.97830486297607
"18","Daniel Arias",3900,"COL","ASU",1,17,30.5,0.221201888905937,6.94104759784597,10.0203294754028,2.56931525010329
"19","Jalin Hyatt",7000,"TENN","UK",2,36.5,25,0.230606973403465,6.54797559322892,14.584587097168,2.08351244245257
"20","Malik Heath",6400,"MISS","TA&M",2,28,26,0.225256453292728,6.36325635388312,10.7516860961914,1.67995095252991
"21","Dorian Singer",5900,"ARIZ","USC",2,30.25,44.75,0.215639421097037,8.49317869452469,16.8486747741699,2.85570758884236
"22","Jared Wayne",5500,"PITT","UNC",2,31.25,34.25,0.223394331095091,6.70023209208276,13.1640481948853,2.39346330816096
"23","Keon Coleman",5300,"MSU","MICH",2,16.25,38.25,0.218705191625799,7.34444277277673,9.94705390930176,1.87680262439656
"24","Je'Quan Burton",5200,"FAU","UAB",2,20.75,25.25,0.228457123818094,7.44399629212889,12.0112476348877,2.30985531440148
"25","Gavin Holmes",5100,"BAY","TTU",2,29.5,31.5,0.190786288088558,6.01751432821241,12.4826898574829,2.44758624656528
"26","Talik Keaton",5100,"MRSHL","C-C",2,28,25.5,0.197231069056047,5.17242699433442,8.02475833892822,1.57348202724083
"27","Barion Brown",5000,"UK","TENN",2,25,36.5,0.191969917377865,4.2826561574049,9.23615264892578,1.84723052978516
