"","player","Salary","TeamAbbrev","dk_opp_abbr","implied_total","opp_implied_total","est_pa","est_ra","est_dkpts","value"
"1","Caleb Williams",9800,"USC","ARIZ",44.75,30.25,33.7092018127441,5.2825675964923,29.4255447387695,3.00260660599689
"2","Drake Maye",7900,"UNC","PITT",34.25,31.25,35.8311729431152,6.94897472172852,27.1539058685303,3.4372032744975
"3","Hendon Hooker",7800,"TENN","UK",36.5,25,28.3945255279541,5.15424760511462,30.4018535614014,3.897673533513
"4","Grayson McCall",7600,"C-C","MRSHL",25.5,28,27.7483806610107,5.34335170461253,24.3661231994629,3.20606884203459
"5","N'Kosi Perry",7200,"FAU","UAB",20.75,25.25,32.5837783813477,6.43927019640591,17.2565670013428,2.39674541685316
"6","Will Levis",7100,"UK","TENN",25,36.5,22.3089962005615,6.72645060000553,14.972357749939,2.10878278168154
"7","Jayden de Laura",7000,"ARIZ","USC",30.25,44.75,39.3860206604004,4.13735440980173,33.4084854125977,4.77264077322824
"8","Behren Morton",6800,"TTU","BAY",31.5,29.5,45.7952079772949,4.2142378589574,25.4308013916016,3.73982373405905
"9","Jaxson Dart",6600,"MISS","TA&M",28,26,28.2489414215088,7.88155070757512,22.4844646453857,3.40673706748269
"10","Blake Shapen",6400,"BAY","TTU",29.5,31.5,31.5406017303467,6.53872432618584,19.6320495605469,3.06750774383545
"11","Emory Jones",6200,"ASU","COL",30.5,17,28.4655246734619,6.57958250620425,18.6847114562988,3.01366313811271
"12","Payton Thorne",6100,"MSU","MICH",16.25,38.25,33.5814743041992,4.488622345989,16.8338508605957,2.75964768206487
"13","J.J. McCarthy",6000,"MICH","MSU",38.25,16.25,27.422872543335,4.90198511271538,21.4801445007324,3.5800240834554
"14","Kedon Slovis",5900,"PITT","UNC",31.25,34.25,29.992847442627,5.26875684394781,21.5546970367432,3.65333848080393
"15","Haynes King",5500,"TA&M","MISS",26,28,31.4043731689453,6.85704965339073,16.0420703887939,2.91674007068981
"16","Dylan Hopkins",5200,"UAB","FAU",25.25,20.75,24.940055847168,4.72824188582194,17.9994926452637,3.46144089331994
"17","Henry Colombi",5100,"MRSHL","C-C",28,25.5,26.2252140045166,3.41297923434868,16.4409942626953,3.22372436523438
"18","Owen McCown",4700,"COL","ASU",17,30.5,31.3787899017334,3.35834833529367,14.1833448410034,3.01773294489434
