"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","Chase Brown",7500,"IL","NEB",1,28.75,21.25,25.4556714157451,2.77551170916356,18.6276454925537,2.48368606567383
"2","Deuce Vaughn",7000,"KSU","OKST",1,28.75,27.25,19.8215134705142,2.98713255839587,20.6674385070801,2.95249121529715
"3","Kenny McIntosh",6800,"UGA","UF",1,39.75,16.75,10.8490411901617,3.20769856893767,12.0667448043823,1.77452129476211
"4","Anthony Grant",6700,"NEB","IL",1,21.25,28.75,19.9734392481377,2.68125761613048,13.5572338104248,2.02346773289922
"5","Isaiah Bowser",6500,"UCF","CINCY",1,28.75,27.25,14.3097110189805,2.23166019750433,17.835765838623,2.74396397517278
"6","Jaydn Ott",6400,"CAL","ORE",1,19.75,36.75,19.2594717840573,3.80634951455451,22.0303192138672,3.44223737716675
"7","Charles McClelland",6200,"CINCY","UCF",1,27.25,28.75,16.7319672597941,3.13650152835546,20.6408576965332,3.32917059621503
"8","Dominic Richardson",6100,"OKST","KSU",1,27.25,28.75,18.4837409387669,3.42700817841861,17.4387760162354,2.85881574036645
"9","Justice Ellison",6000,"WAKE","UL",1,34,31,15.973005418463,1.89876016626224,20.0979499816895,3.34965833028158
"10","Montrell Johnson Jr.",5900,"UF","UGA",1,16.75,39.75,11.0455585516064,1.99909884721746,11.7862167358398,1.99766385353218
"11","Bucky Irving",5700,"ORE","CAL",1,36.75,19.75,13.5459621063711,2.82408734920593,20.925724029541,3.67117965430544
"12","Tiyon Evans",5100,"UL","WAKE",1,31,34,13.826507373498,2.52668547227915,17.3191757202148,3.39591680788526
"13","Corey Kiner",5200,"CINCY","UCF",2,27.25,28.75,11.0302139522188,1.8615315736238,12.5082969665527,2.40544172433706
"14","Jaden Nixon",4900,"OKST","KSU",2,27.25,28.75,5.02250727411029,2.50049922017307,6.65855836868286,1.3588894629965
"15","Christian Turner",4900,"WAKE","UL",2,34,31,11.0937211876644,2.21686407381623,11.2691287994385,2.29982220396704
"16","Gabe Ervin Jr.",4200,"NEB","IL",2,21.25,28.75,7.06771017256116,2.58330670575813,5.35062313079834,1.27395788828532
"17","Daijun Edwards",4100,"UGA","UF",2,39.75,16.75,9.95477209146569,1.95208628988096,12.5355682373047,3.05745566763529
"18","Noah Whittington",4000,"ORE","CAL",2,36.75,19.75,10.7026946512879,1.91435542227278,12.3452634811401,3.08631587028503
"19","DeCarlos Brooks",3900,"CAL","ORE",2,19.75,36.75,6.17125847255875,2.04609267642943,5.12628936767578,1.31443317119892
"20","Johnny Richardson",3900,"UCF","CINCY",2,28.75,27.25,7.9317576017961,2.86000159916591,9.91453552246094,2.5421885955028
"21","DJ Giddens",3800,"KSU","OKST",2,28.75,27.25,7.1091378367691,2.74988688417933,8.36585521697998,2.20154084657368
"22","Trevor Etienne",3600,"UF","UGA",2,16.75,39.75,8.1721789776212,1.97789090537852,6.83351945877075,1.89819984965854
"23","Jawhar Jordan",3200,"UL","WAKE",2,31,34,9.25552578280682,2.08072104773495,9.46609210968018,2.95815378427505
"24","Reggie Love III",3000,"IL","NEB",2,28.75,21.25,4.7592687390295,2.2015026483567,7.38549757003784,2.46183252334595
"25","Kendall Milton",5600,"UGA","UF",3,39.75,16.75,7.89222167682618,1.94523486585501,9.54237747192383,1.70399597712926
"26","RJ Harvey",4000,"UCF","CINCY",3,28.75,27.25,4.23783407156435,2.96478174286097,8.09678554534912,2.02419638633728
"27","Nay'Quan Wright",3600,"UF","UGA",3,16.75,39.75,5.80020736738184,2.11180443919089,4.14620590209961,1.15172386169434
"28","Damien Moore",3600,"CAL","ORE",3,19.75,36.75,3.95633658267778,1.93948519523484,5.12628936767578,1.42396926879883
"29","Jordan Schippers",3600,"KSU","OKST",3,28.75,27.25,2.88402403665268,1.7265010225276,6.72939729690552,1.8692770269182
"30","Myles Montgomery",3400,"CINCY","UCF",3,27.25,28.75,4.71420938990602,1.7651089994149,7.69735193252563,2.26392703897813
"31","Sean Dollars",3000,"ORE","CAL",3,36.75,19.75,4.40082090078555,2.46017255758383,8.47195148468018,2.82398382822673
"32","Ollie Gordon",3000,"OKST","KSU",3,27.25,28.75,2.29996123852488,2.39345530600877,6.28523302078247,2.09507767359416
"33","Trevion Cooley",3000,"UL","WAKE",3,31,34,5.80929216520578,2.8553798369482,6.95898246765137,2.31966082255046
"34","Chase Hayden",3000,"IL","NEB",3,28.75,21.25,3.4198772562195,2.00587877481568,6.639319896698,2.21310663223267
"35","Byron Cardwell",4900,"ORE","CAL",4,36.75,19.75,2.21485352262928,1.94378801230401,7.72577142715454,1.57668804635807
"36","Mark-Antony Richards",3200,"UCF","CINCY",4,28.75,27.25,2.35921081167466,1.78885575244961,9.40608501434326,2.93940156698227
"37","Lorenzo Lingard",3000,"UF","UGA",4,16.75,39.75,2.56960273394181,1.71487902824196,3.40003037452698,1.13334345817566
"38","Branson Robinson",3000,"UGA","UF",4,39.75,16.75,2.37586110839939,1.66100379214429,6.35723972320557,2.11907990773519
"39","Deondre Jackson",3000,"OKST","KSU",4,27.25,28.75,1.96382205193559,2.54837343804203,5.66402530670166,1.88800843556722
"40","Jalen Mitchell",3000,"UL","WAKE",4,31,34,2.70120203480925,2.18489558408369,5.96444845199585,1.98814948399862
"41","Jordan James",3000,"ORE","CAL",5,36.75,19.75,2.37129221016132,1.87537514239986,8.22241497039795,2.74080499013265
