"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_wr_share","est_tar","est_dkpts","value"
"1","Trey Palmer",7600,"NEB","IL",1,21.25,28.75,0.354369958363295,10.8083432099014,18.4350986480713,2.42567087474622
"2","Tyler Hudson",7300,"UL","WAKE",1,31,34,0.28821314800278,9.10721839668808,17.7487297058105,2.4313328364124
"3","A.T. Perry",7000,"WAKE","UL",1,34,31,0.297722299669814,10.116480948686,21.9614791870117,3.1373541695731
"4","Tyler Scott",6900,"CINCY","UCF",1,27.25,28.75,0.308044013021848,9.88583513147807,16.1584873199463,2.34180975651395
"5","Troy Franklin",6800,"ORE","CAL",1,36.75,19.75,0.225389140701035,6.70611364493072,16.2505741119385,2.38979031057919
"6","Javon Baker",6400,"UCF","CINCY",1,28.75,27.25,0.280825082365568,7.92057179926692,12.5909357070923,1.96733370423317
"7","Ladd McConkey",5900,"UGA","UF",1,39.75,16.75,0.192260555278148,6.06297545239793,15.7381067276001,2.66747571654239
"8","Brennan Presley",5900,"OKST","KSU",1,27.25,28.75,0.269588934397324,10.8521465252904,17.6238803863525,2.98709837056823
"9","Isaiah Williams",5800,"IL","NEB",1,28.75,21.25,0.271459980970676,7.86881913791818,12.7950620651245,2.20604518364216
"10","Jeremiah Hunter",5000,"CAL","ORE",1,19.75,36.75,0.277952430427034,9.54464051266122,12.6285667419434,2.52571334838867
"11","Xzavier Henderson",4900,"UF","UGA",1,16.75,39.75,0.230572690446812,6.22575729634286,8.89701175689697,1.81571668508101
"12","Malik Knowles",4500,"KSU","OKST",1,28.75,27.25,0.317829209749654,9.35030865212863,20.4086132049561,4.53524737887912
"13","Ryan O'Keefe",7100,"UCF","CINCY",2,28.75,27.25,0.241372613677066,6.80782891934558,14.5845708847046,2.05416491333867
"14","Brock Bowers",6600,"UGA","UF",2,39.75,16.75,0.166726887691657,5.25776608658383,12.683629989624,1.92176211964
"15","Braydon Johnson",6400,"OKST","KSU",2,27.25,28.75,0.204914537704951,8.24871611777231,10.6512393951416,1.66425615549088
"16","Jahmal Banks",6300,"WAKE","UL",2,34,31,0.196302340374609,6.67027256199701,13.9091300964355,2.20779842800564
"17","Tre Tucker",5900,"CINCY","UCF",2,27.25,28.75,0.198509529786909,6.37062367890082,10.3640842437744,1.75662444809736
"18","Pat Bryant",5400,"IL","NEB",2,28.75,21.25,0.239023930815715,6.92859431617767,11.7440233230591,2.17481913389983
"19","J.Michael Sturdivant",5200,"CAL","ORE",2,19.75,36.75,0.176177456644865,6.0497779692976,9.3967342376709,1.80706427647517
"20","Ahmari Huggins-Bruce",5100,"UL","WAKE",2,31,34,0.19938541431808,6.30035973685482,13.1786470413208,2.58404843947467
