"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_wr_share","est_tar","est_dkpts","value"
"1","Rome Odunze",7600,"UW","CAL",1,30.75,23.25,0.260892586784219,9.90499808503428,21.1190567016602,2.77882325021844
"2","Joshua Cobbs",6000,"WYO","UTST",1,24.5,20,0.321578133599504,8.24480312800547,10.7399320602417,1.78998867670695
"3","Jeremiah Hunter",5500,"CAL","UW",1,23.25,30.75,0.24950432636168,8.35920775620096,13.5006742477417,2.45466804504395
"4","Brian Cobbs",5200,"UTST","WYO",1,20,24.5,0.347754417215886,10.2863693518626,14.2251710891724,2.73560982484084
"5","Jamaal Bell",5200,"NEV","SDSU",1,14.5,21.5,0.25774735997612,7.13686820211496,9.37111377716064,1.80213726483859
"6","Jesse Matthews",5100,"SDSU","NEV",1,21.5,14.5,0.268955403934972,5.94342564845017,9.29204273223877,1.82196916318407
"7","Jalen McMillan",6800,"UW","CAL",2,30.75,23.25,0.195139068371432,7.40861257254901,15.2431297302246,2.24163672503303
"8","Wyatt Wieland",4500,"WYO","UTST",2,24.5,20,0.205519627607364,5.26922912822804,7.98276615142822,1.77394803365072
"9","Justin McGriff",4300,"UTST","WYO",2,20,24.5,0.243029634573504,7.18867241050554,9.8151216506958,2.28258643039437
"10","Tyrell Shavers",4200,"SDSU","NEV",2,21.5,14.5,0.232991381017783,5.14868610018235,9.15645408630371,2.1801081157866
"11","J.Michael Sturdivant",3800,"CAL","UW",2,23.25,30.75,0.206732827678023,6.92622321138598,10.5814914703369,2.78460301850971
"12","Dalevon Campbell",3200,"NEV","SDSU",2,14.5,21.5,0.222229247262105,6.15339318513991,8.77945137023926,2.74357855319977
"13","B.J. Casteel",5400,"NEV","SDSU",3,14.5,21.5,0.15461925023193,4.28131333922238,7.14402723312378,1.32296800613403
"14","Ja'Lynn Polk",4700,"UW","CAL",3,30.75,23.25,0.134074623631442,5.09025153489509,9.10931396484375,1.93815190741356
"15","Mark Redman",3700,"SDSU","NEV",3,21.5,14.5,0.155724925531636,3.44123785195071,6.33769941329956,1.71289173332421
"16","Mavin Anderson",3500,"CAL","UW",3,23.25,30.75,0.169885759555279,5.69172639068389,7.28045034408569,2.08012866973877
"17","Treyton Welch",3300,"WYO","UTST",3,24.5,20,0.142355651059597,3.64979516488877,6.30507898330688,1.91062999494148
"18","Will Pelissier",4400,"WYO","UTST",4,24.5,20,0.113472831081305,2.90928099547941,5.48169326782227,1.24583937905051
"19","Brionne Penny",4100,"SDSU","NEV",4,21.5,14.5,0.129313846201825,2.85760099619153,5.71459150314331,1.39380280564471
"20","Giles Jackson",3400,"UW","CAL",4,30.75,23.25,0.110093425790725,4.17978596123895,7.08550453186035,2.0839719211354
"21","Jermaine Terry II",3000,"CAL","UW",4,23.25,30.75,0.113724084481919,3.8101273149471,5.25863647460938,1.75287882486979
"22","Josh Sterzer",3000,"UTST","WYO",3,20,24.5,0.175597091603776,5.19405779460731,5.64267873764038,1.88089291254679
"23","Jacob Munro",3000,"NEV","SDSU",4,14.5,21.5,0.139330900408833,3.85798819740376,4.23820400238037,1.41273466746012
"24","Darius De Los Reyes",3900,"SDSU","NEV",5,21.5,14.5,0.0972833882912044,2.1497860860155,3.9888482093811,1.022781592149
"25","Broc Lane",3500,"UTST","WYO",4,20,24.5,0.125022684376479,3.69809683268363,4.80546808242798,1.37299088069371
"26","Taj Davis",3200,"UW","CAL",5,30.75,23.25,0.0988970790334872,3.75470760022923,5.85030317306519,1.82821974158287
"27","Mason Mangum",3000,"CAL","UW",5,23.25,30.75,0.0869918978046339,2.91451197443774,4.32327127456665,1.44109042485555
"28","Elijah Barclay",3000,"NEV","SDSU",5,14.5,21.5,0.0896778892646253,2.4831264086848,3.82953262329102,1.27651087443034
"29","Mekhi Shaw",3600,"SDSU","NEV",6,21.5,14.5,0.0649719614515428,1.43576227311863,3.56152129173279,0.989311469925774
"30","Xavier Williams",3200,"UTST","WYO",5,20,24.5,0.0642312251840723,1.89992153501781,3.46412920951843,1.08254037797451
"31","Devin Culp",3000,"UW","CAL",6,30.75,23.25,0.0725197352526182,2.75327040778847,5.32760524749756,1.77586841583252
"32","Tommy Christakos",3000,"CAL","UW",6,23.25,30.75,0.0691222739176558,2.31582135943058,3.72432804107666,1.24144268035889
"33","Parker Christensen",3000,"WYO","UTST",5,24.5,20,0.076532621243988,1.96218688119118,4.14035415649414,1.38011805216471
"34","Victor Snow",3000,"NEV","SDSU",6,14.5,21.5,0.0649230478323171,1.79767985092759,2.82461500167847,0.941538333892822
"35","NyNy Davis",3400,"UTST","WYO",6,20,24.5,0.0436399358390036,1.29084341221439,3.22902822494507,0.949714183807373
"36","Lonyatta Alexander Jr.",3000,"UW","CAL",7,30.75,23.25,0.0552817917088743,2.09881793792228,3.58917021751404,1.19639007250468
"37","Monroe Young",3000,"CAL","UW",7,23.25,30.75,0.052938463604921,1.77361099112221,3.04360365867615,1.01453455289205
"38","Ryan Marquez",3000,"WYO","UTST",6,24.5,20,0.0567272589731587,1.45440573645333,3.32862329483032,1.10954109827677
"39","Aaron Greene",3000,"SDSU","NEV",7,21.5,14.5,0.0571559166982333,1.26304188833884,2.43513703346252,0.811712344487508
"40","Tyrese Mack",3000,"NEV","SDSU",7,14.5,21.5,0.0587121557166842,1.62570401206378,3.05120944976807,1.01706981658936
"41","Cooper Shults",3300,"NEV","SDSU",8,14.5,21.5,0.0412608654103639,1.14248835901269,2.04651856422424,0.620157140674013
"42","Keleki Latu",3200,"CAL","UW",8,23.25,30.75,0.0459036776372143,1.53792274361974,3.94825839996338,1.23383074998856
"43","Jack Westover",3000,"UW","CAL",8,30.75,23.25,0.0552817917088743,2.09881793792228,4.49382448196411,1.49794149398804
