"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","Toa Taua",7600,"NEV","SDSU",1,14.5,21.5,14.8019400655962,3.368087666099,15.6501207351685,2.05922641252217
"2","Wayne Taulapapa",7100,"UW","CAL",1,30.75,23.25,12.9222489006448,3.3656811920095,18.0841236114502,2.54705966358453
"3","Jaydn Ott",6400,"CAL","UW",1,23.25,30.75,21.4381164127806,3.63036342339659,20.9724884033203,3.2769513130188
"4","Jordan Byrd",6300,"SDSU","NEV",1,21.5,14.5,14.0418438501118,1.66618897729506,14.5681009292603,2.31239697289845
"5","Titus Swen",6000,"WYO","UTST",1,24.5,20,22.4654235257511,2.88145735599378,19.493034362793,3.24883906046549
"6","Calvin Tyler Jr.",5400,"UTST","WYO",1,20,24.5,18.0910744277289,2.12898987366473,17.5610408782959,3.25204460709183
"7","Chance Bell",5800,"SDSU","NEV",2,21.5,14.5,7.41235111366407,1.44816884585748,6.78151512145996,1.1692267450793
"8","Devonte Lee",5700,"NEV","SDSU",2,14.5,21.5,8.21724415930426,2.28871452571097,7.48052978515625,1.31237364651864
"9","Cameron Davis",5500,"UW","CAL",2,30.75,23.25,7.82901111032631,2.33349104762007,12.5912199020386,2.28931270946156
"10","Dawaiian McNeely",4500,"WYO","UTST",2,24.5,20,8.69498706276856,1.92528743106109,9.53125953674316,2.11805767483181
"11","Robert Briggs",3400,"UTST","WYO",2,20,24.5,6.22024062893578,1.74990008057504,4.81173181533813,1.41521523980533
"12","DeCarlos Brooks",3300,"CAL","UW",2,23.25,30.75,5.58695896938777,1.95023478935754,4.81328964233398,1.45857261888909
"13","Pailate Makakona",5300,"UTST","WYO",3,20,24.5,2.74258781456565,2.2547357279415,4.06555604934692,0.767086047046589
"14","Kenan Christon",4700,"SDSU","NEV",3,21.5,14.5,5.92214282115465,2.19748567504812,5.89123821258545,1.25345493884797
"15","Damien Moore",4200,"CAL","UW",3,23.25,30.75,4.38083427284681,2.13533534006517,4.81328964233398,1.14602134341285
"16","Cross Patton",3000,"NEV","SDSU",3,14.5,21.5,2.6323814455204,1.96373635101888,4.29539680480957,1.43179893493652
"17","Richard Newton",4900,"UW","CAL",4,30.75,23.25,2.26514284751818,2.06171321576265,6.72939729690552,1.37334638712357
"18","Wesley Kommer",3600,"NEV","SDSU",4,14.5,21.5,2.04416737011681,2.00380823784422,4.29539680480957,1.19316577911377
