"","position","player","Salary","Opponent","team_name","implied_total","opp_implied_total","est_pa","est_ra","est_fdpts","value"
"1","QB","Drake Maye",11700,"PITT","N CAROLINA",34.25,31.25,35.8311729431152,6.94897472172852,25.7837600708008,2.20374017699152
"2","QB","Caleb Williams",11200,"ARIZ","USC",44.75,30.25,33.7092018127441,5.2825675964923,24.1766891479492,2.15863295963832
"3","QB","Hendon Hooker",11000,"UK","TENNESSEE",36.5,25,28.3945255279541,5.15424760511462,27.7953147888184,2.52684679898349
"4","QB","Grayson McCall",10200,"MAR","COAST CAR",25.5,28,27.7483806610107,5.34335170461253,21.8837146759033,2.14546222312778
"5","QB","Behren Morton",10000,"BAY","TEXAS TECH",31.5,29.5,45.7952079772949,4.2142378589574,22.3889579772949,2.23889579772949
"6","QB","Jayden de Laura",9800,"USC","ARIZONA",30.25,44.75,39.3860206604004,4.13735440980173,32.0572319030762,3.27114611255879
"7","QB","Blake Shapen",9400,"TTU","BAYLOR",29.5,31.5,31.5406017303467,6.53872432618584,18.5741062164307,1.97596874642879
"8","QB","Jaxson Dart",9300,"TXAM","OLE MISS",28,26,28.2489414215088,7.88155070757512,22.6474266052246,2.43520716185211
"9","QB","Will Levis",9100,"TENN","KENTUCKY",25,36.5,22.3089962005615,6.72645060000553,14.1460037231445,1.55450590364226
"10","QB","Kedon Slovis",7900,"UNC","PITTSBURGH",31.25,34.25,29.992847442627,5.26875684394781,16.4678745269775,2.08454107936425
"11","QB","Emory Jones",7700,"CU","ARIZONA ST",30.5,17,28.4655246734619,6.57958250620425,16.0738964080811,2.0875190140365
"12","QB","J.J. McCarthy",7500,"MSU","MICHIGAN",38.25,16.25,27.422872543335,4.90198511271538,17.0310096740723,2.2708012898763
"13","QB","Haynes King",6600,"MISS","TEXAS A&M",26,28,31.4043731689453,6.85704965339073,15.8102140426636,2.39548697616115
"14","QB","Payton Thorne",6500,"MICH","MICH STATE",16.25,38.25,33.5814743041992,4.488622345989,16.6311721801758,2.5586418738732
"15","QB","Owen McCown",5000,"ASU","COLORADO",17,30.5,31.3787899017334,3.35834833529367,13.0095634460449,2.60191268920898
