"","position","player","Salary","Opponent","team_name","string","implied_total","opp_implied_total","est_ra","est_re","est_fdpts","value"
"1","RB","Jordan Mims",9200,"NEV","FRESNO ST",1,38,16,24.111049919209,1.95668090490249,20.881706237793,2.26975067802098
"2","RB","Bucky Irving",8500,"UTAH","OREGON",1,29.25,31.25,14.0459642479372,3.47764957830559,16.6305103302002,1.95653062708238
"3","RB","Tavion Thomas",8400,"ORE","UTAH",1,31.25,29.25,15.9814583425035,1.66481311020346,18.4127731323242,2.19199680146717
"4","RB","Toa Taua",8300,"FRES","NEVADA",1,16,38,23.1366235640801,3.78064013023081,18.1462688446045,2.18629745115717
"5","RB","Calvin Tyler Jr.",8000,"SJST","UTAH ST",1,26,24.5,22.2006036785127,2.87364014106977,18.5831317901611,2.32289147377014
"6","RB","Kairee Robinson",7400,"UTST","S JOSE ST",1,24.5,26,23.971102684169,3.61410846249566,17.9540386199951,2.42622143513448
"7","RB","Noah Whittington",7600,"UTAH","OREGON",2,29.25,31.25,11.0554202087918,3.22166322713937,12.2095851898193,1.60652436708149
"8","RB","Micah Bernard",6100,"ORE","UTAH",2,31.25,29.25,8.29699796121816,2.83598624162459,8.93080425262451,1.46406627092205
"9","RB","Malik Sherrod",5900,"NEV","FRESNO ST",2,38,16,6.83171275044169,2.21949993376863,8.46096420288086,1.43406172930184
"10","RB","Devonte Lee",5700,"FRES","NEVADA",2,16,38,6.23056166220652,2.72387392655471,4.86522531509399,0.853548300893683
"11","RB","Robert Briggs",5100,"SJST","UTAH ST",2,26,24.5,6.95149388647652,1.91692003393853,6.96120309829712,1.36494178397983
"12","RB","Shamar Garrett",4800,"UTST","S JOSE ST",2,24.5,26,3.92740085538676,2.18238406938165,5.08844709396362,1.06009314457575
"13","RB","Elijah Gilliam",4800,"NEV","FRESNO ST",3,38,16,3.21025946140972,1.76800954591905,7.59368371963501,1.58201744159063
"14","RB","Sean Dollars",4700,"UTAH","OREGON",3,29.25,31.25,5.44453029754286,2.78610268760253,7.59979391098022,1.61697742786813
"15","RB","Kenyon Sims",4600,"UTST","S JOSE ST",3,24.5,26,3.1839650676995,2.03947092496039,4.36062240600586,0.947961392609969
"16","RB","Cross Patton",4400,"FRES","NEVADA",3,16,38,3.11725958171648,2.29996852070409,4.13739967346191,0.94031810760498
"17","RB","Pailate Makakona",4100,"SJST","UTAH ST",3,26,24.5,2.29088590805487,2.2460262506244,4.93849182128906,1.20451020031441
"18","RB","Jaylon Glover",5000,"ORE","UTAH",3,31.25,29.25,3.30480611728642,1.72775098403577,6.71093082427979,1.34218616485596
"19","RB","Jordan James",4500,"UTAH","OREGON",4,29.25,31.25,2.32130688329814,2.00487719776079,6.22336483001709,1.38296996222602
"20","RB","Wesley Kommer",4300,"FRES","NEVADA",4,16,38,2.48120942340329,2.15438924439873,3.48879647254944,0.811348016871962
"21","RB","Jevon Bigelow",4000,"NEV","FRESNO ST",4,38,16,1.90880425086339,1.26647137435293,9.24664115905762,2.3116602897644
"22","RB","Jordan Wilmore",4300,"SJST","UTAH ST",4,26,24.5,1.23765935445228,1.15155476316919,7.74688005447388,1.80160001266834
"23","RB","Kilohana Haasenritter",4200,"UTAH","OREGON",5,29.25,31.25,1.58602096337481,1.68618339185074,6.73019075393677,1.60242636998494
"24","RB","Johnathan Arceneaux",4000,"NEV","FRESNO ST",5,38,16,2.39301386769044,1.26647137435293,9.24664115905762,2.3116602897644
"25","RB","Terrell Johnson",4000,"FRES","NEVADA",5,16,38,1.97592658952671,1.26744207144575,6.29718494415283,1.57429623603821
"26","RB","Chris Curry",4500,"ORE","UTAH",4,31.25,29.25,2.65406258326975,1.08389653473125,8.36388874053955,1.85864194234212
"27","RB","Simi Bakare",4000,"NEV","FRESNO ST",6,38,16,1.70671369160445,1.26647137435293,9.24664115905762,2.3116602897644
"28","RB","Ricky Parks",4000,"ORE","UTAH",5,31.25,29.25,2.79585519053076,1.08389653473125,8.36388874053955,2.09097218513489
