"","position","player","Salary","Opponent","team_name","implied_total","opp_implied_total","est_pa","est_ra","est_fdpts","value"
"1","QB","Drake Maye",12000,"DUKE","N CAROLINA",36.75,29.75,31.9841480255127,5.80117448109547,25.2948341369629,2.10790284474691
"2","QB","Spencer Sanders",11600,"TCU","OKLA STATE",32.5,36,37.6944999694824,8.37810743165733,26.0777149200439,2.24807887241758
"3","QB","Max Duggan",11000,"OKST","TCU",36,32.5,32.0863342285156,6.64659377318418,24.9804954528809,2.27095413208008
"4","QB","Bryce Young",10800,"TENN","ALABAMA",36.25,28.75,32.8303375244141,3.86701897011636,19.3284320831299,1.78966963732684
"5","QB","DJ Uiagalelei",10700,"FSU","CLEMSON",27.25,23.75,29.5551872253418,10.2771087555734,23.0626659393311,2.1553893401244
"6","QB","KJ Jefferson",10600,"BYU","ARKANSAS",34,32.5,27.5115966796875,13.1602838965846,28.3056640625,2.67034566627358
"7","QB","Hendon Hooker",10500,"ALA","TENNESSEE",28.75,36.25,38.840145111084,6.17386723363643,21.9452800750732,2.0900266738165
"8","QB","Dillon Gabriel",10400,"KU","OKLAHOMA",35.75,26.75,31.3550262451172,4.37156196734747,24.6977615356445,2.37478476304274
"9","QB","Caleb Williams",10300,"UTAH","USC",30.75,34.25,32.4433288574219,5.33051710103285,22.6939792633057,2.20329895760249
"10","QB","Cameron Rising",10200,"USC","UTAH",34.25,30.75,28.5934886932373,5.17194486053927,21.746545791626,2.13201429329666
"11","QB","Will Rogers",10200,"UK","MISS STATE",26.25,19.75,44.6603927612305,2.28085297939737,22.3873023986816,2.1948335684982
"12","QB","Jaren Hall",10100,"ARK","BYU",32.5,34,33.6556053161621,4.32067339678315,22.4424858093262,2.22202829795309
"13","QB","Riley Leonard",10000,"UNC","DUKE",29.75,36.75,31.2784976959229,5.5701198164104,22.2806758880615,2.22806758880615
"14","QB","Jason Bean",9900,"OU","KANSAS",26.75,35.75,26.1523265838623,5.5968772829101,14.4055242538452,1.45510345998437
"15","QB","Garrett Shrader",9800,"NCST","SYRACUSE",23.25,19.75,27.663501739502,9.46462494776512,20.4242362976074,2.08410574465382
"16","QB","Jaxson Dart",9500,"AUB","OLE MISS",34.25,19.75,28.157133102417,7.52639061752291,21.6491298675537,2.27885577553197
"17","QB","Quinn Ewers",9400,"ISU","TEXAS",33,16,31.7331924438477,4.4726248919595,18.0779247283936,1.923183481744
"18","QB","Drew Pyne",8800,"STAN","NOTRE DAME",35.25,18.25,29.057653427124,4.15947339613325,18.5177459716797,2.1042893149636
"19","QB","Jordan Travis",8700,"CLEM","FLORIDA ST",23.75,27.25,32.0922813415527,5.55871863640908,16.707633972168,1.92041769795034
"20","QB","Sean Clifford",8600,"MICH","PENN STATE",22.5,29.5,31.5214767456055,4.21313825010168,13.9562921524048,1.62282466888428
"21","QB","Anthony Richardson",8600,"LSU","FLORIDA",27.25,24.25,25.6432476043701,6.91302135663716,16.9661979675293,1.97281371715457
"22","QB","Jayden Daniels",8500,"UF","LSU",24.25,27.25,33.0303535461426,7.92056991783306,14.9217042922974,1.75549462262322
"23","QB","Robby Ashford",8200,"MISS","AUBURN",19.75,34.25,33.2489547729492,5.91245840812769,14.117359161377,1.72162916602158
"24","QB","Will Levis",8000,"MSST","KENTUCKY",19.75,26.25,30.0042934417725,6.02672363369379,14.0367069244385,1.75458836555481
"25","QB","Hunter Dekkers",7600,"TEX","IOWA STATE",16,33,39.8482933044434,3.88865472569836,13.8166122436523,1.81797529521741
"26","QB","J.J. McCarthy",7300,"PSU","MICHIGAN",29.5,22.5,27.3122272491455,6.12650787562626,15.5973081588745,2.13661755601021
"27","QB","Tanner McKee",7200,"ND","STANFORD",18.25,35.25,32.8081817626953,3.60378668160973,15.3095474243164,2.12632603115506
"28","QB","Jack Chambers",7000,"SYR","NC STATE",19.75,23.25,30.3375110626221,6.4306165088251,11.5804710388184,1.65435300554548
