Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Zion Burns (23786486),Zion Burns,23786486,RB/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
RB,Jeshua Fixel (23786498),Jeshua Fixel,23786498,RB/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
RB,Jamoni Jones (23786564),Jamoni Jones,23786564,RB/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
RB,Makhilyn Young (23786567),Makhilyn Young,23786567,RB/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
RB,Braylon Stewart (23786570),Braylon Stewart,23786570,RB/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
RB,Star Thomas (23786573),Star Thomas,23786573,RB/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
RB,Tim Gans (23786576),Tim Gans,23786576,RB/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,1.4
WR,Jacob Franklin (23786828),Jacob Franklin,23786828,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
WR,Wyatt Campos (23786837),Wyatt Campos,23786837,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
WR,Jacob Munro (23786855),Jacob Munro,23786855,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
WR,Bronson Burrow (23786858),Bronson Burrow,23786858,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
WR,Edwin Lacrosse (23786861),Edwin Lacrosse,23786861,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
WR,Dyson Frank (23786864),Dyson Frank,23786864,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
WR,Kevin Kremer (23786882),Kevin Kremer,23786882,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
WR,Cameron Zeidler (23786885),Cameron Zeidler,23786885,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
WR,Trevor Stephens (23786924),Trevor Stephens,23786924,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
WR,Kareem Burgess (23786927),Kareem Burgess,23786927,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
