"","player_name","team_name","dk_pos","salary","dk_own","slate_size","week"
"1","Jerreth Sterns","HOUB","WR","$4,100","34%","6","Week 1, 2020"
"2","Brady White","MEM","QB","$7,200","0%","6","Week 1, 2020"
"3","Bailey Zappe","HOUB","QB","$5,000","20%","6","Week 1, 2020"
"4","Damonte Coxie","MEM","WR","$7,700","0%","6","Week 1, 2020"
"5","Shane Buechele","SMU","QB","$9,000","47%","6","Week 1, 2020"
"6","Asher O'Hara","MTSU","QB","$6,200","42%","6","Week 1, 2020"
"7","Dreshawn Minnieweather","HOUB","RB","$5,500","16%","6","Week 1, 2020"
"8","Ben Ratzlaff","HOUB","WR","$4,900","33%","6","Week 1, 2020"
"9","Marcell Barbee","TXST","WR","$3,000","1%","6","Week 1, 2020"
"10","Xavier Gipson","SFA","WR","$6,100","0%","6","Week 1, 2020"
"11","Sandon McCoy","ARMY","RB","$4,800","20%","6","Week 1, 2020"
"12","Jaelon Darden","UNT","WR","$7,300","21%","6","Week 1, 2020"
"13","Tahj Washington","MEM","WR","$3,700","0%","6","Week 1, 2020"
"14","Logan Bonner","ARST","QB","$6,100","0%","6","Week 1, 2020"
"15","Ean Beek","HOUB","RB","$4,600","0%","6","Week 1, 2020"
"16","Jeremiah Haydel","TXST","WR","$4,500","2%","6","Week 1, 2020"
"17","Trae Self","SFA","QB","$5,900","0%","6","Week 1, 2020"
"18","Brenden Knox","MRSHL","RB","$8,000","51%","6","Week 1, 2020"
"19","Rashee Rice","SMU","WR","$4,800","9%","6","Week 1, 2020"
"20","Jimmy Marshall","MTSU","WR","$4,200","12%","6","Week 1, 2020"
"21","Kaymen Cureton","EKU","QB","$4,500","0%","6","Week 1, 2020"
"22","Kylen Granson","SMU","WR","$6,000","19%","6","Week 1, 2020"
"23","Deonte Simpson","UNT","WR","$4,800","1%","6","Week 1, 2020"
"24","Brady McBride","TXST","QB","$5,600","6%","6","Week 1, 2020"
"25","Kylan Watkins","MEM","RB","$6,300","0%","6","Week 1, 2020"
"26","Reggie Roberson Jr.","SMU","WR","$8,200","42%","6","Week 1, 2020"
"27","Jason Pirtle","UNT","WR","$4,000","2%","6","Week 1, 2020"
"28","Camden Harrison","ARMY","WR","$3,900","2%","6","Week 1, 2020"
"29","Grant Wells","MRSHL","QB","$7,300","4%","6","Week 1, 2020"
"30","TJ McDaniel","SMU","RB","$7,000","26%","6","Week 1, 2020"
"31","Da'Leon Ward","SFA","RB","$5,900","0%","6","Week 1, 2020"
"32","Alonzo Booth","EKU","RB","$5,100","6%","6","Week 1, 2020"
"33","Josh McGowen","SFA","RB","$4,000","0%","6","Week 1, 2020"
"34","Jonathan Adams Jr.","ARST","WR","$6,200","0%","6","Week 1, 2020"
"35","Calvin Wiggins","SMU","WR","$5,300","1%","6","Week 1, 2020"
"36","Brandon Bowling","ARST","WR","$3,700","0%","6","Week 1, 2020"
"37","Layne Hatcher","ARST","QB","$6,300","0%","6","Week 1, 2020"
"38","Caleb Twyford","TXST","WR","$4,600","2%","6","Week 1, 2020"
"39","Jyaire Shorter","UNT","WR","$6,400","5%","6","Week 1, 2020"
"40","CJ Windham","MTSU","WR","$5,900","4%","6","Week 1, 2020"
"41","Jacob Cowing","UTEP","WR","$5,100","0%","6","Week 1, 2020"
"42","Jarrin Pierce","MTSU","WR","$4,700","5%","6","Week 1, 2020"
"43","Keyion Dixon","EKU","WR","$4,700","1%","6","Week 1, 2020"
"44","Jackson Beerman","EKU","WR","$3,400","0%","6","Week 1, 2020"
"45","Christian Anderson","ARMY","QB","$7,400","10%","6","Week 1, 2020"
"46","Chaton Mobley","MTSU","RB","$5,700","2%","6","Week 1, 2020"
"47","Justin Garrett","UTEP","WR","$5,500","0%","6","Week 1, 2020"
"48","Calvin Austin III","MEM","WR","$5,000","0%","6","Week 1, 2020"
"49","Austin Aune","UNT","QB","$7,900","0%","6","Week 1, 2020"
"50","Gavin Hardison","UTEP","QB","$7,700","0%","6","Week 1, 2020"
"51","Jamal Jones","ARST","RB","$3,900","0%","6","Week 1, 2020"
"52","DJ Dormeus","HOUB","WR","$3,200","0%","6","Week 1, 2020"
"53","Tre Siggers","UNT","RB","$7,500","15%","6","Week 1, 2020"
"54","Walter Dawn Jr.","UTEP","WR","$4,200","0%","6","Week 1, 2020"
"55","DeAndre Torrey","UNT","RB","$8,300","0%","6","Week 1, 2020"
"56","Quardraiz Wadley","UTEP","RB","$6,500","0%","6","Week 1, 2020"
"57","Brock Sturges","TXST","RB","$5,200","2%","6","Week 1, 2020"
"58","Artice Hobbs IV","ARMY","RB","$4,400","1%","6","Week 1, 2020"
"59","Willie Johnson","MRSHL","WR","$6,900","3%","6","Week 1, 2020"
"60","Rodrigues Clark","MEM","RB","$5,200","0%","6","Week 1, 2020"
"61","Allen Arclies III","SFA","WR","$3,600","0%","6","Week 1, 2020"
"62","Ulysses Bentley IV","SMU","RB","$5,300","1%","6","Week 1, 2020"
"63","Micah Hilts","TXST","WR","$3,800","0%","6","Week 1, 2020"
"64","Jacquez Jones","EKU","WR","$3,000","0%","6","Week 1, 2020"
"65","Xavier Gaines","MRSHL","WR","$5,200","3%","6","Week 1, 2020"
"66","Ryan Graham","ARST","RB","$4,500","0%","6","Week 1, 2020"
"67","Michael Roberts","ARMY","WR","$3,700","0%","6","Week 1, 2020"
"68","Remi Simmons","SFA","WR","$3,000","0%","6","Week 1, 2020"
"69","Sean Dykes","MEM","WR","$4,200","0%","6","Week 1, 2020"
"70","Jaylon Johnson","HOUB","WR","$3,500","0%","6","Week 1, 2020"
"71","Drue Jackson","TXST","WR","$3,000","4%","6","Week 1, 2020"
"72","Frank Peasant","MTSU","RB","$3,000","0%","6","Week 1, 2020"
"73","Broc Thompson","MRSHL","WR","$5,700","2%","6","Week 1, 2020"
"74","Ethan Bradds","EKU","WR","$3,000","0%","6","Week 1, 2020"
"75","Sheldon Evans","MRSHL","RB","$4,200","4%","6","Week 1, 2020"
"76","Reed Tyler","ARST","WR","$3,200","0%","6","Week 1, 2020"
"77","Joshua Fields","UTEP","RB","$3,900","0%","6","Week 1, 2020"
"78","Yusuf Ali","MTSU","WR","$3,500","0%","6","Week 1, 2020"
"79","Trent Thompson","UTEP","WR","$3,000","0%","6","Week 1, 2020"
"80","Talik Keaton","MRSHL","WR","$5,000","1%","6","Week 1, 2020"
"81","Greg White","UNT","WR","$4,200","1%","6","Week 1, 2020"
"82","Blake Aragon","TXST","WR","$3,200","0%","6","Week 1, 2020"
"83","Javen Banks","TXST","WR","$5,400","9%","6","Week 1, 2020"
"84","DJ England-Chisolm","MTSU","WR","$5,100","0%","6","Week 1, 2020"
"85","Tyler Page","SMU","WR","$4,300","0%","6","Week 1, 2020"
"86","Isaiah Alston","ARMY","WR","$3,000","0%","6","Week 1, 2020"
"87","Jayy McDonald","MTSU","RB","$4,300","1%","6","Week 1, 2020"
"88","Bubba Ogbebor","ARST","WR","$4,400","0%","6","Week 1, 2020"
"89","Kameron Wilson","MEM","WR","$3,500","0%","6","Week 1, 2020"
"90","Devin Miller","MRSHL","WR","$3,500","0%","6","Week 1, 2020"
"91","Waydale Jones","TXST","WR","$3,200","0%","6","Week 1, 2020"
"92","QuenTyvian Borders","SFA","WR","$3,000","0%","6","Week 1, 2020"
"93","Nic Smith","UNT","RB","$4,700","0%","6","Week 1, 2020"
"94","Devaughn Cooper","UTEP","WR","$6,600","0%","6","Week 1, 2020"
"95","Ben Redding","SMU","WR","$3,300","0%","6","Week 1, 2020"
"96","Asher Alberding","UNT","WR","$3,000","0%","6","Week 1, 2020"
"97","Tommy McIntyre","SMU","WR","$3,700","0%","6","Week 1, 2020"
"98","Giles Amos","ARST","WR","$3,000","0%","6","Week 1, 2020"
"99","Zach Fryar","UTEP","WR","$3,000","0%","6","Week 1, 2020"
"100","Brock Purdy","ISU","QB","$7,300","40%","7","Week 2, 2020"
"101","Sam Howell","UNC","QB","$8,900","45%","7","Week 2, 2020"
"102","Skylar Thompson","KSU","QB","$6,800","19%","7","Week 2, 2020"
"103","Breece Hall","ISU","RB","$7,000","53%","7","Week 2, 2020"
"104","Ian Book","ND","QB","$8,700","16%","7","Week 2, 2020"
"105","Dazz Newsome","UNC","WR","$7,900","37%","7","Week 2, 2020"
"106","Dyami Brown","UNC","WR","$6,900","43%","7","Week 2, 2020"
"107","Beau Corrales","UNC","WR","$5,000","14%","7","Week 2, 2020"
"108","Phillip Brooks","KSU","WR","$3,400","1%","7","Week 2, 2020"
"109","Anthony Adkins","ARMY","RB","$3,900","0%","7","Week 2, 2020"
"110","James Blackman","FSU","QB","$6,500","0%","7","Week 2, 2020"
"111","Javonte Williams","UNC","RB","$5,600","25%","7","Week 2, 2020"
"112","Levi Lewis","ULL","QB","$6,100","4%","7","Week 2, 2020"
"113","Jarret Doege","WVU","QB","$8,200","12%","7","Week 2, 2020"
"114","Tamorrion Terry","FSU","WR","$7,800","0%","7","Week 2, 2020"
"115","Michael Carter","UNC","RB","$6,500","14%","7","Week 2, 2020"
"116","Tommy DeVito","SYR","QB","$6,300","9%","7","Week 2, 2020"
"117","Sam James","WVU","WR","$7,400","12%","7","Week 2, 2020"
"118","Winston Wright Jr.","WVU","WR","$4,800","8%","7","Week 2, 2020"
"119","Leddie Brown","WVU","RB","$7,700","10%","7","Week 2, 2020"
"120","Sandon McCoy","ARMY","RB","$6,300","20%","7","Week 2, 2020"
"121","Christian Anderson","ARMY","QB","$8,100","5%","7","Week 2, 2020"
"122","Bryce Ford-Wheaton","WVU","WR","$6,700","4%","7","Week 2, 2020"
"123","Elijah Mitchell","ULL","RB","$5,900","12%","7","Week 2, 2020"
"124","Logan Bonner","ARST","QB","$5,700","2%","7","Week 2, 2020"
"125","Jeff Sims","GT","QB","$4,500","0%","7","Week 2, 2020"
"126","Harry Trotter","KSU","RB","$5,500","8%","7","Week 2, 2020"
"127","Malik Knowles","KSU","WR","$6,100","7%","7","Week 2, 2020"
"128","Chase Allen","ISU","WR","$3,200","3%","7","Week 2, 2020"
"129","Colby Suits","ULM","QB","$5,500","0%","7","Week 2, 2020"
"130","Kyren Williams","ND","RB","$6,600","11%","7","Week 2, 2020"
"131","Ben Skowronek","ND","WR","$6,500","6%","7","Week 2, 2020"
"132","Jonathan Adams Jr.","ARST","WR","$6,000","12%","7","Week 2, 2020"
"133","Taj Harris","SYR","WR","$5,600","18%","7","Week 2, 2020"
"134","Avery Davis","ND","WR","$5,000","5%","7","Week 2, 2020"
"135","Xavier Hutchinson","ISU","WR","$4,900","22%","7","Week 2, 2020"
"136","Luke Benson","SYR","WR","$3,500","0%","7","Week 2, 2020"
"137","Tarique Milton","ISU","WR","$6,400","15%","7","Week 2, 2020"
"138","Warren Thompson","FSU","WR","$4,900","0%","7","Week 2, 2020"
"139","Jamal Jones","ARST","RB","$4,000","4%","7","Week 2, 2020"
"140","Chase Brice","DUKE","QB","$5,300","4%","7","Week 2, 2020"
"141","Chabastin Taylor","KSU","WR","$4,000","1%","7","Week 2, 2020"
"142","Jashaun Corbin","FSU","RB","$6,800","0%","7","Week 2, 2020"
"143","Ahmarean Brown","GT","WR","$4,700","0%","7","Week 2, 2020"
"144","Jalen Williams","ULL","WR","$4,700","2%","7","Week 2, 2020"
"145","Keyshawn Helton","FSU","WR","$4,100","0%","7","Week 2, 2020"
"146","Alec Sinkfield","WVU","RB","$5,000","1%","7","Week 2, 2020"
"147","Parker McKinney","EKU","QB","$4,900","1%","7","Week 2, 2020"
"148","Jonathan Hodoh","ULM","WR","$4,700","3%","7","Week 2, 2020"
"149","Camden Harrison","ARMY","WR","$4,400","1%","7","Week 2, 2020"
"150","Trey Ragas","ULL","RB","$5,200","2%","7","Week 2, 2020"
"151","Javon McKinley","ND","WR","$7,200","0%","7","Week 2, 2020"
"152","Peter LeBlanc","ULL","WR","$4,400","8%","7","Week 2, 2020"
"153","Jawhar Jordan","SYR","RB","$6,200","2%","7","Week 2, 2020"
"154","Anthony Queeley","SYR","WR","$4,100","2%","7","Week 2, 2020"
"155","Josh Johnson","ULM","RB","$7,100","8%","7","Week 2, 2020"
"156","Jordan Mason","GT","RB","$5,300","0%","7","Week 2, 2020"
"157","Dakota Allen","EKU","QB","$4,700","0%","7","Week 2, 2020"
"158","Sean Shaw Jr.","ISU","WR","$5,400","6%","7","Week 2, 2020"
"159","Nykeim Johnson","SYR","WR","$4,900","4%","7","Week 2, 2020"
"160","Jalen Camp","GT","WR","$4,200","0%","7","Week 2, 2020"
"161","Tommy Tremble","ND","WR","$4,100","0%","7","Week 2, 2020"
"162","Aaron Hackett","SYR","WR","$3,800","1%","7","Week 2, 2020"
"163","Deon Jackson","DUKE","RB","$5,700","2%","7","Week 2, 2020"
"164","Cade Barnard","ARMY","RB","$3,600","1%","7","Week 2, 2020"
"165","Josh Pederson","ULM","WR","$5,800","3%","7","Week 2, 2020"
"166","Noah Gray","DUKE","WR","$4,200","3%","7","Week 2, 2020"
"167","Malachi Carter","GT","WR","$4,000","0%","7","Week 2, 2020"
"168","Garrett Walston","UNC","WR","$3,800","0%","7","Week 2, 2020"
"169","La'Damian Webb","FSU","RB","$4,500","0%","7","Week 2, 2020"
"170","Artice Hobbs IV","ARMY","RB","$4,100","1%","7","Week 2, 2020"
"171","Keyion Dixon","EKU","WR","$4,000","1%","7","Week 2, 2020"
"172","Zach Jackson","ULM","WR","$4,000","0%","7","Week 2, 2020"
"173","Brandon Bowling","ARST","WR","$3,800","1%","7","Week 2, 2020"
"174","Jackson Beerman","EKU","WR","$3,200","0%","7","Week 2, 2020"
"175","Jacquez Jones","EKU","WR","$3,100","0%","7","Week 2, 2020"
"176","Isaiah Alston","ARMY","WR","$3,100","1%","7","Week 2, 2020"
"177","Ali Jennings","WVU","WR","$3,000","1%","7","Week 2, 2020"
"178","Giles Amos","ARST","WR","$3,000","0%","7","Week 2, 2020"
"179","Chris Tyree","ND","RB","$5,100","0%","7","Week 2, 2020"
"180","Nick Lenners","KSU","RB","$3,700","0%","7","Week 2, 2020"
"181","Jalon Calhoun","DUKE","WR","$5,700","2%","7","Week 2, 2020"
"182","Brock Wright","ND","WR","$4,400","2%","7","Week 2, 2020"
"183","Rontavius Groves","UNC","WR","$4,100","0%","7","Week 2, 2020"
"184","Perry Carter","ULM","WR","$3,500","0%","7","Week 2, 2020"
"185","Reed Tyler","ARST","WR","$3,200","0%","7","Week 2, 2020"
"186","Markenzy Pierre","SYR","RB","$4,900","0%","7","Week 2, 2020"
"187","Alonzo Booth","EKU","RB","$4,800","4%","7","Week 2, 2020"
"188","Jirehl Brock","ISU","RB","$4,200","0%","7","Week 2, 2020"
"189","Jake Bobo","DUKE","WR","$3,900","1%","7","Week 2, 2020"
"190","George Takacs","ND","WR","$3,400","0%","7","Week 2, 2020"
"191","Jordan Young","FSU","WR","$3,200","0%","7","Week 2, 2020"
"192","Easton Dean","ISU","WR","$3,000","0%","7","Week 2, 2020"
"193","Braden Lenzy","ND","WR","$4,000","5%","7","Week 2, 2020"
"194","Bubba Ogbebor","ARST","WR","$4,000","1%","7","Week 2, 2020"
"195","D.J. Matthews","FSU","WR","$3,800","0%","7","Week 2, 2020"
"196","Lawrence Keys III","ND","WR","$3,700","1%","7","Week 2, 2020"
"197","Damond Philyaw-Johnson","DUKE","WR","$3,300","2%","7","Week 2, 2020"
"198","Johnny Lumpkin","ULL","WR","$3,200","0%","7","Week 2, 2020"
"199","Tyler Lamm","ULM","WR","$3,000","0%","7","Week 2, 2020"
"200","Isaiah Phillips","ULM","RB","$4,300","0%","7","Week 2, 2020"
"201","Mataeo Durant","DUKE","RB","$4,000","0%","7","Week 2, 2020"
"202","Quentin Pringle","EKU","RB","$3,900","0%","7","Week 2, 2020"
"203","Jakobi Buchanan","ARMY","RB","$3,000","0%","7","Week 2, 2020"
"204","Javan Hawes","ARST","WR","$3,000","0%","7","Week 2, 2020"
"205","Isaiah Azubuike","ARST","RB","$3,800","0%","7","Week 2, 2020"
"206","Dylan Deveney","GT","WR","$3,400","0%","7","Week 2, 2020"
"207","Jamious Griffin","GT","RB","$3,800","0%","7","Week 2, 2020"
"208","Camren McDonald","FSU","WR","$4,700","0%","7","Week 2, 2020"
"209","TW Ayers","ARST","WR","$3,000","0%","7","Week 2, 2020"
"210","C'Bo Flemister","ND","RB","$3,400","0%","7","Week 2, 2020"
"211","Wyatt Rector","FSU","WR","$3,700","0%","7","Week 2, 2020"
"212","Jake Marwede","DUKE","WR","$3,000","0%","7","Week 2, 2020"
"213","Kamari Morales","UNC","WR","$3,000","0%","7","Week 2, 2020"
"214","Cameron Darling","ULM","WR","$3,000","0%","7","Week 2, 2020"
"215","Chuba Hubbard","OKST","RB","$8,500","75%","12","Week 3, 2020"
"216","Travis Etienne","CLEM","RB","$9,200","0%","12","Week 3, 2020"
"217","Trevor Lawrence","CLEM","QB","$9,700","0%","12","Week 3, 2020"
"218","Tylan Wallace","OKST","WR","$7,700","27%","12","Week 3, 2020"
"219","Ian Book","ND","QB","$8,200","8%","12","Week 3, 2020"
"220","Spencer Sanders","OKST","QB","$7,600","30%","12","Week 3, 2020"
"221","Grant Wells","MRSHL","QB","$6,300","12%","12","Week 3, 2020"
"222","Kyren Williams","ND","RB","$8,400","34%","12","Week 3, 2020"
"223","Dillon Gabriel","UCF","QB","$7,400","29%","12","Week 3, 2020"
"224","Desmond Ridder","CINCY","QB","$8,700","6%","12","Week 3, 2020"
"225","Tre Nixon","UCF","WR","$6,800","18%","12","Week 3, 2020"
"226","Christian Lovick","TLSA","RB","$3,000","0%","12","Week 3, 2020"
"227","Otis Anderson","UCF","RB","$6,100","8%","12","Week 3, 2020"
"228","Jeff Sims","GT","QB","$5,300","41%","12","Week 3, 2020"
"229","Marcus Williams Jr.","APPST","RB","$4,800","10%","12","Week 3, 2020"
"230","Xavier Arline","NAVY","QB","$4,500","2%","12","Week 3, 2020"
"231","Dillon Stoner","OKST","WR","$5,800","9%","12","Week 3, 2020"
"232","Keon Howard","TUL","QB","$6,100","3%","12","Week 3, 2020"
"233","Thomas Hennigan","APPST","WR","$6,000","22%","12","Week 3, 2020"
"234","Levi Lewis","ULL","QB","$6,500","2%","12","Week 3, 2020"
"235","Elijah Mitchell","ULL","RB","$5,800","14%","12","Week 3, 2020"
"236","Shocky Jacques-Louis","PITT","WR","$4,500","6%","12","Week 3, 2020"
"237","Zac Thomas","APPST","QB","$6,900","0%","12","Week 3, 2020"
"238","Brenden Knox","MRSHL","RB","$7,200","15%","12","Week 3, 2020"
"239","Zach Smith","TLSA","QB","$5,600","6%","12","Week 3, 2020"
"240","Sam Crawford Jr.","TLSA","WR","$4,800","8%","12","Week 3, 2020"
"241","Phil Jurkovec","BC","QB","$6,000","2%","12","Week 3, 2020"
"242","Gerrid Doaks","CINCY","RB","$7,600","7%","12","Week 3, 2020"
"243","Keylon Stokes","TLSA","WR","$5,800","16%","12","Week 3, 2020"
"244","Chase Brice","DUKE","QB","$6,800","9%","12","Week 3, 2020"
"245","Wyatt Fischer","CINCY","WR","$3,000","0%","12","Week 3, 2020"
"246","Jordan Addison","PITT","WR","$3,500","17%","12","Week 3, 2020"
"247","Peter LeBlanc","ULL","WR","$7,000","6%","12","Week 3, 2020"
"248","Braden Galloway","CLEM","WR","$4,500","0%","12","Week 3, 2020"
"249","Jayshon Jackson","CINCY","WR","$5,100","3%","12","Week 3, 2020"
"250","Amari Rodgers","CLEM","WR","$8,300","0%","12","Week 3, 2020"
"251","Kenny Pickett","PITT","QB","$6,600","13%","12","Week 3, 2020"
"252","Joseph Ngata","CLEM","WR","$7,400","0%","12","Week 3, 2020"
"253","Tyjae Spears","TUL","RB","$6,000","9%","12","Week 3, 2020"
"254","T.K. Wilkerson","TLSA","RB","$3,400","0%","12","Week 3, 2020"
"255","Lyn-J Dixon","CLEM","RB","$5,600","0%","12","Week 3, 2020"
"256","Malachi Carter","GT","WR","$4,700","22%","12","Week 3, 2020"
"257","Malik Williams","APPST","WR","$4,300","3%","12","Week 3, 2020"
"258","Greg McCrae","UCF","RB","$4,900","4%","12","Week 3, 2020"
"259","Cameron Carroll","TUL","RB","$4,000","2%","12","Week 3, 2020"
"260","Jalen Camp","GT","WR","$4,000","15%","12","Week 3, 2020"
"261","Camerun Peoples","APPST","RB","$4,600","0%","12","Week 3, 2020"
"262","Jalen Williams","ULL","WR","$4,700","0%","12","Week 3, 2020"
"263","Roger Carter","GAST","WR","$3,700","0%","12","Week 3, 2020"
"264","Deon Jackson","DUKE","RB","$5,500","5%","12","Week 3, 2020"
"265","Javon McKinley","ND","WR","$6,100","2%","12","Week 3, 2020"
"266","Michael Young Jr.","CINCY","WR","$5,600","4%","12","Week 3, 2020"
"267","David Bailey","BC","RB","$6,900","27%","12","Week 3, 2020"
"268","Braydon Johnson","OKST","WR","$4,700","5%","12","Week 3, 2020"
"269","Avery Davis","ND","WR","$5,100","6%","12","Week 3, 2020"
"270","Jalon Calhoun","DUKE","WR","$6,600","4%","12","Week 3, 2020"
"271","Cornelious Brown IV","GAST","QB","$5,200","1%","12","Week 3, 2020"
"272","Jared Wayne","PITT","WR","$4,100","1%","12","Week 3, 2020"
"273","Taj Harris","SYR","WR","$5,900","14%","12","Week 3, 2020"
"274","Jamale Carothers","NAVY","RB","$6,700","1%","12","Week 3, 2020"
"275","Hunter Long","BC","WR","$4,700","0%","12","Week 3, 2020"
"276","Jeremiah Oatsvall","APSU","QB","$4,700","0%","12","Week 3, 2020"
"277","Amare Jones","TUL","RB","$4,500","1%","12","Week 3, 2020"
"278","Broc Thompson","MRSHL","WR","$4,900","4%","12","Week 3, 2020"
"279","Braden Lenzy","ND","WR","$3,800","10%","12","Week 3, 2020"
"280","Noah Gray","DUKE","WR","$4,500","5%","12","Week 3, 2020"
"281","Ahmarean Brown","GT","WR","$4,300","5%","12","Week 3, 2020"
"282","Xavier Gaines","MRSHL","WR","$4,600","6%","12","Week 3, 2020"
"283","A.J. Davis","PITT","RB","$5,200","1%","12","Week 3, 2020"
"284","Jalen Virgil","APPST","WR","$3,900","0%","12","Week 3, 2020"
"285","Trey Ragas","ULL","RB","$5,200","10%","12","Week 3, 2020"
"286","Daetrich Harrington","APPST","RB","$5,100","0%","12","Week 3, 2020"
"287","Cornell Powell","CLEM","WR","$6,400","0%","12","Week 3, 2020"
"288","Tommy DeVito","SYR","QB","$5,900","1%","12","Week 3, 2020"
"289","Zay Flowers","BC","WR","$5,500","1%","12","Week 3, 2020"
"290","Talik Keaton","MRSHL","WR","$4,300","3%","12","Week 3, 2020"
"291","LD Brown","OKST","RB","$5,000","0%","12","Week 3, 2020"
"292","CJ Evans Jr.","APSU","RB","$3,800","0%","12","Week 3, 2020"
"293","Willie Johnson","MRSHL","WR","$5,300","0%","12","Week 3, 2020"
"294","Jake Bobo","DUKE","WR","$4,500","1%","12","Week 3, 2020"
"295","Jacob Robertson Jr.","TUL","WR","$5,100","0%","12","Week 3, 2020"
"296","Sam Pinckney","GAST","WR","$4,800","0%","12","Week 3, 2020"
"297","JuanCarlos Santana","TLSA","WR","$3,000","6%","12","Week 3, 2020"
"298","Jerome Ford","CINCY","RB","$5,700","2%","12","Week 3, 2020"
"299","Mychal Cooper","NAVY","WR","$3,800","0%","12","Week 3, 2020"
"300","Duece Watts","TUL","WR","$4,700","0%","12","Week 3, 2020"
"301","Devin Miller","MRSHL","WR","$3,000","0%","12","Week 3, 2020"
"302","Sheldon Evans","MRSHL","RB","$4,000","0%","12","Week 3, 2020"
"303","Eli Pancol","DUKE","WR","$5,000","2%","12","Week 3, 2020"
"304","Baniko Harley","APSU","WR","$3,800","1%","12","Week 3, 2020"
"305","Destin Coates","GAST","RB","$5,500","2%","12","Week 3, 2020"
"306","Chris Tyree","ND","RB","$4,300","0%","12","Week 3, 2020"
"307","Aaron Hackett","SYR","WR","$3,500","0%","12","Week 3, 2020"
"308","Terrance Dixon","GAST","WR","$4,300","0%","12","Week 3, 2020"
"309","Geordon Pollard","APSU","WR","$3,300","0%","12","Week 3, 2020"
"310","Jamious Griffin","GT","RB","$3,900","0%","12","Week 3, 2020"
"311","Cornelius McCoy","GAST","WR","$5,200","5%","12","Week 3, 2020"
"312","Jordan McCloud","USF","QB","$5,500","0%","12","Week 3, 2020"
"313","Mark Walker","NAVY","WR","$3,000","0%","12","Week 3, 2020"
"314","Jacob Harris","UCF","WR","$4,400","2%","12","Week 3, 2020"
"315","Damond Philyaw-Johnson","DUKE","WR","$3,200","2%","12","Week 3, 2020"
"316","Brandon Rainey","CIT","QB","$4,600","0%","12","Week 3, 2020"
"317","Seth Paige","GAST","RB","$4,700","0%","12","Week 3, 2020"
"318","Corey Taylor II","TLSA","RB","$4,200","2%","12","Week 3, 2020"
"319","Jake Hescock","UCF","WR","$4,000","0%","12","Week 3, 2020"
"320","Jaelen Gill","BC","WR","$4,400","1%","12","Week 3, 2020"
"321","Tommy Tremble","ND","WR","$3,700","3%","12","Week 3, 2020"
"322","Nykeim Johnson","SYR","WR","$4,300","0%","12","Week 3, 2020"
"323","Johnny Ford","USF","RB","$4,500","0%","12","Week 3, 2020"
"324","Knowledge McDaniel","MRSHL","RB","$3,000","0%","12","Week 3, 2020"
"325","Bruno Labelle","CINCY","WR","$5,000","1%","12","Week 3, 2020"
"326","Randall St. Felix","USF","WR","$4,600","0%","12","Week 3, 2020"
"327","Dontae Smith","GT","RB","$3,400","0%","12","Week 3, 2020"
"328","Garet Morrell","MRSHL","WR","$3,300","0%","12","Week 3, 2020"
"329","Luke Benson","SYR","WR","$3,700","0%","12","Week 3, 2020"
"330","Brock Wright","ND","WR","$3,900","0%","12","Week 3, 2020"
"331","Jawhar Jordan","SYR","RB","$5,900","0%","12","Week 3, 2020"
"332","Ryan Mitchell","NAVY","WR","$3,600","0%","12","Week 3, 2020"
"333","Darrian Felix","USF","RB","$3,800","0%","12","Week 3, 2020"
"334","J.C. Chalk","CLEM","WR","$3,500","0%","12","Week 3, 2020"
"335","Aubry Payne","GAST","WR","$3,500","0%","12","Week 3, 2020"
"336","Davis Allen","CLEM","WR","$3,200","0%","12","Week 3, 2020"
"337","Brian Snead","APSU","RB","$4,100","0%","12","Week 3, 2020"
"338","Todd Sibley Jr.","PITT","RB","$4,000","0%","12","Week 3, 2020"
"339","Jaetavian Toles","TUL","WR","$4,200","0%","12","Week 3, 2020"
"340","Bryce Miller","USF","WR","$4,300","0%","12","Week 3, 2020"
"341","Josh Johnson","TLSA","WR","$3,700","0%","12","Week 3, 2020"
"342","Travis Levy","BC","RB","$4,200","0%","12","Week 3, 2020"
"343","Henry Pearson","APPST","WR","$3,100","0%","12","Week 3, 2020"
"344","Anthony Queeley","SYR","WR","$4,200","3%","12","Week 3, 2020"
"345","Raleigh Webb","CIT","WR","$3,300","0%","12","Week 3, 2020"
"346","Lawrence Keys III","ND","WR","$3,200","0%","12","Week 3, 2020"
"347","James Palmer","TLSA","WR","$3,600","0%","12","Week 3, 2020"
"348","Dylan Deveney","GT","WR","$3,200","0%","12","Week 3, 2020"
"349","Mitchell Brinkman","USF","WR","$3,300","0%","12","Week 3, 2020"
"350","Frank Ladson Jr.","CLEM","WR","$5,000","0%","12","Week 3, 2020"
"351","Landon Wolf","OKST","WR","$3,800","0%","12","Week 3, 2020"
"352","Mataeo Durant","DUKE","RB","$3,900","0%","12","Week 3, 2020"
"353","Myles Fells","NAVY","RB","$3,900","0%","12","Week 3, 2020"
"354","Leonard Taylor","CINCY","WR","$3,500","0%","12","Week 3, 2020"
"355","Johnny Lumpkin","ULL","WR","$3,100","0%","12","Week 3, 2020"
"356","Ryan O'Keefe","UCF","WR","$3,500","0%","12","Week 3, 2020"
"357","Darien Rencher","CLEM","RB","$4,400","0%","12","Week 3, 2020"
"358","Tre Tucker","CINCY","WR","$3,800","0%","12","Week 3, 2020"
