"","player_name","team_name","dk_pos","salary","dk_own","slate_size","week"
"1787","Dillon Stoner","OKST","WR","$3,500","2%","14","Week 9, 2020"
"1788","Kayshon Boutte","LSU","WR","$3,200","2%","14","Week 9, 2020"
"1789","Noah Vedral","RU","QB","$6,100","1%","14","Week 9, 2020"
"1790","Zach Charbonnet","MICH","RB","$5,200","2%","14","Week 9, 2020"
"1791","John Lovett","BAY","RB","$4,200","0%","14","Week 9, 2020"
"1792","Taye Barber","TCU","WR","$5,400","4%","14","Week 9, 2020"
"1793","R.J. Sneed","BAY","WR","$5,000","3%","14","Week 9, 2020"
"1794","Javon McKinley","ND","WR","$4,200","1%","14","Week 9, 2020"
"1795","Blair Conwright","TCU","WR","$4,000","1%","14","Week 9, 2020"
"1796","Braydon Johnson","OKST","WR","$4,000","3%","14","Week 9, 2020"
"1797","Josh Whyle","CINCY","WR","$3,500","0%","14","Week 9, 2020"
"1798","Jacolby Hewitt","IU","WR","$3,000","0%","14","Week 9, 2020"
"1799","Stetson Bennett","UGA","QB","$6,300","2%","14","Week 9, 2020"
"1800","Rocky Lombardi","MSU","QB","$5,700","1%","14","Week 9, 2020"
"1801","Isaih Pacheco","RU","RB","$6,800","2%","14","Week 9, 2020"
"1802","Hassan Haskins","MICH","RB","$6,400","1%","14","Week 9, 2020"
"1803","C'Bo Flemister","ND","RB","$3,800","3%","14","Week 9, 2020"
"1804","Sean Dykes","MEM","WR","$7,200","2%","14","Week 9, 2020"
"1805","Tayvion Robinson","VT","WR","$4,600","0%","14","Week 9, 2020"
"1806","Brennan Eagles","UT","WR","$4,500","2%","14","Week 9, 2020"
"1807","Alec Pierce","CINCY","WR","$4,200","14%","14","Week 9, 2020"
"1808","Javon Ivory","MEM","WR","$4,000","1%","14","Week 9, 2020"
"1809","Chase Allen","ISU","WR","$3,500","0%","14","Week 9, 2020"
"1810","Tyrion Davis-Price","LSU","RB","$6,100","0%","14","Week 9, 2020"
"1811","Rodrigues Clark","MEM","RB","$5,700","3%","14","Week 9, 2020"
"1812","Jordan Mason","GT","RB","$4,200","0%","14","Week 9, 2020"
"1813","Daimarqua Foster","TCU","RB","$3,600","0%","14","Week 9, 2020"
"1814","Nick Eubanks","MICH","WR","$4,000","0%","14","Week 9, 2020"
"1815","Roman Wilson","MICH","WR","$3,800","0%","14","Week 9, 2020"
"1816","Phil Jurkovec","BC","QB","$5,800","4%","14","Week 9, 2020"
"1817","Joey Gatewood","UK","QB","$4,700","2%","14","Week 9, 2020"
"1818","Jerome Ford","CINCY","RB","$3,400","0%","14","Week 9, 2020"
"1819","Kene Nwangwu","ISU","RB","$3,300","1%","14","Week 9, 2020"
"1820","Bryce Ford-Wheaton","WVU","WR","$4,700","1%","14","Week 9, 2020"
"1821","Quentin Johnston","TCU","WR","$4,200","1%","14","Week 9, 2020"
"1822","Amir Abdur-Rahman","VAND","WR","$4,100","3%","14","Week 9, 2020"
"1823","Jalen Camp","GT","WR","$3,900","0%","14","Week 9, 2020"
"1824","Jared Wiley","UT","WR","$3,300","0%","14","Week 9, 2020"
"1825","Kendre Miller","TCU","RB","$3,100","0%","14","Week 9, 2020"
"1826","Jalen Mitchell","UL","RB","$3,000","0%","14","Week 9, 2020"
"1827","Jaray Jenkins","LSU","WR","$4,300","1%","14","Week 9, 2020"
"1828","Cam Johnson","VAND","WR","$4,200","0%","14","Week 9, 2020"
"1829","Braden Galloway","CLEM","WR","$4,200","2%","14","Week 9, 2020"
"1830","Ben Bresnahan","VAND","WR","$3,700","0%","14","Week 9, 2020"
"1831","Davis Allen","CLEM","WR","$3,400","0%","14","Week 9, 2020"
"1832","CJ Lewis","BC","WR","$3,400","1%","14","Week 9, 2020"
"1833","Michael Young Jr.","CINCY","WR","$3,400","1%","14","Week 9, 2020"
"1834","James Cook","UGA","RB","$4,700","2%","14","Week 9, 2020"
"1835","Chris Rodriguez Jr.","UK","RB","$4,600","1%","14","Week 9, 2020"
"1836","Darwin Barlow","TCU","RB","$4,500","0%","14","Week 9, 2020"
"1837","Chris Evans","MICH","RB","$4,400","0%","14","Week 9, 2020"
"1838","Travis Levy","BC","RB","$3,800","1%","14","Week 9, 2020"
"1839","Blake Corum","MICH","RB","$3,300","0%","14","Week 9, 2020"
"1840","Jayden Reed","MSU","WR","$6,300","2%","14","Week 9, 2020"
"1841","Hunter Long","BC","WR","$5,600","5%","14","Week 9, 2020"
"1842","Ben Skowronek","ND","WR","$5,500","1%","14","Week 9, 2020"
"1843","Chabastin Taylor","KSU","WR","$4,700","0%","14","Week 9, 2020"
"1844","Dontario Drummond","MISS","WR","$4,100","3%","14","Week 9, 2020"
"1845","Pro Wells","TCU","WR","$3,700","0%","14","Week 9, 2020"
"1846","Ahmarean Brown","GT","WR","$3,500","0%","14","Week 9, 2020"
"1847","Tre' McKitty","UGA","WR","$3,400","0%","14","Week 9, 2020"
"1848","Ezra Naylor II","KU","WR","$3,200","0%","14","Week 9, 2020"
"1849","Kylan Watkins","MEM","RB","$5,400","0%","14","Week 9, 2020"
"1850","Shaun Shivers","AUB","RB","$3,900","0%","14","Week 9, 2020"
"1851","Bijan Robinson","UT","RB","$3,800","0%","14","Week 9, 2020"
"1852","Lyn-J Dixon","CLEM","RB","$3,300","0%","14","Week 9, 2020"
"1853","Zay Flowers","BC","WR","$5,300","4%","14","Week 9, 2020"
"1854","Jalen Nailor","MSU","WR","$5,100","2%","14","Week 9, 2020"
"1855","Jonathan Mingo","MISS","WR","$4,900","10%","14","Week 9, 2020"
"1856","Jontre Kirklin","LSU","WR","$4,100","1%","14","Week 9, 2020"
"1857","T.J. Simmons","WVU","WR","$4,000","0%","14","Week 9, 2020"
"1858","Giles Jackson","MICH","WR","$4,000","1%","14","Week 9, 2020"
"1859","Landen Akers","ISU","WR","$3,900","0%","14","Week 9, 2020"
"1860","Andrew Parchment","KU","WR","$3,800","2%","14","Week 9, 2020"
"1861","Josh Fleeks","BAY","WR","$3,600","1%","14","Week 9, 2020"
"1862","Ben Sims","BAY","WR","$3,200","0%","14","Week 9, 2020"
"1863","D.J. Render","KSU","WR","$3,000","0%","14","Week 9, 2020"
"1864","Ken Seals","VAND","QB","$5,000","2%","14","Week 9, 2020"
"1865","Jamauri Wakefield","VAND","RB","$4,200","0%","14","Week 9, 2020"
"1866","Harry Trotter","KSU","RB","$4,000","0%","14","Week 9, 2020"
"1867","LD Brown","OKST","RB","$3,500","0%","14","Week 9, 2020"
"1868","D.J. Williams","AUB","RB","$3,300","0%","14","Week 9, 2020"
"1869","Elijah Collins","MSU","RB","$3,200","0%","14","Week 9, 2020"
"1870","Bo Melton","RU","WR","$4,300","2%","14","Week 9, 2020"
"1871","Tarik Black","UT","WR","$3,700","0%","14","Week 9, 2020"
"1872","Demetris Robertson","UGA","WR","$3,300","0%","14","Week 9, 2020"
"1873","Mike O'Laughlin","WVU","WR","$3,300","0%","14","Week 9, 2020"
"1874","Sean Ryan","WVU","WR","$3,200","0%","14","Week 9, 2020"
"1875","Sean Shaw Jr.","ISU","WR","$3,000","0%","14","Week 9, 2020"
"1876","Changa Hodge","VT","WR","$3,000","0%","14","Week 9, 2020"
"1877","Jovani Haskins","RU","WR","$3,000","0%","14","Week 9, 2020"
"1878","Trestan Ebner","BAY","RB","$5,500","5%","14","Week 9, 2020"
"1879","Velton Gardner","KU","RB","$4,800","3%","14","Week 9, 2020"
"1880","Tony Mathis Jr.","WVU","RB","$4,000","0%","14","Week 9, 2020"
"1881","Hassan Hall","UL","RB","$3,200","0%","14","Week 9, 2020"
"1882","Avery Davis","ND","WR","$3,800","0%","14","Week 9, 2020"
"1883","Tre Mosley","MSU","WR","$3,600","0%","14","Week 9, 2020"
"1884","Racey McMath","LSU","WR","$3,400","1%","14","Week 9, 2020"
"1885","Ze'Vian Capers","AUB","WR","$3,000","0%","14","Week 9, 2020"
"1886","Sammy Wheeler","KSU","WR","$3,000","0%","14","Week 9, 2020"
"1887","John Emery Jr.","LSU","RB","$5,800","2%","14","Week 9, 2020"
"1888","David Bailey","BC","RB","$4,300","0%","14","Week 9, 2020"
"1889","Connor Heyward","MSU","RB","$4,300","0%","14","Week 9, 2020"
"1890","Asim Rose","UK","RB","$4,100","1%","14","Week 9, 2020"
"1891","Aaron Young","RU","RB","$3,200","0%","14","Week 9, 2020"
"1892","Josh Ali","UK","WR","$4,600","5%","14","Week 9, 2020"
"1893","Malachi Carter","GT","WR","$4,500","0%","14","Week 9, 2020"
"1894","Kwamie Lassiter II","KU","WR","$4,200","4%","14","Week 9, 2020"
"1895","Matt Dotson","MSU","WR","$3,900","0%","14","Week 9, 2020"
"1896","Jayshon Jackson","CINCY","WR","$3,800","1%","14","Week 9, 2020"
"1897","John FitzPatrick","UGA","WR","$3,200","0%","14","Week 9, 2020"
"1898","T.J. Banks","WVU","WR","$3,200","0%","14","Week 9, 2020"
"1899","E.J. Williams","CLEM","WR","$3,000","0%","14","Week 9, 2020"
"1900","Brannon Spector","CLEM","WR","$3,000","0%","14","Week 9, 2020"
"1901","Dontae Smith","GT","RB","$3,400","0%","14","Week 9, 2020"
"1902","Keyon Mozee","KSU","RB","$3,000","0%","14","Week 9, 2020"
"1903","Aron Cruickshank","RU","WR","$3,800","2%","14","Week 9, 2020"
"1904","Mike Sainristil","MICH","WR","$3,400","0%","14","Week 9, 2020"
"1905","Kameron Wilson","MEM","WR","$3,400","0%","14","Week 9, 2020"
"1906","Cade Brewer","UT","WR","$3,200","0%","14","Week 9, 2020"
"1907","Adonicas Sanders","GT","WR","$3,100","0%","14","Week 9, 2020"
"1908","Koy Moore","LSU","WR","$3,000","0%","14","Week 9, 2020"
"1909","Te'Vailance Hunt","TCU","WR","$3,000","0%","14","Week 9, 2020"
"1910","Dylan Soehner","ISU","WR","$3,000","0%","14","Week 9, 2020"
"1911","Joe Scates","ISU","WR","$3,000","0%","14","Week 9, 2020"
"1912","Jalon Daniels","KU","QB","$4,700","2%","14","Week 9, 2020"
"1913","Kendall Milton","UGA","RB","$3,300","0%","14","Week 9, 2020"
"1914","Craig Williams","BAY","RB","$3,300","0%","14","Week 9, 2020"
"1915","Jafar Armstrong","ND","RB","$3,000","0%","14","Week 9, 2020"
"1916","Jaelen Gill","BC","WR","$4,000","0%","14","Week 9, 2020"
"1917","Kai Money","UT","WR","$3,500","0%","14","Week 9, 2020"
"1918","Ajou Ajou","CLEM","WR","$3,400","0%","14","Week 9, 2020"
"1919","Tommy Tremble","ND","WR","$3,300","1%","14","Week 9, 2020"
"1920","Darren Wilson Jr.","ISU","WR","$3,200","0%","14","Week 9, 2020"
"1921","Nick Gallo","VT","WR","$3,200","0%","14","Week 9, 2020"
"1922","Braden Smith","UL","WR","$3,200","0%","14","Week 9, 2020"
"1923","Landon Wolf","OKST","WR","$3,000","0%","14","Week 9, 2020"
"1924","Dee Anderson","OKST","WR","$3,000","0%","14","Week 9, 2020"
"1925","Dominic Richardson","OKST","RB","$3,000","0%","14","Week 9, 2020"
"1926","Tre Tucker","CINCY","WR","$4,700","0%","14","Week 9, 2020"
"1927","Sam Brown","WVU","WR","$3,500","0%","14","Week 9, 2020"
"1928","Braylon Sanders","MISS","WR","$3,200","0%","14","Week 9, 2020"
"1929","Chris Pierce Jr.","VAND","WR","$3,200","0%","14","Week 9, 2020"
"1930","Marquez Ezzard","GT","WR","$3,200","0%","14","Week 9, 2020"
"1931","Daniel Jackson","ISU","WR","$3,000","0%","14","Week 9, 2020"
"1932","Jehlani Galloway","BC","WR","$3,000","0%","14","Week 9, 2020"
"1933","Leonard Taylor","CINCY","WR","$3,000","0%","14","Week 9, 2020"
"1934","Jadon Thompson","CINCY","WR","$3,000","0%","14","Week 9, 2020"
"1935","Emari Demercado","TCU","RB","$4,100","0%","14","Week 9, 2020"
"1936","Chris Curry","LSU","RB","$3,500","0%","14","Week 9, 2020"
"1937","Ean Pfeifer","UL","WR","$3,400","0%","14","Week 9, 2020"
"1938","Reese Smith","WVU","WR","$3,100","0%","14","Week 9, 2020"
"1939","Justin Marshall","UL","WR","$3,100","0%","14","Week 9, 2020"
"1940","Jayden Harrison","VAND","WR","$3,000","0%","14","Week 9, 2020"
"1941","John Stephens Jr.","TCU","WR","$3,000","0%","14","Week 9, 2020"
"1942","Marcus Washington","UT","WR","$3,000","0%","14","Week 9, 2020"
"1943","Tyler Burns","KSU","RB","$3,000","0%","14","Week 9, 2020"
"1944","Dezmon Jackson","OKST","RB","$3,000","0%","14","Week 9, 2020"
"1945","Ryan Montgomery","CINCY","RB","$3,000","0%","14","Week 9, 2020"
"1946","Erick All","MICH","WR","$3,800","0%","14","Week 9, 2020"
"1947","Keaton Upshaw","UK","WR","$3,300","0%","14","Week 9, 2020"
"1948","Kaleb Smith","VT","WR","$3,300","0%","14","Week 9, 2020"
"1949","Malik Knowles","KSU","WR","$3,200","0%","14","Week 9, 2020"
"1950","Joseph Ngata","CLEM","WR","$3,200","1%","14","Week 9, 2020"
"1951","Drew Swinney","CLEM","WR","$3,000","0%","14","Week 9, 2020"
"1952","Ricky White","MSU","WR","$3,000","0%","14","Week 9, 2020"
"1953","Daniel Hishaw Jr.","KU","RB","$3,300","0%","14","Week 9, 2020"
"1954","Daijun Edwards","UGA","RB","$3,000","0%","14","Week 9, 2020"
"1955","Darien Rencher","CLEM","RB","$3,000","0%","14","Week 9, 2020"
"1956","Kobe Pace","CLEM","RB","$3,000","0%","14","Week 9, 2020"
"1957","Akeem Hayes","UK","WR","$3,500","0%","14","Week 9, 2020"
"1958","Joe Wilkins Jr.","ND","WR","$3,200","0%","14","Week 9, 2020"
"1959","Marcus Rosemy-Jacksaint","UGA","WR","$3,100","0%","14","Week 9, 2020"
"1960","Mikel Barkley","TCU","WR","$3,000","0%","14","Week 9, 2020"
"1961","Derius Davis","TCU","WR","$3,000","0%","14","Week 9, 2020"
"1962","Will Swinney","CLEM","WR","$3,000","0%","14","Week 9, 2020"
"1963","Isaac Martin","UL","WR","$3,000","0%","14","Week 9, 2020"
"1964","Jordan Jones","CINCY","WR","$3,000","0%","14","Week 9, 2020"
"1965","Ben Mason","MICH","RB","$3,500","0%","14","Week 9, 2020"
"1966","Maurice Burkley","UL","RB","$3,400","0%","14","Week 9, 2020"
"1967","Shameen Jones","RU","WR","$4,800","0%","14","Week 9, 2020"
"1968","Allen Dailey Jr.","UK","WR","$3,800","0%","14","Week 9, 2020"
"1969","Trey Palmer","LSU","WR","$3,700","0%","14","Week 9, 2020"
"1970","Matt Landers","UGA","WR","$3,200","0%","14","Week 9, 2020"
"1971","John Samuel Shenker","AUB","WR","$3,100","0%","14","Week 9, 2020"
"1972","Mason Fairchild","KU","WR","$3,100","0%","14","Week 9, 2020"
"1973","J.J. Pegues","AUB","WR","$3,000","0%","14","Week 9, 2020"
"1974","Justin Rigg","UK","WR","$3,000","0%","14","Week 9, 2020"
"1975","Ali Jennings","WVU","WR","$3,000","0%","14","Week 9, 2020"
"1976","Landry Weber","KSU","WR","$3,000","0%","14","Week 9, 2020"
"1977","Spencer Witter","BC","WR","$3,000","0%","14","Week 9, 2020"
"1978","JuTahn McClain","UK","RB","$3,000","0%","14","Week 9, 2020"
"1979","Marquavius Weaver","MEM","RB","$3,000","0%","14","Week 9, 2020"
"1980","Kobe Hudson","AUB","WR","$3,000","0%","14","Week 9, 2020"
"1981","DeMarcus Harris","UK","WR","$3,000","0%","14","Week 9, 2020"
"1982","Casey Kelly","MISS","WR","$3,000","0%","14","Week 9, 2020"
"1983","Tyrell Alexander","VAND","WR","$3,000","0%","14","Week 9, 2020"
"1984","Jaelyn Lay","CLEM","WR","$3,000","0%","14","Week 9, 2020"
"1985","Brock Wright","ND","WR","$3,000","0%","14","Week 9, 2020"
"1986","Roscoe Johnson","UL","WR","$3,000","0%","14","Week 9, 2020"
"1987","Dylan Leonard","GT","WR","$3,100","0%","14","Week 9, 2020"
"1988","Brayden Liebrock","UT","WR","$3,000","0%","14","Week 9, 2020"
"1989","Sam Ehlinger","UT","QB","$9,300","7%","14","Week 10, 2020"
"1990","Javonte Williams","UNC","RB","$8,500","14%","14","Week 10, 2020"
"1991","Tyler Vaughns","USC","WR","$5,700","23%","14","Week 10, 2020"
"1992","Spencer Rattler","OU","QB","$9,100","12%","14","Week 10, 2020"
"1993","Kyle Trask","UF","QB","$8,100","5%","14","Week 10, 2020"
"1994","Rocky Lombardi","MSU","QB","$6,800","3%","14","Week 10, 2020"
"1995","Jarret Doege","WVU","QB","$6,100","7%","14","Week 10, 2020"
"1996","Jalen Nailor","MSU","WR","$4,700","3%","14","Week 10, 2020"
"1997","Michael Carter","UNC","RB","$6,300","14%","14","Week 10, 2020"
"1998","Sam Howell","UNC","QB","$8,100","9%","14","Week 10, 2020"
"1999","Amon-Ra St. Brown","USC","WR","$6,300","31%","14","Week 10, 2020"
"2000","Erik Ezukanma","TTU","WR","$5,300","10%","14","Week 10, 2020"
"2001","T.J. Vasher","TTU","WR","$4,200","0%","14","Week 10, 2020"
"2002","Michael Penix Jr.","IU","QB","$6,600","3%","14","Week 10, 2020"
"2003","Max Duggan","TCU","QB","$6,400","23%","14","Week 10, 2020"
"2004","Rashod Bateman","MINN","WR","$7,000","24%","14","Week 10, 2020"
"2005","Seth McGowan","OU","RB","$4,500","6%","14","Week 10, 2020"
"2006","Chuba Hubbard","OKST","RB","$7,800","31%","14","Week 10, 2020"
"2007","Vavae Malepeai","USC","RB","$5,000","2%","14","Week 10, 2020"
"2008","Peyton Hendershot","IU","WR","$4,600","2%","14","Week 10, 2020"
"2009","Parker Washington","PSU","WR","$4,100","3%","14","Week 10, 2020"
"2010","Josh Imatorbhebhe","IL","WR","$4,200","13%","14","Week 10, 2020"
"2011","Henry Colombi","TTU","QB","$6,000","4%","14","Week 10, 2020"
"2012","Leddie Brown","WVU","RB","$8,200","15%","14","Week 10, 2020"
"2013","Deon Jackson","DUKE","RB","$5,100","3%","14","Week 10, 2020"
"2014","Kedon Slovis","USC","QB","$7,800","24%","14","Week 10, 2020"
"2015","Austin Stogner","OU","WR","$4,600","4%","14","Week 10, 2020"
"2016","Stevie Scott III","IU","RB","$6,500","2%","14","Week 10, 2020"
"2017","Whop Philyor","IU","WR","$5,800","7%","14","Week 10, 2020"
"2018","Pat Freiermuth","PSU","WR","$4,700","16%","14","Week 10, 2020"
"2019","Emery Simmons","UNC","WR","$3,600","1%","14","Week 10, 2020"
"2020","Desmond Ridder","CINCY","QB","$8,700","11%","14","Week 10, 2020"
"2021","Sean Clifford","PSU","QB","$8,900","19%","14","Week 10, 2020"
"2022","Joshua Moore","UT","WR","$6,500","4%","14","Week 10, 2020"
"2023","Theo Wease","OU","WR","$4,900","6%","14","Week 10, 2020"
"2024","Deuce Vaughn","KSU","RB","$6,800","0%","14","Week 10, 2020"
"2025","Jayden Daniels","ASU","QB","$6,700","10%","14","Week 10, 2020"
"2026","Sam LaPorta","IOWA","WR","$4,200","4%","14","Week 10, 2020"
"2027","Marvin Mims","OU","WR","$6,800","6%","14","Week 10, 2020"
"2028","Bryce Ford-Wheaton","WVU","WR","$4,800","6%","14","Week 10, 2020"
"2029","Kyle Pitts","UF","WR","$6,200","14%","14","Week 10, 2020"
"2030","Braydon Johnson","OKST","WR","$3,900","3%","14","Week 10, 2020"
"2031","Taulia Tagovailoa","UMD","QB","$7,000","7%","14","Week 10, 2020"
"2032","T.J. Pledger","OU","RB","$5,500","4%","14","Week 10, 2020"
"2033","Mike Epstein","IL","RB","$4,600","5%","14","Week 10, 2020"
"2034","Joe Milton","MICH","QB","$7,400","3%","14","Week 10, 2020"
"2035","Ty Fryfogle","IU","WR","$4,300","3%","14","Week 10, 2020"
"2036","Brandon Smith","IOWA","WR","$5,100","0%","14","Week 10, 2020"
"2037","Gerrid Doaks","CINCY","RB","$6,700","11%","14","Week 10, 2020"
"2038","Jake Smith","UT","WR","$5,000","7%","14","Week 10, 2020"
"2039","Drake London","USC","WR","$5,000","10%","14","Week 10, 2020"
"2040","Dyami Brown","UNC","WR","$7,700","11%","14","Week 10, 2020"
"2041","Jayden Reed","MSU","WR","$5,900","4%","14","Week 10, 2020"
"2042","Rachaad White","ASU","RB","$3,000","9%","14","Week 10, 2020"
"2043","Spencer Sanders","OKST","QB","$7,600","3%","14","Week 10, 2020"
"2044","Dazz Newsome","UNC","WR","$4,000","6%","14","Week 10, 2020"
"2045","Winston Wright Jr.","WVU","WR","$5,100","6%","14","Week 10, 2020"
"2046","Clayton Tune","UH","QB","$7,100","0%","14","Week 10, 2020"
"2047","Kearis Jackson","UGA","WR","$5,400","5%","14","Week 10, 2020"
"2048","Trevon Grimes","UF","WR","$4,300","0%","14","Week 10, 2020"
"2049","Jeremiah Hall","OU","RB","$3,500","0%","14","Week 10, 2020"
"2050","Brennan Eagles","UT","WR","$4,100","3%","14","Week 10, 2020"
"2051","Mohamed Ibrahim","MINN","RB","$10,000","30%","14","Week 10, 2020"
"2052","Tanner Morgan","MINN","QB","$7,300","2%","14","Week 10, 2020"
"2053","Tahj Brooks","TTU","RB","$3,300","0%","14","Week 10, 2020"
"2054","Ronnie Bell","MICH","WR","$5,000","2%","14","Week 10, 2020"
"2055","Coran Taylor","IL","QB","$4,500","27%","14","Week 10, 2020"
"2056","Nathaniel Dell","UH","WR","$4,500","2%","14","Week 10, 2020"
"2057","Devyn Ford","PSU","RB","$5,900","39%","14","Week 10, 2020"
"2058","Jahan Dotson","PSU","WR","$8,300","9%","14","Week 10, 2020"
"2059","Noah Gray","DUKE","WR","$4,100","0%","14","Week 10, 2020"
"2060","KeSean Carter","TTU","WR","$5,600","3%","14","Week 10, 2020"
"2061","Kadarius Toney","UF","WR","$7,800","5%","14","Week 10, 2020"
"2062","Ricky White","MSU","WR","$5,000","7%","14","Week 10, 2020"
"2063","Charleston Rambo","OU","WR","$4,400","1%","14","Week 10, 2020"
"2064","Zamir White","UGA","RB","$7,200","7%","14","Week 10, 2020"
"2065","Blair Conwright","TCU","WR","$3,500","1%","14","Week 10, 2020"
"2066","Roman Wilson","MICH","WR","$3,900","1%","14","Week 10, 2020"
"2067","Sam James","WVU","WR","$4,200","2%","14","Week 10, 2020"
"2068","Taye Barber","TCU","WR","$5,500","9%","14","Week 10, 2020"
"2069","Darwin Barlow","TCU","RB","$5,400","4%","14","Week 10, 2020"
"2070","Myles Price","TTU","WR","$3,900","1%","14","Week 10, 2020"
"2071","SaRodorick Thompson","TTU","RB","$6,000","2%","14","Week 10, 2020"
"2072","Dontay Demus Jr.","UMD","WR","$5,300","7%","14","Week 10, 2020"
"2073","Giles Jackson","MICH","WR","$4,500","1%","14","Week 10, 2020"
"2074","Spencer Petras","IOWA","QB","$5,800","0%","14","Week 10, 2020"
"2075","Tyler Goodson","IOWA","RB","$6,100","4%","14","Week 10, 2020"
"2076","James Cook","UGA","RB","$4,300","6%","14","Week 10, 2020"
"2077","Quentin Johnston","TCU","WR","$4,000","8%","14","Week 10, 2020"
"2078","Dillon Stoner","OKST","WR","$3,500","3%","14","Week 10, 2020"
"2079","Stetson Bennett","UGA","QB","$6,000","1%","14","Week 10, 2020"
"2080","Hassan Haskins","MICH","RB","$5,800","2%","14","Week 10, 2020"
"2081","Mikey Henderson","OU","RB","$3,300","0%","14","Week 10, 2020"
"2082","Will Howard","KSU","QB","$5,600","0%","14","Week 10, 2020"
"2083","Mataeo Durant","DUKE","RB","$5,000","0%","14","Week 10, 2020"
"2084","Nico Ragaini","IOWA","WR","$4,000","0%","14","Week 10, 2020"
"2085","Jake Funk","UMD","RB","$6,600","4%","14","Week 10, 2020"
"2086","Zach Charbonnet","MICH","RB","$4,000","0%","14","Week 10, 2020"
"2087","Chase Brice","DUKE","QB","$5,900","1%","14","Week 10, 2020"
"2088","Kwamie Lassiter II","KU","WR","$4,200","5%","14","Week 10, 2020"
"2089","Kenny McIntosh","UGA","RB","$3,000","0%","14","Week 10, 2020"
"2090","Jalon Calhoun","DUKE","WR","$4,000","0%","14","Week 10, 2020"
"2091","Josh Whyle","CINCY","WR","$3,600","1%","14","Week 10, 2020"
"2092","Treyson Potts","MINN","RB","$3,300","0%","14","Week 10, 2020"
"2093","Jeshaun Jones","UMD","WR","$5,200","2%","14","Week 10, 2020"
"2094","Alec Sinkfield","WVU","RB","$3,400","0%","14","Week 10, 2020"
"2095","Xavier White","TTU","RB","$4,100","0%","14","Week 10, 2020"
"2096","Chabastin Taylor","KSU","WR","$4,100","0%","14","Week 10, 2020"
"2097","Roschon Johnson","UT","RB","$4,100","1%","14","Week 10, 2020"
"2098","Jerome Ford","CINCY","RB","$4,800","3%","14","Week 10, 2020"
"2099","Jake Bobo","DUKE","WR","$4,400","1%","14","Week 10, 2020"
"2100","Malik Knowles","KSU","WR","$3,400","0%","14","Week 10, 2020"
"2101","Frank Darby","ASU","WR","$5,700","12%","14","Week 10, 2020"
"2102","Ricky Pearsall","ASU","WR","$4,000","1%","14","Week 10, 2020"
"2103","Rhamondre Stevenson","OU","RB","$6,900","16%","14","Week 10, 2020"
"2104","Brenden Schooler","UT","WR","$3,300","0%","14","Week 10, 2020"
"2105","Cornelius Johnson","MICH","WR","$3,400","1%","14","Week 10, 2020"
"2106","Blake Corum","MICH","RB","$4,700","1%","14","Week 10, 2020"
"2107","Connor Heyward","MSU","RB","$5,700","0%","14","Week 10, 2020"
"2108","Jalon Daniels","KU","QB","$4,700","1%","14","Week 10, 2020"
"2109","Jermaine Burton","UGA","WR","$3,500","1%","14","Week 10, 2020"
"2110","Elijah Collins","MSU","RB","$3,500","0%","14","Week 10, 2020"
"2111","Daniel Barker","IL","WR","$4,200","0%","14","Week 10, 2020"
"2112","T.J. Simmons","WVU","WR","$3,800","0%","14","Week 10, 2020"
"2113","Ja'Lynn Polk","TTU","WR","$3,500","0%","14","Week 10, 2020"
"2114","Chris Autman-Bell","MINN","WR","$5,000","5%","14","Week 10, 2020"
"2115","Tre' McKitty","UGA","WR","$3,300","0%","14","Week 10, 2020"
"2116","Brian Hightower","IL","WR","$4,600","4%","14","Week 10, 2020"
"2117","Trey Cleveland","TTU","WR","$3,300","0%","14","Week 10, 2020"
"2118","Chris Evans","MICH","RB","$3,700","0%","14","Week 10, 2020"
"2119","Geordon Porter","ASU","WR","$3,800","0%","14","Week 10, 2020"
"2120","Tyrone Tracy Jr.","IOWA","WR","$4,500","0%","14","Week 10, 2020"
"2121","Jeremy Singleton","UH","WR","$3,600","0%","14","Week 10, 2020"
"2122","Pro Wells","TCU","WR","$3,200","0%","14","Week 10, 2020"
"2123","Kendre Miller","TCU","RB","$3,000","0%","14","Week 10, 2020"
"2124","Tre'von Bradley","UH","WR","$4,000","0%","14","Week 10, 2020"
"2125","Sampson James","IU","RB","$3,300","0%","14","Week 10, 2020"
"2126","Nick Eubanks","MICH","WR","$3,100","0%","14","Week 10, 2020"
"2127","Markese Stepp","USC","RB","$4,000","0%","14","Week 10, 2020"
"2128","Jared Wiley","UT","WR","$3,100","0%","14","Week 10, 2020"
"2129","Khafre Brown","UNC","WR","$3,800","0%","14","Week 10, 2020"
"2130","Stephen Carr","USC","RB","$6,400","1%","14","Week 10, 2020"
"2131","Kyle Porter","UH","RB","$5,600","1%","14","Week 10, 2020"
"2132","Dominic Richardson","OKST","RB","$3,000","0%","14","Week 10, 2020"
"2133","Andrew Parchment","KU","WR","$3,700","2%","14","Week 10, 2020"
"2134","Michael Young Jr.","CINCY","WR","$4,500","3%","14","Week 10, 2020"
"2135","Mekhi Sargent","IOWA","RB","$4,000","0%","14","Week 10, 2020"
"2136","Miles Marshall","IU","WR","$3,700","0%","14","Week 10, 2020"
"2137","Jacob Copeland","UF","WR","$3,700","0%","14","Week 10, 2020"
"2138","Jayshon Jackson","CINCY","WR","$3,700","1%","14","Week 10, 2020"
"2139","Jarett Garner","DUKE","WR","$4,200","0%","14","Week 10, 2020"
