"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","Braelon Allen",8500,"WISC","NW",1,27.5,17,21.6674777330282,3.02487083829867,22.1139430999756,2.60164036470301
"2","Tavion Thomas",8400,"UTAH","UCLA",1,33.75,30.25,12.5874508071334,2.29155024195414,13.9319162368774,1.65856145677112
"3","TreVeyon Henderson",8200,"OSU","MSU",1,46,19,18.4018832643676,2.34658357335111,21.5602741241455,2.62930172245677
"4","Kenny McIntosh",7500,"UGA","AUB",1,39,10.5,11.2651354744457,2.98005549335129,12.4389028549194,1.65852038065592
"5","Dominic Richardson",7100,"OKST","TTU",1,37.75,28.75,17.18397962056,3.57993570199862,18.9467029571533,2.66854971227512
"6","Ray Davis",6900,"VAND","MISS",1,22,39,24.3088716972056,3.62306288638274,18.1717948913574,2.63359346251557
"7","Zach Charbonnet",6800,"UCLA","UTAH",1,30.25,33.75,14.069290718225,4.44596134091501,21.586856842041,3.17453777088838
"8","Xazavian Valladay",6700,"ASU","UW",1,21,34.5,19.6719403701735,3.25944937972553,20.9556255340576,3.12770530359069
"9","Wayne Taulapapa",6500,"UW","ASU",1,34.5,21,15.1035274620161,2.72749213847992,18.6255722045898,2.86547264685998
"10","Quinshon Judkins",6400,"MISS","VAND",1,39,22,17.1662543133615,1.79248336909955,21.391674041748,3.34244906902313
"11","Evan Hull",6300,"NW","WISC",1,17,27.5,17.4968713274618,5.3321432685641,18.374885559082,2.91664850144159
"12","Jalen Berger",5900,"MSU","OSU",1,19,46,13.7842182810174,3.17245515700985,12.2233219146729,2.0717494770632
"13","Tahj Brooks",5800,"TTU","OKST",1,28.75,37.75,18.4500916382451,4.80195249922672,17.4295253753662,3.00509058195969
"14","Tank Bigsby",5500,"AUB","UGA",1,10.5,39,13.6611634779928,4.18374741943011,13.5984830856323,2.47245147011497
"15","Zach Evans",7200,"MISS","VAND",2,39,22,11.3972232423247,2.52209874531451,13.2591114044189,1.84154325061374
"16","Chez Mellusi",5300,"WISC","NW",2,27.5,17,12.5960108374787,2.48457808278421,13.9648303985596,2.63487366010558
"17","Keegan Jones",5000,"UCLA","UTAH",2,30.25,33.75,8.65615266577351,2.84776022063425,10.1459589004517,2.02919178009033
"18","SaRodorick Thompson",5000,"TTU","OKST",2,28.75,37.75,9.2323588864644,3.1501547901805,9.7161111831665,1.9432222366333
"19","Micah Bernard",4900,"UTAH","UCLA",2,33.75,30.25,9.66169233145021,3.59538839745709,11.8486232757568,2.41808638280752
"20","Cameron Davis",4800,"UW","ASU",2,34.5,21,8.65258430394256,2.19926848258245,12.8843088150024,2.68423100312551
"21","Jarquez Hunter",4600,"AUB","UGA",2,10.5,39,7.0612249411081,2.72775339363138,4.88246059417725,1.06140447699505
"22","Jaden Nixon",4500,"OKST","TTU",2,37.75,28.75,5.35411271296441,2.4199296847082,8.09678554534912,1.79928567674425
"23","Jarek Broussard",4500,"MSU","OSU",2,19,46,8.19987999585094,2.72736102693896,6.23377656936646,1.38528368208143
"24","Daijun Edwards",4300,"UGA","AUB",2,39,10.5,8.77703612132169,1.88911860214586,9.91453552246094,2.30570593545603
"25","Cam Porter",4200,"NW","WISC",2,17,27.5,8.89877525595896,2.03367105351559,8.23313999176025,1.96027142660958
"26","Dallan Hayden",3900,"OSU","MSU",2,46,19,10.6750514312605,1.97551972111168,11.3722314834595,2.91595679063063
"27","Daniyel Ngata",3200,"ASU","UW",2,21,34.5,5.68922423604084,2.0153863891619,5.47767496109009,1.71177342534065
"28","Patrick Smith",3000,"VAND","MISS",2,22,39,7.81726526005087,3.56297370825045,7.78310060501099,2.594366868337
"29","Kendall Milton",5900,"UGA","AUB",3,39,10.5,7.25352872958229,1.76584130066302,9.11085319519043,1.54421240596448
"30","Ulysses Bentley IV",4600,"MISS","VAND",3,39,22,4.11577125856979,2.43002704916206,10.2552890777588,2.229410669078
"31","Isaac Guerendo",4000,"WISC","NW",3,27.5,17,5.07929351027619,2.12088095765383,8.2408332824707,2.06020832061768
"32","Bryson Donnell",3800,"TTU","OKST",3,28.75,37.75,5.79100733602525,2.75740479916037,6.96064519882202,1.83174873653211
"33","Ollie Gordon",3700,"OKST","TTU",3,37.75,28.75,2.88903293410212,2.57370995978558,7.35060501098633,1.98665000296928
"34","Jaylon Glover",3400,"UTAH","UCLA",3,33.75,30.25,7.17058090204369,2.56796114851999,9.36222839355469,2.75359658633961
"35","TJ Harden",3400,"UCLA","UTAH",3,30.25,33.75,5.08051391004509,1.86055196010326,7.7069993019104,2.26676450056188
"36","George Hart III",3000,"ASU","UW",3,21,34.5,2.6494146801754,2.02894179265002,4.73149919509888,1.57716639836629
"37","Harold Joiner",3000,"MSU","OSU",3,19,46,3.66281375908315,2.07171926766108,3.79482054710388,1.26494018236796
"38","Anthony Tyus III",3000,"NW","WISC",3,17,27.5,2.0087875215047,2.5324820591356,4.73149919509888,1.57716639836629
"39","Richard Newton",3800,"UW","ASU",4,34.5,21,2.58804432490467,1.9431233302459,7.27084493637085,1.91338024641338
"40","Branson Robinson",3000,"UGA","AUB",4,39,10.5,3.08305390133695,1.5078226018929,6.72939729690552,2.24313243230184
"41","Deondre Jackson",3000,"OKST","TTU",4,37.75,28.75,2.16159855988471,2.54027946520354,6.72939729690552,2.24313243230184
"42","Andrew Clair",3000,"NW","WISC",4,17,27.5,2.28089254810701,2.87828041264663,4.73149919509888,1.57716639836629
