"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_wr_share","est_tar","est_dkpts","value"
"1","Elijhah Badger",7600,"ASU","UW",1,21,34.5,0.288231231994229,8.44834312969082,11.9860744476318,1.57711505889893
"2","Devaughn Vele",7400,"UTAH","UCLA",1,33.75,30.25,0.288749180556689,9.47848727158163,18.9085235595703,2.55520588642842
"3","Emeka Egbuka",6700,"OSU","MSU",1,46,19,0.283896608490472,8.31830632611672,22.1135997772217,3.30053728018234
"4","Jake Bobo",6500,"UCLA","UTAH",1,30.25,33.75,0.210108022685926,7.42180317017216,17.0726280212402,2.62655815711388
"5","Jalen McMillan",6200,"UW","ASU",1,34.5,21,0.232383034331311,8.31513274135233,22.1529655456543,3.5730589589765
"6","Malik Heath",5800,"MISS","VAND",1,39,22,0.258715347378039,7.65744045696805,16.4739837646484,2.84034202838766
"7","Will Sheppard",5600,"VAND","MISS",1,22,39,0.375205365390145,10.8936848173419,14.3478918075562,2.5621235370636
"8","Braydon Johnson",5600,"OKST","TTU",1,37.75,28.75,0.274606001285676,11.018996340019,19.5383567810059,3.48899228232248
"9","Ladd McConkey",5500,"UGA","AUB",1,39,10.5,0.208619219988186,5.9721342232142,16.2642803192139,2.9571418762207
"10","Myles Price",5500,"TTU","OKST",1,28.75,37.75,0.227066844459278,11.0829675473535,16.4796619415283,2.99630217118697
"11","Chimere Dike",5000,"WISC","NW",1,27.5,17,0.295442860594861,7.94000546501051,14.5508327484131,2.91016654968262
"12","Jayden Reed",4900,"MSU","OSU",1,19,46,0.267206145763848,9.34935695494239,15.9330444335938,3.25164172114158
"13","Donny Navarro III",4200,"NW","WISC",1,17,27.5,0.253264786065844,9.87792082558735,14.0321922302246,3.34099815005348
"14","Koy Moore",3300,"AUB","UGA",1,10.5,39,0.248671654026832,7.66713046802847,7.62604808807373,2.31092366305265
"15","Marvin Harrison Jr.",7400,"OSU","MSU",2,46,19,0.242160938367775,7.09543124264068,16.790548324585,2.26899301683581
"16","Rome Odunze",7200,"UW","ASU",2,34.5,21,0.22120065889458,7.91500483878143,15.455283164978,2.14656710624695
"17","Brock Bowers",7100,"UGA","AUB",2,39,10.5,0.163143611340526,4.67030575917542,13.2703485488892,1.86906317589988
"18","Jayden McGowan",6700,"VAND","MISS",2,22,39,0.215615013695121,6.2601503542977,10.3640842437744,1.54687824533946
"19","Jonathan Mingo",6400,"MISS","VAND",2,39,22,0.205468872788746,6.08145467629001,12.6844902038574,1.98195159435272
"20","Keon Coleman",5200,"MSU","OSU",2,19,46,0.202556101543005,7.08729693066562,13.2443695068359,2.54699413592999
