"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","Travis Dye",7100,"USC","COL",1,50,16,22.464413723801,2.92943219131166,23.6347732543945,3.32884130343585
"2","Jordan Mims",6700,"FRES","UNLV",1,34.25,24.75,21.4913495136566,2.27535162700283,21.9025058746338,3.26903072755728
"3","Keaton Mitchell",6600,"ECU","CINCY",1,23.5,29,21.0492548676028,3.76649935849496,27.5128803253174,4.16861823110869
"4","Aidan Robbins",6200,"UNLV","FRES",1,24.75,34.25,17.0870242139405,2.46535232897771,16.7810878753662,2.70662707667197
"5","Charles McClelland",6000,"CINCY","ECU",1,29,23.5,17.3408738568936,2.14791533087154,21.3009052276611,3.55015087127686
"6","Anthony Hankerson",3200,"COL","USC",1,16,50,15.4323432433396,2.17821561976638,11.572660446167,3.61645638942719
"7","Courtney Reese",5700,"UNLV","FRES",2,24.75,34.25,7.91471670545563,2.45278867608674,9.6806116104126,1.69835291410747
"8","Austin Jones",5100,"USC","COL",2,50,16,4.46579633421254,2.66765002752447,7.47557497024536,1.4657990137736
"9","Corey Kiner",4800,"CINCY","ECU",2,29,23.5,7.21071640210701,1.85468635956415,9.24767875671387,1.92659974098206
"10","Malik Sherrod",4500,"FRES","UNLV",2,34.25,24.75,8.9512281354742,1.90671384189624,11.2274150848389,2.49498112996419
"11","Alex Fontenot",4000,"COL","USC",2,16,50,9.96416700922158,2.3839865792076,6.64461755752563,1.66115438938141
"12","Deion Smith",4100,"COL","USC",3,16,50,3.67286978683493,2.75934430255374,3.64079856872559,0.88799965090868
"13","Jordan Younge-Humphrey",3600,"UNLV","FRES",3,24.75,34.25,4.04042751014895,2.63390572346096,6.99329328536987,1.9425814681583
"14","Elijah Gilliam",3500,"FRES","UNLV",3,34.25,24.75,3.11788714005486,1.53338875107499,7.72577142715454,2.2073632649013
"15","Myles Montgomery",3300,"CINCY","ECU",3,29,23.5,3.49507228455785,1.75861834993529,7.98407220840454,2.41941582072865
"16","Kamarro Edmonds",3200,"ECU","CINCY",3,23.5,29,2.62583050018293,1.70869936227224,4.94770765304565,1.54615864157677
"17","Raleek Brown",3100,"USC","COL",3,50,16,2.24392226863973,1.99071658512142,6.72939729690552,2.17077332158242
"18","Jayle Stacks",3100,"COL","USC",4,16,50,2.69467962453279,2.05989361755146,2.89462304115295,0.933749368113856
