"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_wr_share","est_tar","est_dkpts","value"
"1","Keylon Stokes",7500,"TLSA","MEM",1,27.5,34,0.31989629237406,10.4317377492715,16.2323741912842,2.16431655883789
"2","Caden Prieskorn",6200,"MEM","TLSA",1,34,27.5,0.2121886348072,6.99105635891945,17.1205806732178,2.76138397955125
"3","Michael Jefferson",6000,"ULL","GSU",1,31.5,28,0.237346399417911,8.33049881175646,17.6334819793701,2.93891366322835
"4","Derwin Burgess Jr.",4900,"GSU","ULL",1,28,31.5,0.276197524822746,10.9978871825392,16.7842044830322,3.42534785368005
"5","JuanCarlos Santana",6900,"TLSA","MEM",2,27.5,34,0.25125130739532,8.19324202996643,11.5016107559204,1.66690010955368
"6","Khaleb Hood",5700,"GSU","ULL",2,28,31.5,0.201632225102976,8.02877746811816,13.2411098480225,2.32300172772324
"7","Eddie Lewis",5100,"MEM","TLSA",2,34,27.5,0.179226906416786,5.90505426896699,12.7175464630127,2.49363656137504
"8","Errol Rogers Jr.",3700,"ULL","GSU",2,31.5,28,0.154460565350953,5.42133168767272,9.72740459442139,2.62902826876254
"9","Isaiah Epps",5000,"TLSA","MEM",3,27.5,34,0.204112661528573,6.65606262757848,9.29789161682129,1.85957832336426
"10","Javon Ivory",4400,"MEM","TLSA",3,34,27.5,0.153895520956802,5.0704518711469,9.43938255310059,2.14531421661377
"11","Neal Johnson",4000,"ULL","GSU",3,31.5,28,0.1267148836082,4.44750031986502,7.01921129226685,1.75480282306671
"12","Jeremy Singleton",3000,"GSU","ULL",3,28,31.5,0.180249182770763,7.1773278132378,10.7880630493164,3.5960210164388
"13","Gabriel Rogers",4700,"MEM","TLSA",4,34,27.5,0.140364830516521,4.62465127711862,8.28958034515381,1.7637404989689
"14","Dontae Fleming",3800,"ULL","GSU",4,31.5,28,0.108451903220566,3.80649739421945,6.19582462310791,1.63048016397577
"15","Ethan Hall",3500,"TLSA","MEM",4,27.5,34,0.106094207424704,3.45970545753368,5.28670215606689,1.51048633030483
"16","Beau Johnson",3200,"GSU","ULL",4,28,31.5,0.142044551699107,5.65606065978936,5.47908687591553,1.7122146487236
"17","Amare Jones",4800,"GSU","ULL",5,28,31.5,0.0897078590625249,3.57207007553719,8.9662971496582,1.86797857284546
"18","Malachai Jones",4600,"TLSA","MEM",5,27.5,34,0.0624615651507675,2.03685595174057,4.65949392318726,1.01293346156245
"19","Peter LeBlanc",3400,"ULL","GSU",5,31.5,28,0.0828134884456168,2.90662790244779,5.26045942306519,1.54719394796035
"20","Koby Drake",3300,"MEM","TLSA",5,34,27.5,0.102754343481981,3.38548484021787,6.03706979751587,1.82941509015632
"21","Marcayll Jones",3000,"MEM","TLSA",6,34,27.5,0.0968539959721302,3.19108393832197,4.72399425506592,1.57466475168864
"22","Nick Rempert",3000,"TLSA","MEM",6,27.5,34,0.0437007811171152,1.42507149635545,3.13363218307495,1.04454406102498
"23","Parker Self",3000,"GSU","ULL",6,28,31.5,0.064361128133402,2.56279062097449,4.82552671432495,1.60850890477498
"24","Jacob Bernard",3000,"ULL","GSU",6,31.5,28,0.0743844205744007,2.61078039830368,4.66151571273804,1.55383857091268
"25","Roc Taylor",3200,"MEM","TLSA",7,34,27.5,0.0643009496603206,2.11854684590342,4.83364772796631,1.51051491498947
"26","Marcus Sanders Jr.",3000,"GSU","ULL",7,28,31.5,0.0373827950178031,1.48854252925559,3.93201565742493,1.31067188580831
"27","Lance Legendre",3900,"ULL","GSU",7,31.5,28,0.06876504199359,2.41354872887427,3.67263388633728,0.941700996496739
"28","Bayne Tryon",3100,"TLSA","MEM",7,27.5,34,0.0433380586869827,1.41324320901007,2.85888171195984,0.922219907083819
"29","Anthony Landphere",3000,"MEM","TLSA",8,34,27.5,0.0456292871940814,1.50336477107266,3.75367212295532,1.25122404098511
"30","Carl Chester",3000,"TLSA","MEM",8,27.5,34,0.0347695215327043,1.13382536448,2.56832265853882,0.856107552846273
"31","Dalen Cambre",3000,"ULL","GSU",8,31.5,28,0.0515556950898572,1.80952674124671,3.11360287666321,1.0378676255544
"32","Kamdyn Benjamin",3000,"TLSA","MEM",9,27.5,34,0.0302398792232242,0.986114866431317,2.49127221107483,0.830424070358276
"33","Jamal Bell",3000,"ULL","GSU",9,31.5,28,0.0515556950898572,1.80952674124671,2.84892606735229,0.949642022450765
"34","Kaleb Carter",3000,"ULL","GSU",10,31.5,28,0.0434778383799418,1.52600621644194,2.82376527786255,0.94125509262085
"35","Johnny Lumpkin",3000,"ULL","GSU",11,31.5,28,0.0354810303995573,1.24533037917702,2.6862633228302,0.895421107610067
"36","Pearse Migl",3000,"ULL","GSU",12,31.5,28,0.0392904949858538,1.37903681115745,3.400395154953,1.133465051651
