"","position","player","Salary","Opponent","team_name","implied_total","opp_implied_total","est_pa","est_ra","est_fdpts","value"
"1","QB","Bo Nix",12000,"CU","OREGON",47,16,30.1180438995361,6.45806480240117,31.4744873046875,2.62287394205729
"2","QB","Spencer Sanders",11000,"KU","OKLA STATE",30.75,32.25,38.820858001709,7.22946001565674,24.7332210540771,2.24847464127974
"3","QB","John Rhys Plumlee",10700,"MEM","UCF",31.5,28.5,31.8154048919678,9.22645697007204,20.4792385101318,1.91394752431139
"4","QB","Hendon Hooker",10100,"UGA","TENNESSEE",28.25,36.75,33.4241600036621,5.3762700048278,22.7070865631104,2.24822639238716
"5","QB","Dillon Gabriel",10000,"BAY","OKLAHOMA",32.5,29,31.3550262451172,6.97617298620088,20.7684860229492,2.07684860229492
"6","QB","Jason Bean",10000,"OKST","KANSAS",32.25,30.75,27.6041698455811,6.13199150744549,21.2692413330078,2.12692413330078
"7","QB","Seth Henigan",9700,"UCF","MEMPHIS",28.5,31.5,34.9330062866211,8.50522451213067,21.3681735992432,2.20290449476734
"8","QB","Blake Shapen",9600,"OU","BAYLOR",29,32.5,31.0739727020264,5.77742398104959,19.4694995880127,2.02807287375132
"9","QB","Sean Clifford",9500,"IND","PENN STATE",32.25,18.75,32.4739608764648,6.0868654005543,17.694278717041,1.86255565442537
"10","QB","Garrett Shrader",9400,"PITT","SYRACUSE",22,26,32.0021095275879,7.53040152956601,14.5765810012817,1.55070010651933
"11","QB","Stetson Bennett",9300,"TENN","GEORGIA",36.75,28.25,33.1611404418945,6.59394797592472,22.1139240264893,2.37784129317089
"12","QB","Hunter Dekkers",7700,"WVU","IOWA STATE",28.75,21.25,36.5301208496094,5.358212615111,18.3810214996338,2.38714564930309
"13","QB","JT Daniels",7500,"ISU","W VIRGINIA",21.25,28.75,35.6342658996582,4.14177117483226,18.1194038391113,2.41592051188151
"14","QB","Connor Bazelak",6600,"PSU","INDIANA",18.75,32.25,46.7677955627441,4.37324851492917,14.1619806289673,2.14575464075262
"15","QB","Kedon Slovis",6400,"SYR","PITTSBURGH",26,22,28.2366333007812,5.36808702120925,14.053768157959,2.19590127468109
"16","QB","J.T. Shrout",6200,"ORE","COLORADO",16,47,33.3167572021484,4.27010692693079,12.644248008728,2.03939484011742
